2716,score,p-value
1333: Tariff rate; most favored nation; simple mean; manufactured products  (%) - WDI,276.74587823668367,6.9877847751844728e-57
1073: People practicing open defecation; rural  (% of rural population) - WDI,264.92726464790627,1.0123493061300385e-54
0928: Primary education; teachers  (% female) - WDI,252.98173833223575,1.6048473337047075e-52
1402: Commercial service exports  (current US$) - WDI,249.14130963401729,8.2451127356872422e-52
1389: Merchandise exports to high-income economies  (% of total merchandise exports) - WDI,246.38122225895222,2.6795344344568058e-51
2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,245.29552555375744,4.2622943804393107e-51
1375: Commercial service imports  (current US$) - WDI,245.2087306621321,4.423486733856973e-51
1343: Tariff rate; applied; weighted mean; all products  (%) - WDI,244.81104378802019,5.243752761297723e-51
0066: Service exports  (BoP; current US$) - WDI,244.34450971495681,6.4022484025569313e-51
2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,242.92158668183004,1.1773130817555042e-50
1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI,242.10037924762105,1.6737201280040984e-50
2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,241.94413727030678,1.7896227173929199e-50
1075: People practicing open defecation  (% of population) - WDI,241.76932792601275,1.9288528788086812e-50
2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,239.19662746497531,5.8152797344507645e-50
2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,236.39611593235495,1.9371152431573059e-49
1335: Tariff rate; applied; weighted mean; manufactured products  (%) - WDI,234.8763755268283,3.725004399725968e-49
0036: Service imports  (BoP; current US$) - WDI,234.78533196673317,3.8738902651097174e-49
2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,233.003539489047,8.3454026084155878e-49
1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI,227.68633561784716,8.2850138051669422e-48
0898: Pupil-teacher ratio; primary - WDI,227.17410045398759,1.0339529887613853e-47
0946: Secondary education; general pupils  (% female) - WDI,227.02885009008486,1.1009997806786803e-47
0032: Primary income payments  (BoP; current US$) - WDI,225.78349608621235,1.8872931650117162e-47
1974: Total expenditure on health as a percentage of gross domestic product - WHO,224.97598496124911,2.6773267639454935e-47
1376: Transport services  (% of commercial service imports) - WDI,224.85580422248134,2.820391505267405e-47
2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,222.28362445400887,8.6018323267186534e-47
0956: School enrollment; secondary; female  (% net) - WDI,222.27448526430075,8.6360087238583764e-47
0955: School enrollment; secondary  (% net) - WDI,221.85781632002249,1.0347529343101587e-46
0957: School enrollment; secondary; male  (% net) - WDI,219.09614668825094,3.4340956797580127e-46
1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI,218.94267761298619,3.6710502527808159e-46
0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,217.50235398996367,6.8689261182651887e-46
0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,216.71080942922711,9.6945865150891305e-46
0062: Primary income receipts  (BoP; current US$) - WDI,214.84440415019628,2.1860938136042552e-45
2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,209.75417348673864,2.0179908458199226e-44
1339: Share of tariff lines with international peaks; all products  (%) - WDI,203.28187984762712,3.4418619975134023e-43
0059: ICT service exports  (BoP; current US$) - WDI,198.46403539588104,2.8648940316147408e-42
0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,194.39841978364842,1.7217199039333926e-41
2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,193.78751817040737,2.255126570536263e-41
1311: Rural population growth  (annual %) - WDI,193.36065857795819,2.7233055683482867e-41
2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,190.55811262245982,9.4089808893326368e-41
0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,188.93873031161192,1.928051222877404e-40
0039: Transport services  (% of service imports; BoP) - WDI,186.55658246704189,5.5469287547375031e-40
2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO,185.86219130899065,7.5503215148785185e-40
2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO,182.02142813783252,4.1663457746991359e-39
2823: Balance of Payments-Imports-Personal; cultural; and recreational services (US dollar at current prices) - WTO,179.1543581388452,1.4952406559444187e-38
1963: Private prepaid plans as a percentage of private expenditure on health - WHO,178.26775098529126,2.2209398990423085e-38
0720: Imports of goods and services  (current US$) - WDI,178.23911059499738,2.2495157053162547e-38
2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,176.09880791207735,5.8520115944438538e-38
2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO,175.92894880696562,6.3136834436429401e-38
1325: International tourism; expenditures  (current US$) - WDI,173.60167362353965,1.7885037841077463e-37
0722: Imports of goods and services  (constant 2005 US$) - WDI,173.46660362523039,1.9000122454776005e-37
2726: Merchandise trade-Imports-Food (US dollar at current prices) - WTO,172.72535611278644,2.6481698360069528e-37
2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,172.54448819836054,2.871702927065422e-37
0063: Exports of goods and services  (BoP; current US$) - WDI,171.50525155947801,4.5754986832899542e-37
2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,171.40631771796103,4.7830430360133578e-37
1922: Private expenditure on health as a percentage of total expenditure on health - WHO,171.24266497157501,5.1472580639556287e-37
1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,170.04981770308717,8.7900201868313773e-37
2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO,170.03429565394589,8.8514699546923059e-37
0921: Repeaters; primary; female  (% of female enrollment) - WDI,167.11339214050238,3.2878341555409617e-36
1994: General government expenditure on health as a percentage of total expenditure on health - WHO,167.06440917270351,3.3610610236329999e-36
0033: Imports of goods and services  (BoP; current US$) - WDI,166.89386009319918,3.6290044356137985e-36
0892: Primary completion rate; female  (% of relevant age group) - WDI,165.35044758116834,7.2679977070599314e-36
0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,165.08904632541288,8.1758137734565108e-36
2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,164.47517533241677,1.0779702650796655e-35
1324: International tourism; expenditures for travel items  (current US$) - WDI,163.70157590854825,1.5275539280832313e-35
2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,163.46089680846018,1.7025989102829092e-35
0906: School enrollment; primary; female  (% net) - WDI,163.29958210613901,1.8310317997497694e-35
0897: Primary education; pupils  (% female) - WDI,163.12751456534218,1.97873882062563e-35
0923: Repeaters; primary; total  (% of total enrollment) - WDI,163.07395612784336,2.0271064695047581e-35
2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO,161.06149885969521,5.0262025752381965e-35
0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI,160.5879532726392,6.2246391479234163e-35
1148: Self-employed; total  (% of total employed) - WDI,159.2301548775184,1.1496800908101068e-34
1371: Merchandise imports by the reporting economy  (current US$) - WDI,158.72645442228296,1.4437381510657335e-34
2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,158.24541378227852,1.7946575088734078e-34
1361: Merchandise imports  (current US$) - WDI,157.87358244756078,2.1234560126957257e-34
1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI,156.78134963981134,3.4814808880564944e-34
1185: Employment in services  (% of total employment) - WDI,156.26327123478438,4.4021817287499454e-34
0922: Repeaters; primary; male  (% of male enrollment) - WDI,156.16389041766564,4.6048964206780615e-34
0948: Pupil-teacher ratio; secondary - WDI,155.65144017647867,5.8084302457117277e-34
2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO,155.06120882386918,7.5900867775149655e-34
0055: Net secondary income  (BoP; current US$) - WDI,154.95293643724125,7.9719649712355085e-34
0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,153.46048399089753,1.5688681522577004e-33
0934: Children out of school; female  (% of female primary school age) - WDI,153.11268116035001,1.837165710791455e-33
0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI,152.90841518164621,2.0156845269419918e-33
0029: Cereal yield  (kg per hectare) - WDI,152.19701357841569,2.7843911663680636e-33
0894: Primary completion rate; total  (% of relevant age group) - WDI,152.14707637317562,2.8482740465226754e-33
2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,152.11362344608341,2.8918881762971329e-33
1388: Merchandise exports  (current US$) - WDI,151.86500454234638,3.2376858811746013e-33
1398: Merchandise exports by the reporting economy  (current US$) - WDI,149.98653956436971,7.6055436123283681e-33
0035: Goods imports  (BoP; current US$) - WDI,149.98034151056953,7.6270190353099421e-33
2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO,149.61575578308478,9.0031881457757168e-33
0905: School enrollment; primary  (% net) - WDI,149.40973195427804,9.8881310771503491e-33
2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO,149.33698943725031,1.0220971646030035e-32
2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO,149.20150084865375,1.0871117130904019e-32
2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,148.9412566546234,1.2238368883659715e-32
1319: International tourism; receipts  (current US$) - WDI,148.78702185302129,1.3128634111458458e-32
2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,148.77910858966735,1.3176020994430495e-32
1160: Wage and salaried workers; total  (% of total employed) - WDI,148.64287035051242,1.4019248915610503e-32
0976: Adolescents out of school  (% of lower secondary school age) - WDI,147.46419603109348,2.3983196661993452e-32
1385: Manufactures exports  (% of merchandise exports) - WDI,146.72707099186823,3.3560745905574369e-32
0939: Lower secondary completion rate; female  (% of relevant age group) - WDI,146.15303049817931,4.3603603216511156e-32
2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,146.0031391818832,4.6689183237054882e-32
0947: Pupil-teacher ratio; lower secondary - WDI,145.45280579623108,6.001573722098459e-32
1323: International tourism; receipts for travel items  (current US$) - WDI,143.94802785801653,1.1930228564525927e-31
0941: Lower secondary completion rate; total  (% of relevant age group) - WDI,143.8152761924149,1.2676140838720161e-31
1347: Share of tariff lines with international peaks; primary products  (%) - WDI,143.8063193703812,1.2728118222346515e-31
0065: Goods exports  (BoP; current US$) - WDI,143.5008837686365,1.4634334924388257e-31
1910: General government expenditure on health as a percentage of total government expenditure - WHO,142.00184386221767,2.9041483624227843e-31
1404: High-technology exports  (% of manufactured exports) - WDI,141.61026932216274,3.4739194158490237e-31
1322: International tourism; expenditures for passenger transport items  (current US$) - WDI,139.35881076346155,9.7401602680409065e-31
2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,138.99430042054081,1.1511234572392758e-30
0940: Lower secondary completion rate; male  (% of relevant age group) - WDI,138.5622773503157,1.4032657539669025e-30
0937: Children out of school  (% of primary school age) - WDI,136.73454904630941,3.2459095930398261e-30
0929: Adjusted net enrollment rate; primary  (% of primary school age children) - WDI,136.54520665111062,3.5407206340134409e-30
2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,136.53066081473452,3.564448434646831e-30
2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,136.13012947303301,4.284264944802716e-30
2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,135.29923818197307,6.2757371808385992e-30
2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,135.14977958486054,6.7219699341904593e-30
0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI,134.03035763563972,1.1246866691476548e-29
2728: Merchandise trade-Imports-Fuels (US dollar at current prices) - WTO,133.30454267012558,1.5705859841026342e-29
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,133.29510561964764,1.5774219759395468e-29
1321: International tourism; receipts for passenger transport items  (current US$) - WDI,133.22718541120355,1.6275088837768272e-29
0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,132.75168258419143,2.0257326621674408e-29
0893: Primary completion rate; male  (% of relevant age group) - WDI,132.10583070325288,2.7273859108971808e-29
1093: Incidence of tuberculosis  (per 100;000 people) - WDI,131.01108042244852,4.5166943042172404e-29
1354: Food imports  (% of merchandise imports) - WDI,129.75767476437159,8.0510301876751992e-29
0999: Proportion of seats held by women in national parliaments  (%) - WDI,129.68492221114735,8.3258595113678466e-29
0084: Stocks traded; total value  (% of GDP) - WDI,127.65572319076396,2.1248458152167964e-28
2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,127.45970451096274,2.3262928641447879e-28
0973: Secondary education; teachers  (% female) - WDI,127.2083264510235,2.6128763744055266e-28
2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,125.30102088766233,6.3129258657870306e-28
0816: Total natural resources rents  (% of GDP) - WDI,124.97213864253587,7.350964711679058e-28
1383: ICT goods exports  (% of total goods exports) - WDI,123.42409073748462,1.5057382221865819e-27
1317: International tourism; number of arrivals - WDI,122.95233748576106,1.8737678223976838e-27
2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,122.47279780532121,2.340358462994138e-27
2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,122.35460039510444,2.4722324719677336e-27
0878: Compulsory education; duration  (years) - WDI,122.04128925361704,2.858940636990659e-27
1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,121.63512090851559,3.4518184640348405e-27
1266: Refugee population by country or territory of origin - WDI,121.55785523772678,3.5778296439765572e-27
0907: School enrollment; primary; male  (% net) - WDI,121.13861703168575,4.3463604579770406e-27
0761: Adjusted savings: education expenditure  (% of GNI) - WDI,121.06073936301425,4.5063652386720514e-27
1135: Employment in agriculture  (% of total employment) - WDI,120.02031856092252,7.3057757473258762e-27
1351: Tariff rate; applied; weighted mean; primary products  (%) - WDI,119.82735315760286,7.9910220575860003e-27
0944: Secondary education; pupils  (% female) - WDI,119.20584472127707,1.0667072987264375e-26
1313: Urban population growth  (annual %) - WDI,117.97536308734185,1.8904579624542284e-26
2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO,116.56407456329161,3.6465225823859123e-26
2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,116.10020038447674,4.5260708767727317e-26
1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,112.86574421502603,2.0461507788649868e-25
0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,112.3710313766889,2.5780418691558486e-25
1318: International tourism; number of departures - WDI,111.65604717231913,3.6007132095465985e-25
0936: Children out of school; male  (% of male primary school age) - WDI,111.08849430060863,4.6948490410355589e-25
0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,110.70804043748826,5.6091102769288739e-25
0931: Adjusted net enrollment rate; primary; male  (% of primary school age children) - WDI,109.83464019033826,8.4405035844105182e-25
0739: Manufacturing; value added  (constant 2005 US$) - WDI,109.73739608807587,8.8335518200835042e-25
2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO,109.19324940346517,1.1396494813692396e-24
0115: Net bilateral aid flows from DAC donors; United States  (current US$) - WDI,108.9542508881368,1.2746135461503684e-24
0114: Net bilateral aid flows from DAC donors; Total  (current US$) - WDI,106.06175150487923,4.9469077942525064e-24
0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,105.61282498379653,6.1073846382430454e-24
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,104.59582483389838,9.8469490276312611e-24
1049: Number of maternal deaths - WDI,104.28641269328887,1.138797342408248e-23
1360: Merchandise imports from economies in the Arab World  (% of total merchandise imports) - WDI,103.53711420594274,1.6196592624858997e-23
2738: Merchandise trade-Imports-Textiles (US dollar at current prices) - WTO,103.38360835805587,1.7409010879779695e-23
0844: Net taxes on products  (current US$) - WDI,102.65749716892674,2.4497198213322147e-23
0949: Pupil-teacher ratio; upper secondary - WDI,102.62329138396615,2.489468004076731e-23
1356: ICT goods imports  (% total goods imports) - WDI,102.20331908642655,3.0335052541291926e-23
2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,101.58863931971638,4.0516147617464771e-23
1269: Prevalence of undernourishment  (% of population) - WDI,101.1705515959316,4.9334153390157316e-23
1095: External resources for health  (% of total expenditure on health) - WDI,100.25696078562093,7.5878011952039032e-23
0796: Gross value added at factor cost  (constant 2005 US$) - WDI,99.036335469123088,1.34933955250714e-22
0798: Forest rents  (% of GDP) - WDI,98.967605331270576,1.3938154130883931e-22
1327: Merchandise trade  (% of GDP) - WDI,98.864597453189148,1.4632372953787724e-22
0071: Foreign direct investment; net inflows  (BoP; current US$) - WDI,97.458034500854936,2.8426838936771498e-22
0730: Trade  (% of GDP) - WDI,97.398904911673895,2.92320842567137e-22
2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,95.813731381118359,6.1841991492495914e-22
1270: Depth of the food deficit  (kilocalories per person per day) - WDI,95.673173596555458,6.6093378474216848e-22
0847: Net current transfers from abroad  (current US$) - WDI,95.305481546509782,7.8651476998543086e-22
0064: Insurance and financial services  (% of service exports; BoP) - WDI,94.624204553508591,1.0857852040408092e-21
1074: People practicing open defecation; urban  (% of urban population) - WDI,94.53336595652614,1.1334997154816079e-21
0760: Adjusted savings: education expenditure  (current US$) - WDI,92.743799918874018,2.6463341578332149e-21
0819: Gross domestic savings  (% of GDP) - WDI,90.502348896065612,7.6660217393499058e-21
0802: GDP  (constant 2005 US$) - WDI,90.045675604580538,9.5231758161175127e-21
0078: Personal remittances; received  (% of GDP) - WDI,89.428703289052521,1.2767821221526404e-20
0794: Gross value added at factor cost  (current US$) - WDI,89.240625346343066,1.3961943340457055e-20
0089: Net bilateral aid flows from DAC donors; Canada  (current US$) - WDI,87.042681452741917,3.9732190066465608e-20
0135: Principal arrears; official creditors  (current US$) - WDI,86.577177308959008,4.9595063829105103e-20
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,86.221319587175415,5.8759288679353851e-20
0044: Personal remittances; paid  (current US$) - WDI,86.065479325827312,6.3289447628276487e-20
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,85.58837692655321,7.9451783046800686e-20
1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,85.569073098277741,8.0186419592458053e-20
0825: GNI  (constant 2005 US$) - WDI,85.520878199401082,8.2050387191574457e-20
2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,85.286203860320029,9.1765744970726093e-20
0164: IDA grants  (current US$) - WDI,84.562257280486975,1.2961759653545652e-19
0729: External balance on goods and services  (% of GDP) - WDI,83.195480459809161,2.4892172613731334e-19
2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,82.854616276696646,2.9294693771114018e-19
0779: Adjusted net national income  (constant 2005 US$) - WDI,82.419779899289722,3.6061328546802895e-19
