811,score,p-value
0218: Average grace period on new external debt commitments; private  (years) - WDI,25.880174910643099,4.0142131693130877e-07
1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,25.739625009312288,4.31294823745044e-07
2776: Merchandise trade-Imports-Total merchandise (Volume index - Previous year = 100) - WTO,25.678749918022046,4.4491675241121593e-07
0954: School enrollment; secondary; male  (% gross) - WDI,25.46800402056051,4.9549838910236577e-07
1160: Wage and salaried workers; total  (% of total employed) - WDI,25.393052902799798,5.148466969487288e-07
1384: Insurance and financial services  (% of commercial service exports) - WDI,25.335602248349744,5.3018921824346446e-07
0952: School enrollment; secondary  (% gross) - WDI,24.798770027241392,6.9769273970033375e-07
1033: Improved water source; rural  (% of rural population with access) - WDI,24.716867641718643,7.2755509514934533e-07
0740: Manufacturing; value added  (annual % growth) - WDI,24.531080280671141,8.001386753810405e-07
0005: Agricultural land  (% of land area) - WDI,24.229946367155161,9.3354937059510193e-07
1103: Health expenditure; public  (% of GDP) - WDI,23.973646174730323,1.0645590934340928e-06
0953: School enrollment; secondary; female  (% gross) - WDI,23.84913463411333,1.1347153554851013e-06
0736: Agriculture; value added  (% of GDP) - WDI,23.843968812860492,1.1377242925807698e-06
0949: Pupil-teacher ratio; upper secondary - WDI,22.991315305934197,1.7621230130211733e-06
0759: Services; etc.; value added  (% of GDP) - WDI,22.223885251735506,2.6142028118463185e-06
2719: Human Flight - Fund for Peace,20.868582558892214,5.2552222014324193e-06
0132: PPG; other private creditors  (AMT; current US$) - WDI,20.630797768134226,5.9415076048187148e-06
1093: Incidence of tuberculosis  (per 100;000 people) - WDI,20.577391893355159,6.1076374865096678e-06
1350: Share of tariff lines with specific rates; primary products  (%) - WDI,20.411883304620243,6.6527267070483311e-06
1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,19.210950410828545,1.2384091532532649e-05
0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,19.090557782427524,1.3181523733216294e-05
2716: Security Apparatus - Fund for Peace,19.07392888569883,1.3295651951270067e-05
1058: Improved sanitation facilities  (% of population with access) - WDI,18.809694050189826,1.5248454194239123e-05
0775: Adjusted savings: gross savings  (% of GNI) - WDI,18.291591973278798,1.9955058907334608e-05
0839: Gross savings  (% of GNI) - WDI,18.291249653578355,1.9958608634098159e-05
1895: Mobile-cellular telephone subscriptions - ITU,18.274522459793129,2.0132839227997676e-05
1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,18.274522459793129,2.0132839227997676e-05
1365: Merchandise imports from low- and middle-income economies in Europe & Central Asia  (% of total merchandise imports) - WDI,18.191490460544113,2.1020609699612502e-05
1035: Improved water source  (% of population with access) - WDI,17.981409563935753,2.3446670669896479e-05
1312: Rural population  (% of total population) - WDI,17.587908107455533,2.8774948878929812e-05
1315: Urban population  (% of total) - WDI,17.587509044192096,2.878092885859675e-05
0979: School enrollment; tertiary; female  (% gross) - WDI,17.565915608142131,2.9106378447183848e-05
0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,17.309333093267664,3.3269008317695541e-05
0204: PPG; other private creditors  (DOD; current US$) - WDI,17.281185154473171,3.3760680794814852e-05
1299: Age dependency ratio; old  (% of working-age population) - WDI,17.125414397093451,3.6616821370328072e-05
0840: Gross savings  (% of GDP) - WDI,16.889557070389447,4.1411148481096525e-05
0244: PPG; other private creditors  (INT; current US$) - WDI,16.523832708414403,5.0125659074856233e-05
0719: Gross capital formation  (% of GDP) - WDI,16.489989338828018,5.1020024082874403e-05
1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI,16.489048770036256,5.1045108215388415e-05
0029: Cereal yield  (kg per hectare) - WDI,16.27239808679623,5.7166718025142911e-05
0124: PPG; IDA  (AMT; current US$) - WDI,16.22989947506731,5.8451634439169874e-05
0052: Foreign direct investment; net  (BoP; current US$) - WDI,16.071692461988299,6.3495879745006269e-05
0054: Reserves and related items  (BoP; current US$) - WDI,16.053751477581685,6.4094903412193727e-05
0264: Net flows on external debt; short-term  (NFL; current US$) - WDI,15.857784677922769,7.1020472896791016e-05
1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI,15.843321131818687,7.1560541879390655e-05
0945: Secondary education; general pupils - WDI,15.681051570300561,7.7910768275201776e-05
0055: Net secondary income  (BoP; current US$) - WDI,15.644297520916812,7.9426206372318291e-05
0117: PPG; bilateral concessional  (AMT; current US$) - WDI,15.538990083275253,8.3934660473326516e-05
0179: PPG; bilateral concessional  (DOD; current US$) - WDI,15.505687532672606,8.5413396410111608e-05
0116: PPG; bilateral  (AMT; current US$) - WDI,15.487053244905606,8.6252236620497623e-05
0811: GDP per capita growth  (annual %) - WDI,15.381745201083572,9.1151172832905955e-05
0957: School enrollment; secondary; male  (% net) - WDI,15.346949485615582,9.2830725397612113e-05
2774: Merchandise trade-Imports-Total merchandise (Unit value index - Prev. year = 100) - WTO,15.216616386233447,9.9403660400515655e-05
0178: PPG; bilateral  (DOD; current US$) - WDI,15.201108572687634,0.00010021633702262608
1297: Population ages 65 and above  (% of total) - WDI,15.150573342327514,0.00010291134057678308
1290: Survival to age 65; male  (% of cohort) - WDI,14.89739886759936,0.000117553349586816
0226: PPG; bilateral concessional  (INT; current US$) - WDI,14.867650637568277,0.00011940625395981807
0978: School enrollment; tertiary  (% gross) - WDI,14.855110163058463,0.00012019614458131734
1091: Tuberculosis treatment success rate  (% of new cases) - WDI,14.81958268872145,0.00012246263174406981
0833: GNI per capita growth  (annual %) - WDI,14.784410585045112,0.00012474887471099379
0236: PPG; IDA  (INT; current US$) - WDI,14.752336339287281,0.00012687123246222633
0225: PPG; bilateral  (INT; current US$) - WDI,14.676647867274765,0.00013202495109190671
0198: IBRD loans and IDA credits  (DOD; current US$) - WDI,14.570921973242124,0.00013957918732378593
0194: PPG; IDA  (DOD; current US$) - WDI,14.520261677615885,0.00014335185308990851
0176: External debt stocks; concessional  (DOD; current US$) - WDI,14.48282440630777,0.00014620570024943325
0188: External debt stocks; short-term  (DOD; current US$) - WDI,14.391946575698514,0.00015337390075181347
1270: Depth of the food deficit  (kilocalories per person per day) - WDI,14.383878542800378,0.00015402716067520922
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,14.375823124070582,0.00015468219756870037
1283: Mortality rate; infant  (per 1;000 live births) - WDI,14.337171024019321,0.00015786452336451185
0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI,14.256213003795452,0.00016474556944740985
1092: Tuberculosis case detection rate  (%; all forms) - WDI,14.128217019626089,0.00017624707188209062
0789: Coal rents  (% of GDP) - WDI,14.091950943125896,0.00017965072810729137
0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,14.058402791102443,0.00018285829352145225
0073: Primary income on FDI; payments  (current US$) - WDI,14.043350737853649,0.00018431613964505067
0764: Adjusted savings: net forest depletion  (current US$) - WDI,14.032680476562698,0.00018535668691180388
1379: Export volume index  (2000 = 100) - WDI,13.841949112229385,0.00020498890016152366
1287: Life expectancy at birth; male  (years) - WDI,13.774627092949482,0.00021240843499271346
0199: PPG; official creditors  (DOD; current US$) - WDI,13.670137088349707,0.00022446447629853028
0127: PPG; official creditors  (AMT; current US$) - WDI,13.557917870037553,0.00023818247977203038
0216: Average grace period on new external debt commitments  (years) - WDI,13.426507904976932,0.00025532582295630194
1269: Prevalence of undernourishment  (% of population) - WDI,13.320397845737851,0.00027007347292526662
0211: Residual; debt stock-flow reconciliation  (current US$) - WDI,13.311818193864248,0.00027130282891996122
0799: Mineral rents  (% of GDP) - WDI,13.308013300040262,0.00027184982810053639
0239: PPG; official creditors  (INT; current US$) - WDI,13.223095993967378,0.00028435155611483253
0895: Primary education; duration  (years) - WDI,13.0815231364527,0.00030649814620445088
1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI,12.98019155303151,0.0003234115549632351
0123: PPG; IBRD  (AMT; current US$) - WDI,12.916452767636066,0.00033452990493118231
1328: Import volume index  (2000 = 100) - WDI,12.865125787448855,0.00034376310412730446
1952: Number of neonatal deaths (thousands) - WHO,12.841654660876802,0.00034807063070190045
0234: Interest payments on external debt; short-term  (INT; current US$) - WDI,12.836416218743766,0.00034903942745994075
0126: PPG; multilateral concessional  (AMT; current US$) - WDI,12.809190816101413,0.00035411850511454622
0223: Average interest on new external debt commitments; official  (%) - WDI,12.777337581779468,0.00036015574799094671
0235: PPG; IBRD  (INT; current US$) - WDI,12.768221402104093,0.00036190261628017445
0181: Total change in external debt stocks  (current US$) - WDI,12.602015822799647,0.00039529478356539131
0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,12.572040032585647,0.00040164044858662004
0956: School enrollment; secondary; female  (% net) - WDI,12.569236053682472,0.00040223926765007483
0195: PPG; multilateral  (DOD; current US$) - WDI,12.390319698782339,0.00044237385690765456
0197: PPG; multilateral concessional  (DOD; current US$) - WDI,12.377363754260474,0.00044543261762566936
1311: Rural population growth  (annual %) - WDI,12.309388235398007,0.00046183454128854849
1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,12.284064758780611,0.00046809971151480013
0193: PPG; IBRD  (DOD; current US$) - WDI,12.249000320580102,0.0004769168740099075
0166: PPG; IDA  (DIS; current US$) - WDI,12.218643786258028,0.00048468562052374659
0955: School enrollment; secondary  (% net) - WDI,12.208394204291398,0.00048733743129067306
0174: PPG; other private creditors  (DIS; current US$) - WDI,12.201958418565678,0.00048901000899622999
0950: Secondary education; vocational pupils - WDI,12.185448747150732,0.00049332723085438791
0787: Adjusted net savings; excluding particulate emission damage  (% of GNI) - WDI,12.080035771913513,0.00052181519090007636
0158: PPG; bilateral concessional  (DIS; current US$) - WDI,12.064876927099027,0.00052604642920934998
0891: Primary school starting age  (years) - WDI,12.037566108510033,0.00053375730797597712
0180: External debt stocks; total  (DOD; current US$) - WDI,12.017790674013526,0.00053941186919636902
0237: PPG; multilateral  (INT; current US$) - WDI,11.985130223780942,0.00054888363186762616
0122: Principal repayments on external debt; public and publicly guaranteed (PPG)  (AMT; current US$) - WDI,11.886189008346932,0.00057861586645838409
0165: PPG; IBRD  (DIS; current US$) - WDI,11.781840450685747,0.00061173952442633475
0980: School enrollment; tertiary; male  (% gross) - WDI,11.758870264238867,0.00061928476136284528
0167: PPG; multilateral  (DIS; current US$) - WDI,11.703656767879792,0.00063780844887645707
1356: ICT goods imports  (% total goods imports) - WDI,11.684549067979425,0.00064434858078404975
0169: PPG; official creditors  (DIS; current US$) - WDI,11.5590475458805,0.000689023518359681
0187: External debt stocks; public and publicly guaranteed (PPG)  (DOD; current US$) - WDI,11.549336656035985,0.00069260820529239652
0207: External debt stocks; long-term public sector  (DOD; current US$) - WDI,11.542321391307793,0.00069520955435087317
1342: Share of tariff lines with specific rates; all products  (%) - WDI,11.484496959697955,0.00071703147019822272
0125: PPG; multilateral  (AMT; current US$) - WDI,11.467906583150606,0.00072341934725664748
0144: Commitments; official creditors  (COM; current US$) - WDI,11.455252223986292,0.00072833038682893825
0142: Commitments; IBRD  (COM; current US$) - WDI,11.415638024785284,0.00074392337870601312
0217: Average grace period on new external debt commitments; official  (years) - WDI,11.350458763523557,0.00077031776917603251
0157: PPG; bilateral  (DIS; current US$) - WDI,11.253305768116185,0.00081142932827414291
1310: Rural population - WDI,11.249998021757683,0.00081286746961261756
2718: External Intervention - Fund for Peace,11.126594636845152,0.00086840466843553872
0120: Principal repayments on external debt; long-term  (AMT; current US$) - WDI,11.118243615931046,0.00087229889686209704
1963: Private prepaid plans as a percentage of private expenditure on health - WHO,11.117617411331207,0.00087259161833947579
0119: Principal repayments on external debt; long-term + IMF  (AMT; current US$) - WDI,11.097366829046331,0.00088211159667798858
1922: Private expenditure on health as a percentage of total expenditure on health - WHO,11.097008719509908,0.00088228088954247445
0260: Net flows on external debt; total  (NFL; current US$) - WDI,11.095716072165915,0.00088289224980649919
1286: Life expectancy at birth; total  (years) - WDI,11.05720446954725,0.00090130437946269685
0785: Adjusted net savings; including particulate emission damage  (% of GNI) - WDI,11.024304632988491,0.00091734108596533556
0914: School enrollment; primary; private  (% of total primary) - WDI,11.023266600174956,0.00091785173778775062
1994: General government expenditure on health as a percentage of total expenditure on health - WHO,10.991866511722213,0.00093343549012420179
0185: External debt stocks; long-term  (DOD; current US$) - WDI,10.822810306353462,0.0010220595941903767
0227: Interest payments on external debt; total  (INT; current US$) - WDI,10.773233094056165,0.0010496308435802384
2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,10.768780541345594,0.0010521435886014588
0143: Commitments; IDA  (COM; current US$) - WDI,10.604624245464125,0.0011491626695978492
1073: People practicing open defecation; rural  (% of rural population) - WDI,10.445508019395664,0.0012518522822762804
0947: Pupil-teacher ratio; lower secondary - WDI,10.416432603939386,0.0012715982958897624
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,10.352363211830459,0.0013162310632391344
0168: PPG; multilateral concessional  (DIS; current US$) - WDI,10.323557191049684,0.0013368123781970392
0131: PNG; commercial banks and other creditors  (AMT; current US$) - WDI,10.314075622628799,0.0013436578584526122
0121: Principal repayments on external debt; private nonguaranteed (PNG)  (AMT; current US$) - WDI,10.236334711282842,0.0014011418380797439
0203: PNG; commercial banks and other creditors  (DOD; current US$) - WDI,10.175973194366815,0.0014474892649086483
0133: PPG; private creditors  (AMT; current US$) - WDI,10.127212194155383,0.0014860621800224559
2751: Merchandise trade-Exports-Clothing (US dollar at current prices) - WTO,10.123178494746998,0.0014892993742992358
0238: PPG; multilateral concessional  (INT; current US$) - WDI,10.052941923124809,0.0015468269999112624
0186: External debt stocks; private nonguaranteed (PNG)  (DOD; current US$) - WDI,9.9515682400709906,0.0016338554799818993
0205: External debt stocks; long-term private sector  (DOD; current US$) - WDI,9.9499332349737077,0.0016352990830884777
1382: Fuel exports  (% of merchandise exports) - WDI,9.8920141098413534,0.0016872811891234236
0212: External debt stocks; variable rate  (DOD; current US$) - WDI,9.7661367434142221,0.0018061113073824483
0141: Commitments; public and publicly guaranteed  (COM; current US$) - WDI,9.6959379218931083,0.0018760326518001177
0163: Disbursements on external debt; public and publicly guaranteed (PPG)  (DIS; current US$) - WDI,9.6358621290377346,0.0019380490490918199
1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,9.5572272739351689,0.0020223802332866494
0160: Disbursements on external debt; long-term + IMF  (DIS; current US$) - WDI,9.4951008971948649,0.002091634224602297
1400: Export value index  (2000 = 100) - WDI,9.4643381406119911,0.0021268126717665149
0161: Disbursements on external debt; long-term  (DIS; current US$) - WDI,9.4545347745943005,0.0021381489540771626
0241: PPG; commercial banks  (INT; current US$) - WDI,9.3815200180834335,0.0022245338225164416
0201: PPG; commercial banks  (DOD; current US$) - WDI,9.3530286099414166,0.0022591962083566603
1301: Population growth  (annual %) - WDI,9.2585098725848614,0.0023781647734999771
0173: PNG; commercial banks and other creditors  (DIS; current US$) - WDI,9.2509420717523518,0.0023879610580849822
1354: Food imports  (% of merchandise imports) - WDI,9.2434998773927219,0.0023976347236351857
0129: PPG; commercial banks  (AMT; current US$) - WDI,9.2404875809957492,0.0024015615360973375
0162: Disbursements on external debt; private nonguaranteed (PNG)  (DIS; current US$) - WDI,9.2246753379054471,0.0024222816928614306
0184: Use of IMF credit  (DOD; current US$) - WDI,9.1749487096039886,0.0024886340621386805
0230: IMF charges  (INT; current US$) - WDI,9.0961414083536773,0.002597594586441071
1389: Merchandise exports to high-income economies  (% of total merchandise exports) - WDI,9.0761373349639385,0.0026260160111572484
0231: Interest payments on external debt; long-term  (INT; current US$) - WDI,8.9901786406238831,0.0027517867975021476
0243: PNG; commercial banks and other creditors  (INT; current US$) - WDI,8.9439104931874081,0.002822001815101843
0222: Average interest on new external debt commitments  (%) - WDI,8.8715235823466436,0.0029355271780515313
0232: Interest payments on external debt; private nonguaranteed (PNG)  (INT; current US$) - WDI,8.8638635749491268,0.0029478090159610472
1028: Mortality rate; under-5  (per 1;000 live births) - WDI,8.8323673697241443,0.0029988607378265389
0776: Adjusted savings: net national savings  (current US$) - WDI,8.770060828848484,0.0031025172286896462
0233: Interest payments on external debt; public and publicly guaranteed (PPG)  (INT; current US$) - WDI,8.7623944697222882,0.0031155207056678571
0206: PPG; private creditors  (DOD; current US$) - WDI,8.7601665288661561,0.0031193100658104909
0255: Average maturity on new external debt commitments; official  (years) - WDI,8.7437582165233447,0.0031473626831040372
0803: GDP growth  (annual %) - WDI,8.7132801345719528,0.0032001527238909927
1285: Life expectancy at birth; female  (years) - WDI,8.5225303240736849,0.003551646475999586
0202: PNG; bonds  (DOD; current US$) - WDI,8.4454246246698226,0.0037046589933906618
0899: School enrollment; primary  (% gross) - WDI,8.4364939559648864,0.0037228098492214016
0885: School enrollment; preprimary  (% gross) - WDI,8.3869718644892064,0.0038251153812544707
1232: Labor force; total - WDI,8.3657499307286773,0.0038698288068363786
0826: GNI growth  (annual %) - WDI,8.3350504384135995,0.0039354547044996016
1104: Health expenditure; total  (% of GDP) - WDI,8.3122740004213043,0.0039848750992707615
0170: PPG; bonds  (DIS; current US$) - WDI,8.2548668105120662,0.0041122610728729688
0973: Secondary education; teachers  (% female) - WDI,8.2311906809888775,0.0041659993228985465
1399: Merchandise exports to low- and middle-income economies within region  (% of total merchandise exports) - WDI,8.2116158401087631,0.0042109687616276358
2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,8.1097388641259638,0.004453125636667647
0175: PPG; private creditors  (DIS; current US$) - WDI,8.0987260482369123,0.0044801387708296682
0200: PPG; bonds  (DOD; current US$) - WDI,8.0980972357420615,0.0044816862045412697
0130: PNG; bonds  (AMT; current US$) - WDI,8.0944280908011965,0.0044907264092576621
1326: International tourism; expenditures  (% of total imports) - WDI,8.0682668034995952,0.0045557248338249203
0901: School enrollment; primary; male  (% gross) - WDI,8.0674861305508792,0.0045576791049155218
0242: PNG; bonds  (INT; current US$) - WDI,7.9695035581340132,0.0048098730718483546
1025: Number of neonatal deaths - WDI,7.9581233202325823,0.0048400722816508059
0768: Adjusted savings: mineral depletion  (current US$) - WDI,7.9408248944271902,0.0048863471122939763
1340: Tariff rate; applied; simple mean; all products  (%) - WDI,7.9100809360781339,0.0049697065847110486
0896: Primary education; pupils - WDI,7.8868305564182384,0.0050337100677845777
1332: Tariff rate; applied; simple mean; manufactured products  (%) - WDI,7.8801012880073982,0.0050523907838358742
0761: Adjusted savings: education expenditure  (% of GNI) - WDI,7.831694044265471,0.0051888722416969174
0886: School enrollment; preprimary; female  (% gross) - WDI,7.8248740226954556,0.0052084009529324918
1304: Population; total - WDI,7.6507610245402464,0.0057331982589749649
0128: PPG; bonds  (AMT; current US$) - WDI,7.6247042023599043,0.005816257251155115
0900: School enrollment; primary; female  (% gross) - WDI,7.5849204614019596,0.0059454494651165141
0034: Insurance and financial services  (% of service imports; BoP) - WDI,7.5715785832987725,0.0059894285358515669
1102: Health expenditure; public  (% of government expenditure) - WDI,7.5298168645182217,0.0061292482988077124
1075: People practicing open defecation  (% of population) - WDI,7.5227098868374602,0.0061533726407673305
2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,7.5064013237039893,0.0062090987388747987
0717: Gross capital formation  (annual % growth) - WDI,7.4341216750563763,0.0064623524207094987
0976: Adolescents out of school  (% of lower secondary school age) - WDI,7.3964506407367736,0.0065985042629112967
0145: Commitments; private creditors  (COM; current US$) - WDI,7.3644133365964626,0.0067165999922272667
2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO,7.3585716791896401,0.0067383652796574557
0134: Principal arrears; long-term DOD  (US$) - WDI,7.3478328770725607,0.0067785650113884877
0887: School enrollment; preprimary; male  (% gross) - WDI,7.343732029275639,0.0067939807770189828
0943: Secondary education; pupils - WDI,7.3361018023646523,0.006822759518227103
1305: Population; female  (% of total) - WDI,7.3326002098795726,0.0068360080804509178
1021: Number of infant deaths - WDI,7.2787157889311844,0.0070432337371943553
1100: Health expenditure; private  (% of GDP) - WDI,7.2201475380478168,0.0072757697109564505
1390: Merchandise exports to low- and middle-income economies outside region  (% of total merchandise exports) - WDI,7.1744194903818306,0.0074627753890983096
0851: DEC alternative conversion factor  (LCU per US$) - WDI,7.1619148983111316,0.0075147643367316904
1897: Fixed-telephone subscriptions - ITU,7.0961620802566845,0.0077942999649469229
1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,7.0644010877715511,0.0079331156453396716
0262: Net flows on external debt; private nonguaranteed (PNG)  (NFL; current US$) - WDI,7.0566271622523002,0.0079674765145710171
0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,7.0291745240264989,0.0080900414403492649
0261: Net flows on external debt; long-term  (NFL; current US$) - WDI,7.0247787527102883,0.008109845333286023
0086: Net bilateral aid flows from DAC donors; Australia  (current US$) - WDI,7.0209096542842522,0.0081273175216599672
0172: PNG; bonds  (DIS; current US$) - WDI,6.9710342621666586,0.0083560285098282418
2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,6.9124325167061196,0.0086331981809537293
0135: Principal arrears; official creditors  (current US$) - WDI,6.8928130057747996,0.0087280829351600898
2722: Merchandise trade-Exports-Fuels and mining products (US dollar at current prices) - WTO,6.8336871749878316,0.0090205441657733587
1295: Population ages 0-14  (% of total) - WDI,6.8157126962040806,0.0091114297352639807
1023: Number of under-five deaths - WDI,6.8156412904278971,0.0091117926547031828
0245: PPG; private creditors  (INT; current US$) - WDI,6.8132745042088372,0.0091238302201635986
2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,6.8063383145219749,0.0091592019184380917
0270: Net financial flows; IDA  (NFL; current US$) - WDI,6.745776084801272,0.009474080215173545
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,6.7281289116423215,0.0095679047654261828
0927: Primary education; teachers - WDI,6.7166460217296597,0.0096294669574651243
2823: Balance of Payments-Imports-Personal; cultural; and recreational services (US dollar at current prices) - WTO,6.6501802684300575,0.0099938734196482158
0136: Principal arrears; private creditors  (current US$) - WDI,6.5782540069104787,0.010404189693496829
0006: Arable land  (hectares) - WDI,6.5373701654527547,0.010645086572351773
0025: Crop production index  (2004-2006 = 100) - WDI,6.5174228518787078,0.010764691688325006
1357: Insurance and financial services  (% of commercial service imports) - WDI,6.513559812024253,0.010788013688232786
2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,6.5035923484640339,0.010848429329487347
0798: Forest rents  (% of GDP) - WDI,6.4718069491080703,0.011043420551821045
0062: Primary income receipts  (BoP; current US$) - WDI,6.377833965965749,0.011641235232087424
0259: Portfolio investment; bonds (PPG + PNG)  (NFL; current US$) - WDI,6.2903501946492595,0.012227663116897642
0118: IMF repurchases  (AMT; current US$) - WDI,6.2386963152848374,0.012588091621013269
1289: Survival to age 65; female  (% of cohort) - WDI,6.2009261889640177,0.012858545347206967
0246: Interest arrears; long-term DOD  (US$) - WDI,6.1341151698769636,0.013351681720988122
0249: Interest arrears; private creditors  (current US$) - WDI,6.0575360944056014,0.013940933577711263
0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,6.0161102355482017,0.014270789394841268
0765: Adjusted savings: net forest depletion  (% of GNI) - WDI,6.0142384148651633,0.014285882336458281
