2713,score,p-value
2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO,230.85069367424458,2.1117991550475444e-48
1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI,229.98768396454628,3.0650541842648681e-48
0898: Pupil-teacher ratio; primary - WDI,229.87273905091757,3.2210176904521539e-48
2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,229.4848360122466,3.8084284908700965e-48
0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,229.0285093714144,4.6382516196544016e-48
1910: General government expenditure on health as a percentage of total government expenditure - WHO,228.41518186633826,6.045822640017273e-48
2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,225.90958685108686,1.7870367501731015e-47
2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,220.74601748155951,1.6767282089778114e-46
0035: Goods imports  (BoP; current US$) - WDI,220.67934713538122,1.7259882375858789e-46
1361: Merchandise imports  (current US$) - WDI,220.31998580443181,2.0175700794834678e-46
1371: Merchandise imports by the reporting economy  (current US$) - WDI,220.27839732698251,2.0543525531179849e-46
1185: Employment in services  (% of total employment) - WDI,220.22084124506782,2.1063678359285137e-46
1321: International tourism; receipts for passenger transport items  (current US$) - WDI,215.37365615932984,1.7357505686792745e-45
1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI,214.49774639752837,2.542760819616097e-45
0999: Proportion of seats held by women in national parliaments  (%) - WDI,209.49541669325197,2.2598027737035952e-44
2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO,208.18530638302133,4.0091598092217013e-44
1922: Private expenditure on health as a percentage of total expenditure on health - WHO,206.56182651574082,8.1635878145507931e-44
2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,205.11595737694725,1.5388395684111009e-43
2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,204.57607663302531,1.950110301226783e-43
1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI,203.74660959164646,2.806536333053027e-43
1073: People practicing open defecation; rural  (% of rural population) - WDI,202.17051820480526,5.6083454307306795e-43
1041: Immunization; measles  (% of children ages 12-23 months) - WDI,202.06710766327316,5.8691146682723163e-43
1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,201.36157856963379,8.0033373337909671e-43
2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,200.91475140467534,9.7411525717734131e-43
1994: General government expenditure on health as a percentage of total expenditure on health - WHO,200.55884126821269,1.1392078586574089e-42
0065: Goods exports  (BoP; current US$) - WDI,199.05506730900163,2.2082814260405101e-42
0039: Transport services  (% of service imports; BoP) - WDI,198.21082871358658,3.2029917014506805e-42
2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO,197.84109082795305,3.7697606825923241e-42
2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,196.90567153382176,5.6938186361635093e-42
2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,194.97781764244797,1.333034347088597e-41
1388: Merchandise exports  (current US$) - WDI,194.7543627947509,1.4712693895650679e-41
2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,193.50206522534529,2.558316357798858e-41
1313: Urban population growth  (annual %) - WDI,192.85188994544535,3.4101381073573427e-41
1398: Merchandise exports by the reporting economy  (current US$) - WDI,192.80117716040789,3.4874645049051479e-41
1317: International tourism; number of arrivals - WDI,190.53379314661993,9.5108498405136173e-41
2728: Merchandise trade-Imports-Fuels (US dollar at current prices) - WTO,189.5948761393941,1.4415632910347121e-40
1075: People practicing open defecation  (% of population) - WDI,189.05837115939917,1.8284702978219988e-40
1339: Share of tariff lines with international peaks; all products  (%) - WDI,186.93060149664015,4.698383580986131e-40
0928: Primary education; teachers  (% female) - WDI,186.3772657555993,6.0065883185510744e-40
0816: Total natural resources rents  (% of GDP) - WDI,184.98846710545871,1.1131380767208315e-39
0844: Net taxes on products  (current US$) - WDI,184.00845034927852,1.7209031744436203e-39
1385: Manufactures exports  (% of merchandise exports) - WDI,181.12804615689043,6.2025151944849074e-39
0946: Secondary education; general pupils  (% female) - WDI,181.0592178345947,6.3956685203627894e-39
0878: Compulsory education; duration  (years) - WDI,180.88891108608166,6.899894853416697e-39
1093: Incidence of tuberculosis  (per 100;000 people) - WDI,178.0033315226091,2.4992006557994532e-38
2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO,177.40229812273193,3.268584806124929e-38
2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,176.70287340894453,4.4674295922469084e-38
2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,174.09688201368874,1.4328764360508987e-37
2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,173.4005196613534,1.9570789625223978e-37
0739: Manufacturing; value added  (constant 2005 US$) - WDI,171.99792577294042,3.6687365392954697e-37
1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,171.19592470906366,5.2562900976061419e-37
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,169.3641324751022,1.1958373687949374e-36
1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI,168.33923103930823,1.8949705088918749e-36
0055: Net secondary income  (BoP; current US$) - WDI,167.69578091762281,2.5304160016828421e-36
2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,165.74860211445966,6.0753889499170141e-36
0084: Stocks traded; total value  (% of GDP) - WDI,165.37296651482779,7.1946834778686967e-36
1404: High-technology exports  (% of manufactured exports) - WDI,163.74564436829681,1.4975124787105265e-35
0906: School enrollment; primary; female  (% net) - WDI,162.35414624612176,2.8045941252382595e-35
0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,161.89881840826601,3.4442370920001243e-35
2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,161.64079150549375,3.8696029949459005e-35
0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,161.50048267365747,4.1225950827194309e-35
0796: Gross value added at factor cost  (constant 2005 US$) - WDI,160.19281142546782,7.4410481108387048e-35
2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,158.01817670110574,1.9889760234568635e-34
1148: Self-employed; total  (% of total employed) - WDI,156.69137364517738,3.6262635765160757e-34
2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,155.97856227391313,5.0082305790235223e-34
0905: School enrollment; primary  (% net) - WDI,153.69862336250409,1.408159088351827e-33
0794: Gross value added at factor cost  (current US$) - WDI,152.23247093960384,2.7399048682524774e-33
0921: Repeaters; primary; female  (% of female enrollment) - WDI,150.88553172340383,5.0532226472873461e-33
0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,150.42697449123577,6.2248000920839512e-33
0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,148.12243617075316,1.7768930971659733e-32
0760: Adjusted savings: education expenditure  (current US$) - WDI,147.54600532356318,2.3105548880484139e-32
0922: Repeaters; primary; male  (% of male enrollment) - WDI,144.07909708500671,1.1236903175177895e-31
2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,143.55028719737084,1.430766645414304e-31
0923: Repeaters; primary; total  (% of total enrollment) - WDI,142.27567867559847,2.5622634666775282e-31
0064: Insurance and financial services  (% of service exports; BoP) - WDI,141.9343473944752,2.9952149554837279e-31
1328: Import volume index  (2000 = 100) - WDI,140.61268542874188,5.4843160895718472e-31
0934: Children out of school; female  (% of female primary school age) - WDI,140.44151999807065,5.9314522629947666e-31
0948: Pupil-teacher ratio; secondary - WDI,140.29361065414616,6.3471398628288578e-31
0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI,140.16861627861471,6.7210943880358659e-31
1318: International tourism; number of departures - WDI,138.65120882831445,1.3471969722799278e-30
0947: Pupil-teacher ratio; lower secondary - WDI,138.37427533035492,1.5296080846936185e-30
2738: Merchandise trade-Imports-Textiles (US dollar at current prices) - WTO,138.32696733628356,1.5631556993780082e-30
1160: Wage and salaried workers; total  (% of total employed) - WDI,135.78385189490979,5.0229363259557483e-30
0907: School enrollment; primary; male  (% net) - WDI,135.3499846034652,6.1310733384780784e-30
0802: GDP  (constant 2005 US$) - WDI,134.39750627778005,9.4994203633900179e-30
0939: Lower secondary completion rate; female  (% of relevant age group) - WDI,133.79067641879465,1.2557863741902432e-29
0892: Primary completion rate; female  (% of relevant age group) - WDI,133.42685081896047,1.4846268036458262e-29
0941: Lower secondary completion rate; total  (% of relevant age group) - WDI,132.39955045961861,2.3823088388290301e-29
0071: Foreign direct investment; net inflows  (BoP; current US$) - WDI,131.41372636526771,3.7516840357656199e-29
0937: Children out of school  (% of primary school age) - WDI,130.76179775978986,5.0667454948631676e-29
1347: Share of tariff lines with international peaks; primary products  (%) - WDI,130.59273805229836,5.4774849448468078e-29
0929: Adjusted net enrollment rate; primary  (% of primary school age children) - WDI,130.57382934560007,5.5254502969003259e-29
2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,129.62070719210251,8.5762342673879681e-29
0825: GNI  (constant 2005 US$) - WDI,128.56001918066013,1.399343452771797e-28
1354: Food imports  (% of merchandise imports) - WDI,128.33800724915417,1.550420419653509e-28
0044: Personal remittances; paid  (current US$) - WDI,127.4823494794958,2.3020763543491694e-28
1095: External resources for health  (% of total expenditure on health) - WDI,127.32823832303028,2.4720089863667189e-28
1373: Import value index  (2000 = 100) - WDI,127.26654944994297,2.5435017134213148e-28
0779: Adjusted net national income  (constant 2005 US$) - WDI,125.27829847619432,6.3796664158127709e-28
0940: Lower secondary completion rate; male  (% of relevant age group) - WDI,125.24310896195999,6.4844228499649815e-28
0894: Primary completion rate; total  (% of relevant age group) - WDI,125.03116535087476,7.1528206582874221e-28
0756: Services; etc.; value added  (constant 2005 US$) - WDI,123.51140706337928,1.4460249016682535e-27
1351: Tariff rate; applied; weighted mean; primary products  (%) - WDI,120.288925348235,6.4487664797635855e-27
0754: Services; etc.; value added  (current US$) - WDI,119.78648484292874,8.1442165370329445e-27
0822: GNI; Atlas method  (current US$) - WDI,119.15172605654809,1.0938834082960416e-26
0976: Adolescents out of school  (% of lower secondary school age) - WDI,117.99165715125284,1.8761806428540798e-26
0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,117.06394730319805,2.8892773393154913e-26
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,116.50381673046348,3.7503117701631122e-26
1384: Insurance and financial services  (% of commercial service exports) - WDI,116.16715023512378,4.3870778852871754e-26
0800: GDP  (current US$) - WDI,115.4912028313142,6.0113284996538614e-26
1135: Employment in agriculture  (% of total employment) - WDI,115.19659925142039,6.8962342229537958e-26
0893: Primary completion rate; male  (% of relevant age group) - WDI,115.11506684688929,7.163416993389983e-26
1301: Population growth  (annual %) - WDI,114.98895422912554,7.5972557360241948e-26
0823: GNI  (current US$) - WDI,114.74090691489172,8.5288529125517257e-26
0936: Children out of school; male  (% of male primary school age) - WDI,114.72335790940704,8.5989405417690563e-26
1374: Computer; communications and other services  (% of commercial service imports) - WDI,113.99529639998519,1.2076590301476698e-25
0931: Adjusted net enrollment rate; primary; male  (% of primary school age children) - WDI,113.71096344762552,1.379015539808663e-25
0761: Adjusted savings: education expenditure  (% of GNI) - WDI,113.39369155687653,1.5991298626361855e-25
0778: Adjusted net national income  (current US$) - WDI,112.49908297039607,2.4283498667472737e-25
1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI,111.09750030968968,4.6751195659884022e-25
1269: Prevalence of undernourishment  (% of population) - WDI,110.9387451850853,5.0353997324382e-25
0897: Primary education; pupils  (% female) - WDI,108.86912726210385,1.3264562874924646e-24
1270: Depth of the food deficit  (kilocalories per person per day) - WDI,107.19561067536351,2.9061159740493378e-24
0082: Listed domestic companies; total - WDI,104.99485571959758,8.1637388979465023e-24
0790: Inflation; GDP deflator  (annual %) - WDI,100.64048466464548,6.3330259380138388e-23
1383: ICT goods exports  (% of total goods exports) - WDI,98.374973511043024,1.8436413759283918e-22
0847: Net current transfers from abroad  (current US$) - WDI,97.312993142613493,3.0442946665602144e-22
0075: Secondary income receipts  (BoP; current US$) - WDI,96.935038837701498,3.6395443171534218e-22
0973: Secondary education; teachers  (% female) - WDI,94.5383669216247,1.1308190693815546e-21
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,93.907870201580934,1.5242854464143419e-21
0027: Livestock production index  (2004-2006 = 100) - WDI,93.351330451526735,1.9841812579071434e-21
0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,92.722599930086048,2.6730671833073939e-21
0798: Forest rents  (% of GDP) - WDI,92.25073779982192,3.3433928401837511e-21
0949: Pupil-teacher ratio; upper secondary - WDI,92.032199781215738,3.7085678822152412e-21
1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,90.51136815923654,7.6332539345024146e-21
0716: Gross capital formation  (constant 2005 US$) - WDI,90.496252460629478,7.6882504134415016e-21
2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,88.837745887523795,1.6909878088148991e-20
0078: Personal remittances; received  (% of GDP) - WDI,88.586212815045997,1.9058794337617508e-20
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,88.142348494021974,2.3539764185232368e-20
1356: ICT goods imports  (% total goods imports) - WDI,86.898837261429804,4.254953939358096e-20
0815: Oil rents  (% of GDP) - WDI,86.573494976189252,4.9682144841381852e-20
0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI,86.288287681547359,5.6913743071430399e-20
0026: Food production index  (2004-2006 = 100) - WDI,85.686120771005676,7.5834202939663126e-20
1368: Merchandise imports from low- and middle-income economies in South Asia  (% of total merchandise imports) - WDI,85.457622401729623,8.4562871026152226e-20
