X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2713N: Legitimacy of the State - Fund for Peace,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.42868,0.17092377,0.08761001,0.42567,6.2094536,-0.507697
2713N: Legitimacy of the State - Fund for Peace,2718: External Intervention - Fund for Peace,0.42616,-0.1935102,0.04819998,0.42616,4.4594316,0.78719133
2713N: Legitimacy of the State - Fund for Peace,0836: GNI per capita; PPP  (constant 2011 international $) - WDI,0.42537,0.063140094,0.06909001,0.42266,6.087463,-0.6018554
2713N: Legitimacy of the State - Fund for Peace,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,0.42329,-0.20967072,0.04395002,0.42232,6.2479277,-0.7955883
2713N: Legitimacy of the State - Fund for Peace,1286: Life expectancy at birth; total  (years) - WDI,0.42076,0.00995484,0.031190008,0.42076,5.087463,-0.64094085
2713N: Legitimacy of the State - Fund for Peace,1283: Mortality rate; infant  (per 1;000 live births) - WDI,0.42016,0.07783425,0.02489999,0.42016,6.0,0.5850861
2713N: Legitimacy of the State - Fund for Peace,1297: Population ages 65 and above  (% of total) - WDI,0.41802,-0.085611105,0.06346002,0.41802,6.2094536,-0.7096697
2713N: Legitimacy of the State - Fund for Peace,0638: Fixed telephone subscriptions  (per 100 people) - WDI,0.41724,-0.13516119,0.067609996,0.41724,6.2479277,-0.74323696
2713N: Legitimacy of the State - Fund for Peace,1025: Number of neonatal deaths - WDI,0.41675,0.40958443,0.15724,0.41675,6.2479277,0.08464971
2713N: Legitimacy of the State - Fund for Peace,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0.41524,-0.13562077,0.07023999,0.41351,6.2479277,-0.74219996
2713N: Legitimacy of the State - Fund for Peace,1299: Age dependency ratio; old  (% of working-age population) - WDI,0.40756,-0.09768051,0.07462999,0.40756,6.2094536,-0.71080273
2713N: Legitimacy of the State - Fund for Peace,0378: Combustible renewables and waste  (% of total energy) - WDI,0.40616,0.27402216,0.23014,0.40231,6.044394,0.3635077
2713N: Legitimacy of the State - Fund for Peace,1049: Number of maternal deaths - WDI,0.40492,0.37911093,0.10927001,0.40492,6.2479277,0.16065201
2713N: Legitimacy of the State - Fund for Peace,0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,0.40471,-0.093125224,0.061020017,0.40471,5.9541965,-0.7055744
2713N: Legitimacy of the State - Fund for Peace,1051: Lifetime risk of maternal death  (%) - WDI,0.40178,0.22002782,0.04367,0.40178,6.2094536,0.42632404
2713N: Legitimacy of the State - Fund for Peace,0814: GDP per capita; PPP  (constant 2011 international $) - WDI,0.40142,0.0861831,0.06332001,0.39854,6.2479277,-0.5614596
2713N: Legitimacy of the State - Fund for Peace,0017: Forest area  (% of land area) - WDI,0.40133,0.39436963,0.35286,0.40133,6.2479277,-0.08342877
2713N: Legitimacy of the State - Fund for Peace,0379: Electric power consumption  (kWh per capita) - WDI,0.40075,0.10635221,0.09990001,0.39706,6.044394,-0.54258436
2713N: Legitimacy of the State - Fund for Peace,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0.399,-0.02113393,0.04057002,0.399,6.2094536,-0.6481774
2713N: Legitimacy of the State - Fund for Peace,0830: GNI per capita; Atlas method  (current US$) - WDI,0.39646,-0.14829665,0.026980013,0.39646,5.857981,-0.7380763
2713N: Legitimacy of the State - Fund for Peace,0643: Internet users  (per 100 people) - WDI,0.3964,-0.20449421,0.026760012,0.3964,6.2479277,-0.77517366
2713N: Legitimacy of the State - Fund for Peace,1899: Percentage of Individuals using the Internet (%) - ITU,0.39606,-0.20257533,0.021010011,0.39606,6.2094536,-0.77371526
2713N: Legitimacy of the State - Fund for Peace,1035: Improved water source  (% of population with access) - WDI,0.39134,0.09327319,0.048940003,0.3897,6.2479277,-0.54595494
2713N: Legitimacy of the State - Fund for Peace,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0.39106,0.019474,0.04069999,0.39106,6.2479277,0.60957855
2713N: Legitimacy of the State - Fund for Peace,1167: GDP per person employed  (constant 2011 PPP $) - WDI,0.39048,0.12396568,0.06871998,0.39048,6.2094536,-0.51625025
2713N: Legitimacy of the State - Fund for Peace,0004: Agricultural land  (sq. km) - WDI,0.38717,0.38689408,0.30738997,0.38717,6.2479277,-0.016610423
2713N: Legitimacy of the State - Fund for Peace,0571: Time to import  (days) - WDI,0.38676,0.056063503,0.05092001,0.38676,6.2094536,0.57506216
2713N: Legitimacy of the State - Fund for Peace,0808: GDP per capita  (current US$) - WDI,0.38495,-0.11970016,0.04339999,0.38495,4.70044,-0.71038735
2713N: Legitimacy of the State - Fund for Peace,0953: School enrollment; secondary; female  (% gross) - WDI,0.38341,-0.014826208,0.06285,0.38341,5.9541965,-0.6310596
2713N: Legitimacy of the State - Fund for Peace,1021: Number of infant deaths - WDI,0.38286,0.3696998,0.116349995,0.38286,6.2479277,0.11471795
2713N: Legitimacy of the State - Fund for Peace,0553: Time to export  (days) - WDI,0.38228,0.07001343,0.055099994,0.38228,6.2094536,0.55880815
2713N: Legitimacy of the State - Fund for Peace,1093: Incidence of tuberculosis  (per 100;000 people) - WDI,0.38172,0.26969802,0.065320015,0.38172,6.2479277,0.33469686
2713N: Legitimacy of the State - Fund for Peace,0736: Agriculture; value added  (% of GDP) - WDI,0.38091,0.07880548,0.064720005,0.37778,6.169925,0.54964036
2713N: Legitimacy of the State - Fund for Peace,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,0.38082,0.16916691,0.05059001,0.38082,6.2479277,0.4600577
2713N: Legitimacy of the State - Fund for Peace,1287: Life expectancy at birth; male  (years) - WDI,0.38077,-0.040222824,0.025049984,0.38077,6.169925,-0.6488396
2713N: Legitimacy of the State - Fund for Peace,0835: GNI per capita; PPP  (current international $) - WDI,0.37886,0.044180274,0.036379993,0.37886,6.2094536,-0.5785151
2713N: Legitimacy of the State - Fund for Peace,0641: Secure Internet servers - WDI,0.37775,0.30765817,0.045479983,0.37775,6.044394,-0.26474866
2713N: Legitimacy of the State - Fund for Peace,2719: Human Flight - Fund for Peace,0.37513,-0.1274836,0.04839,0.37513,5.2479277,0.7089525
2713N: Legitimacy of the State - Fund for Peace,0952: School enrollment; secondary  (% gross) - WDI,0.37491,-0.027376205,0.055049986,0.37313,6.0,-0.63426036
2713N: Legitimacy of the State - Fund for Peace,0759: Services; etc.; value added  (% of GDP) - WDI,0.37162,0.03904602,0.055040002,0.36888,6.169925,-0.5766923
2713N: Legitimacy of the State - Fund for Peace,0460: Domestic credit to private sector by banks  (% of GDP) - WDI,0.37039,0.35638767,0.044480026,0.37039,6.169925,-0.11833138
2713N: Legitimacy of the State - Fund for Peace,0016: Forest area  (sq. km) - WDI,0.37025,0.36929145,0.30822,0.37025,6.2479277,-0.030960301
2713N: Legitimacy of the State - Fund for Peace,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,0.36984,0.11906639,0.08778,0.36706,6.2094536,0.500773
2713N: Legitimacy of the State - Fund for Peace,2710: Group Grievance - Fund for Peace,0.36741,-0.20304364,0.019990027,0.36741,5.2479277,0.75528383
2713N: Legitimacy of the State - Fund for Peace,1023: Number of under-five deaths - WDI,0.36672,0.35136953,0.10016999,0.36672,6.2479277,0.12389699
2713N: Legitimacy of the State - Fund for Peace,0954: School enrollment; secondary; male  (% gross) - WDI,0.36561,-0.034716755,0.04852,0.36561,5.9541965,-0.6327138
2713N: Legitimacy of the State - Fund for Peace,0813: GDP per capita; PPP  (current international $) - WDI,0.36422,0.051401705,0.03272,0.36185,6.2479277,-0.5593016
2713N: Legitimacy of the State - Fund for Peace,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0.36343,0.24126522,0.110520005,0.36343,6.0,-0.34952077
2713N: Legitimacy of the State - Fund for Peace,1034: Improved water source; urban  (% of urban population with access) - WDI,0.36323,0.14660864,0.034429997,0.35993,6.2479277,-0.465426
2713N: Legitimacy of the State - Fund for Peace,1033: Improved water source; rural  (% of rural population with access) - WDI,0.36205,0.050700992,0.086600006,0.36031,6.2479277,-0.55798656
2713N: Legitimacy of the State - Fund for Peace,1310: Rural population - WDI,0.36101,0.35803333,0.24622,0.36101,6.2479277,0.054558843
2713N: Legitimacy of the State - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.3581,0.033126354,0.059470013,0.3581,6.2479277,0.5700646
2713N: Legitimacy of the State - Fund for Peace,1295: Population ages 0-14  (% of total) - WDI,0.35742,-0.019059002,0.047940016,0.35742,6.2479277,0.61357886
2713N: Legitimacy of the State - Fund for Peace,0010: Permanent cropland  (% of land area) - WDI,0.35634,0.3397065,0.27289,0.35634,6.2479277,0.12897085
2713N: Legitimacy of the State - Fund for Peace,1278: Birth rate; crude  (per 1;000 people) - WDI,0.35525,0.0077486634,0.059960008,0.35525,6.2479277,0.58949244
2713N: Legitimacy of the State - Fund for Peace,0380: Energy use  (kg of oil equivalent per capita) - WDI,0.35517,0.18875788,0.07021999,0.35517,5.9541965,-0.40793642
2713N: Legitimacy of the State - Fund for Peace,0006: Arable land  (hectares) - WDI,0.35189,0.35031745,0.26060998,0.35189,6.2479277,-0.039655477
2713N: Legitimacy of the State - Fund for Peace,1383: ICT goods exports  (% of total goods exports) - WDI,0.35148,0.30679563,0.102390006,0.34809,6.044394,-0.21138678
2713N: Legitimacy of the State - Fund for Peace,0574: Time required to enforce a contract  (days) - WDI,0.3498,0.30210856,0.25621998,0.3498,6.169925,0.21838367
2713N: Legitimacy of the State - Fund for Peace,0761: Adjusted savings: education expenditure  (% of GNI) - WDI,0.34902,0.27290124,0.15418,0.34902,6.2094536,-0.27589628
2713N: Legitimacy of the State - Fund for Peace,0492: Domestic credit to private sector  (% of GDP) - WDI,0.34853,-0.08188939,0.05576001,0.34853,6.169925,-0.65606356
2713N: Legitimacy of the State - Fund for Peace,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.34819,0.13380356,0.054370016,0.34819,6.0,-0.46301883
2713N: Legitimacy of the State - Fund for Peace,0851: DEC alternative conversion factor  (LCU per US$) - WDI,0.34812,0.32219726,0.16708,0.34514,6.2479277,0.16100545
2713N: Legitimacy of the State - Fund for Peace,0796: Gross value added at factor cost  (constant 2005 US$) - WDI,0.34609,0.24770144,0.10628998,0.34609,5.9541965,-0.3136695
2713N: Legitimacy of the State - Fund for Peace,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,0.34504,0.12407018,0.07297,0.34277,6.2479277,-0.47007427
2713N: Legitimacy of the State - Fund for Peace,0570: Documents to import  (number) - WDI,0.34488,-0.043269962,0.04294999,0.34488,6.087463,0.62301683
2713N: Legitimacy of the State - Fund for Peace,0062: Primary income receipts  (BoP; current US$) - WDI,0.34275,0.15191734,0.04782,0.34275,6.129283,-0.436844
2713N: Legitimacy of the State - Fund for Peace,1103: Health expenditure; public  (% of GDP) - WDI,0.34222,-0.12919968,0.03419,0.34222,5.321928,-0.6866001
2713N: Legitimacy of the State - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.34105,0.2063561,0.109009996,0.34105,6.044394,-0.3670067
2713N: Legitimacy of the State - Fund for Peace,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0.3408,0.114437446,0.041750014,0.3408,6.129283,0.47577572
2713N: Legitimacy of the State - Fund for Peace,0588: Time required to build a warehouse  (days) - WDI,0.34057,0.32740724,0.2918,0.33527,6.169925,0.114729114
2713N: Legitimacy of the State - Fund for Peace,1058: Improved sanitation facilities  (% of population with access) - WDI,0.34031,0.08181724,0.057070017,0.34031,6.2094536,-0.50842184
2713N: Legitimacy of the State - Fund for Peace,0552: Documents to export  (number) - WDI,0.33943,-0.082366526,0.04993999,0.33943,5.169925,0.64945865
2713N: Legitimacy of the State - Fund for Peace,1312: Rural population  (% of total population) - WDI,0.33752,0.028529614,0.08707002,0.33752,6.2479277,0.55586904
2713N: Legitimacy of the State - Fund for Peace,1315: Urban population  (% of total) - WDI,0.3354,0.026414096,0.084829986,0.3354,6.2479277,-0.555865
2713N: Legitimacy of the State - Fund for Peace,1288: Fertility rate; total  (births per woman) - WDI,0.33485,0.061622262,0.061380014,0.33485,6.2479277,0.52271193
2713N: Legitimacy of the State - Fund for Peace,1304: Population; total - WDI,0.33335,0.33288184,0.24132,0.33335,6.2479277,0.021637345
2713N: Legitimacy of the State - Fund for Peace,0662: General government final consumption expenditure  (constant 2005 US$) - WDI,0.33277,0.22213787,0.08682999,0.32914,6.044394,-0.33261406
2713N: Legitimacy of the State - Fund for Peace,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI,0.33254,0.26116127,0.022200018,0.33254,6.0,-0.267168
2713N: Legitimacy of the State - Fund for Peace,0580: Time to prepare and pay taxes  (hours) - WDI,0.33196,0.26999125,0.19757,0.33196,6.169925,0.24893522
2713N: Legitimacy of the State - Fund for Peace,0779: Adjusted net national income  (constant 2005 US$) - WDI,0.33016,0.24801968,0.10918999,0.32633,6.0,-0.2866013
2713N: Legitimacy of the State - Fund for Peace,2712: Poverty and Economic Decline - Fund for Peace,0.32854,-0.19638798,0.017940015,0.32854,5.2479277,0.72451913
2713N: Legitimacy of the State - Fund for Peace,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,0.32839,0.31647748,0.08104999,0.32839,6.087463,-0.10914448
2713N: Legitimacy of the State - Fund for Peace,1290: Survival to age 65; male  (% of cohort) - WDI,0.32806,-0.051772058,0.030660003,0.32806,5.087463,-0.6163052
2713N: Legitimacy of the State - Fund for Peace,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,0.32764,0.21686694,0.081149995,0.32764,6.169925,0.33282587
2713N: Legitimacy of the State - Fund for Peace,0735: Agriculture; value added  (constant LCU) - WDI,0.32597,0.32450846,0.17977999,0.32212,6.169925,0.03822992
2713N: Legitimacy of the State - Fund for Peace,0575: Time required to register property  (days) - WDI,0.32558,0.2793513,0.22111,0.32057,6.169925,0.21500859
2713N: Legitimacy of the State - Fund for Peace,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,0.32548,0.06478265,0.065100014,0.32548,6.044394,-0.5105853
2713N: Legitimacy of the State - Fund for Peace,1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI,0.32488,0.027190894,0.121910006,0.32488,6.2094536,-0.54560894
2713N: Legitimacy of the State - Fund for Peace,0722: Imports of goods and services  (constant 2005 US$) - WDI,0.32425,0.1816372,0.06858,0.32425,6.044394,-0.3776411
2713N: Legitimacy of the State - Fund for Peace,1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,0.32399,0.29312906,0.2252,0.32075,6.2479277,-0.1756728
2713N: Legitimacy of the State - Fund for Peace,0005: Agricultural land  (% of land area) - WDI,0.32372,0.31602922,0.27035,0.32372,6.2479277,0.08769714
2713N: Legitimacy of the State - Fund for Peace,1402: Commercial service exports  (current US$) - WDI,0.32307,0.1006019,0.055480003,0.32307,5.9541965,-0.47166523
2713N: Legitimacy of the State - Fund for Peace,1895: Mobile-cellular telephone subscriptions - ITU,0.3193,0.05146718,0.051339984,0.31687,6.2479277,-0.5175257
2713N: Legitimacy of the State - Fund for Peace,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0.3193,0.05146718,0.051339984,0.31687,6.2479277,-0.5175257
2713N: Legitimacy of the State - Fund for Peace,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.31812,0.16264741,0.04820001,0.31812,6.129283,-0.39430013
2713N: Legitimacy of the State - Fund for Peace,2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,0.31743,0.16902873,0.059620008,0.31743,5.9541965,-0.38522884
2713N: Legitimacy of the State - Fund for Peace,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0.31733,-0.098256975,0.03347999,0.31733,6.169925,-0.64466035
2713N: Legitimacy of the State - Fund for Peace,2709: Refugees and IDPs - Fund for Peace,0.31678,-0.16065988,0.022389993,0.31678,5.2479277,0.69097024
2713N: Legitimacy of the State - Fund for Peace,0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.31673,0.24389206,0.11704999,0.31673,6.0,-0.26988503
2713N: Legitimacy of the State - Fund for Peace,1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,0.31634,0.3159407,0.2296,0.31406,6.2479277,-0.019981984
2713N: Legitimacy of the State - Fund for Peace,0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI,0.31593,0.1292728,0.047360003,0.31285,6.044394,-0.43203843
2713N: Legitimacy of the State - Fund for Peace,1298: Age dependency ratio  (% of working-age population) - WDI,0.31567,0.13767987,0.09004001,0.31567,6.2479277,0.42188877
2713N: Legitimacy of the State - Fund for Peace,0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,0.31564,0.2928913,0.15759,0.31564,6.169925,0.1508268
2713N: Legitimacy of the State - Fund for Peace,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,0.3145,0.14027366,0.05739999,0.3145,5.9541965,-0.4174043
2713N: Legitimacy of the State - Fund for Peace,0825: GNI  (constant 2005 US$) - WDI,0.3145,0.22715008,0.06929,0.3145,5.9068904,-0.2955502
2713N: Legitimacy of the State - Fund for Peace,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.31434,0.11576377,0.037119985,0.31434,6.044394,-0.44561893
2713N: Legitimacy of the State - Fund for Peace,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.31412,0.04701066,0.054769993,0.31412,6.2479277,-0.5168262
2713N: Legitimacy of the State - Fund for Peace,0747: Industry; value added  (constant LCU) - WDI,0.31408,0.31337744,0.23928,0.31047,6.169925,0.026506077
2713N: Legitimacy of the State - Fund for Peace,0844: Net taxes on products  (current US$) - WDI,0.31349,0.19729498,0.04418999,0.31349,6.0,-0.3408739
2713N: Legitimacy of the State - Fund for Peace,0689: Final consumption expenditure  (constant 2005 US$) - WDI,0.31346,0.23405781,0.09334999,0.31038,6.044394,-0.2817839
2713N: Legitimacy of the State - Fund for Peace,0427: Population density  (people per sq. km of land area) - WDI,0.31271,0.30383065,0.26128998,0.31271,6.2479277,-0.09423018
2713N: Legitimacy of the State - Fund for Peace,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,0.31251,0.096611306,0.056090027,0.31251,6.0,-0.46464902
2713N: Legitimacy of the State - Fund for Peace,0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.31218,0.22992538,0.09839001,0.3091,6.044394,-0.28680068
2713N: Legitimacy of the State - Fund for Peace,0066: Service exports  (BoP; current US$) - WDI,0.31129,0.09224965,0.045789987,0.31129,5.7548876,-0.46801746
2713N: Legitimacy of the State - Fund for Peace,0433: Population in the largest city  (% of urban population) - WDI,0.3111,0.27750897,0.24900001,0.30667,6.087463,0.1832786
2713N: Legitimacy of the State - Fund for Peace,1296: Population ages 15-64  (% of total) - WDI,0.31057,0.148532,0.08545001,0.31057,6.2479277,-0.40253943
2713N: Legitimacy of the State - Fund for Peace,0852: Official exchange rate  (LCU per US$; period average) - WDI,0.31023,0.30880627,0.19013,0.31023,6.129283,0.037732296
2713N: Legitimacy of the State - Fund for Peace,0674: Household final consumption expenditure  (constant 2005 US$) - WDI,0.31018,0.23869845,0.11544001,0.30697,6.044394,-0.26736033
2713N: Legitimacy of the State - Fund for Peace,0654: Armed forces personnel; total - WDI,0.30987,0.29981568,0.25178,0.30987,6.169925,0.10027117
2713N: Legitimacy of the State - Fund for Peace,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0.30972,0.038383424,0.048979998,0.30972,5.70044,0.5208998
2713N: Legitimacy of the State - Fund for Peace,2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.30971,0.3049382,0.050109997,0.30971,6.087463,-0.06907823
2713N: Legitimacy of the State - Fund for Peace,0059: ICT service exports  (BoP; current US$) - WDI,0.3096,0.090050176,0.028600007,0.3096,5.9541965,-0.46856144
2713N: Legitimacy of the State - Fund for Peace,1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,0.3089,0.084904894,0.09403999,0.3089,6.2479277,0.4732812
2713N: Legitimacy of the State - Fund for Peace,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,0.30752,0.08749232,0.056950003,0.30752,6.2094536,-0.4690711
2713N: Legitimacy of the State - Fund for Peace,0848: Net current transfers from abroad  (current LCU) - WDI,0.30729,0.30190587,0.07887998,0.30729,6.087463,0.07337656
2713N: Legitimacy of the State - Fund for Peace,0551: Cost to export  (US$ per container) - WDI,0.30577,0.1882148,0.16106,0.30577,6.2094536,0.34286326
2713N: Legitimacy of the State - Fund for Peace,0032: Primary income payments  (BoP; current US$) - WDI,0.3038,0.09755811,0.042590007,0.30361,6.169925,-0.4541386
2713N: Legitimacy of the State - Fund for Peace,0371: Energy imports; net  (% of energy use) - WDI,0.30168,0.24949878,0.13498,0.29791,6.044394,-0.22843209
2713N: Legitimacy of the State - Fund for Peace,1403: High-technology exports  (current US$) - WDI,0.29909,0.25793958,0.04903002,0.29909,6.0,-0.20285568
2713N: Legitimacy of the State - Fund for Peace,0569: Cost to import  (US$ per container) - WDI,0.29905,0.16889805,0.13631,0.29905,6.2094536,0.36076578
2713N: Legitimacy of the State - Fund for Peace,0741: Manufacturing; value added  (constant LCU) - WDI,0.29886,0.2987495,0.21672001,0.29886,6.129283,0.010512395
2713N: Legitimacy of the State - Fund for Peace,2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,0.29733,0.28877544,0.065479994,0.29733,6.087463,-0.09249084
2713N: Legitimacy of the State - Fund for Peace,0361: Electric power transmission and distribution losses  (% of output) - WDI,0.29728,0.1668681,0.05155,0.29728,6.0,0.3611259
2713N: Legitimacy of the State - Fund for Peace,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.29711,0.2147226,0.051640004,0.29393,6.129283,-0.28703204
2713N: Legitimacy of the State - Fund for Peace,0694: Gross national expenditure  (constant 2005 US$) - WDI,0.29667,0.21779,0.08387999,0.29667,6.044394,-0.28085583
2713N: Legitimacy of the State - Fund for Peace,0707: Gross fixed capital formation  (constant 2005 US$) - WDI,0.29654,0.23996526,0.08117999,0.29654,6.0,-0.23785442
2713N: Legitimacy of the State - Fund for Peace,1952: Number of neonatal deaths (thousands) - WHO,0.29539,0.288392,0.061340004,0.29537,6.2479277,0.08365414
2713N: Legitimacy of the State - Fund for Peace,0898: Pupil-teacher ratio; primary - WDI,0.29535,0.062448367,0.08129999,0.29153,5.9541965,0.4825988
2713N: Legitimacy of the State - Fund for Peace,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,0.29526,-0.0023505986,0.07170002,0.29265,6.2479277,-0.545537
2713N: Legitimacy of the State - Fund for Peace,0923: Repeaters; primary; total  (% of total enrollment) - WDI,0.29456,0.14276987,0.16312999,0.29456,5.9541965,0.3896025
2713N: Legitimacy of the State - Fund for Peace,0756: Services; etc.; value added  (constant 2005 US$) - WDI,0.29449,0.21227205,0.05239001,0.29449,5.9068904,-0.28673676
