808,score,p-value
1296: Population ages 15-64  (% of total) - WDI,387.76032328537315,2.1124761253706858e-78
0064: Insurance and financial services  (% of service exports; BoP) - WDI,378.08224139988243,1.1620721417861879e-76
1350: Share of tariff lines with specific rates; primary products  (%) - WDI,374.86609845312438,4.4190254081864556e-76
2709: Refugees and IDPs - Fund for Peace,372.63097054574968,1.1193964966252645e-75
1298: Age dependency ratio  (% of working-age population) - WDI,370.56497379779404,2.6452636330161692e-75
1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI,368.62469613742928,5.9368088531045895e-75
2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,360.60884080429253,1.6879014728553314e-73
1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,346.80920999591666,5.5322388618193927e-71
0978: School enrollment; tertiary  (% gross) - WDI,346.01611335595476,7.726288875257584e-71
0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,344.48590551884786,1.4723916361595961e-70
2710: Group Grievance - Fund for Peace,339.23844458205582,1.3487354079600834e-69
0898: Pupil-teacher ratio; primary - WDI,336.15209505272071,4.9750096959715355e-69
0979: School enrollment; tertiary; female  (% gross) - WDI,334.60924012175826,9.5604653299074483e-69
1895: Mobile-cellular telephone subscriptions - ITU,330.51135277496883,5.4320743108184382e-68
1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,330.51135277496883,5.4320743108184382e-68
1185: Employment in services  (% of total employment) - WDI,329.28182511299332,9.1543500443101948e-68
0980: School enrollment; tertiary; male  (% gross) - WDI,328.74276733428388,1.1509165464682961e-67
1376: Transport services  (% of commercial service imports) - WDI,322.67884719496374,1.5175607000556325e-66
1384: Insurance and financial services  (% of commercial service exports) - WDI,314.3737108305084,5.2541339154553567e-65
0957: School enrollment; secondary; male  (% net) - WDI,310.79440270493603,2.4311603941172397e-64
0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,307.47040146316607,1.0108683629980584e-63
0885: School enrollment; preprimary  (% gross) - WDI,307.44765069685849,1.0207840509144161e-63
1101: Health expenditure; public  (% of total health expenditure) - WDI,302.00686092504924,1.0570111759687527e-62
1092: Tuberculosis case detection rate  (%; all forms) - WDI,300.45605774432119,2.0602376053000326e-62
1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,297.87501653140396,6.2630121771609931e-62
0887: School enrollment; preprimary; male  (% gross) - WDI,297.30657573125546,8.0021963074921743e-62
0886: School enrollment; preprimary; female  (% gross) - WDI,294.59020282293255,2.5833593336239179e-61
0955: School enrollment; secondary  (% net) - WDI,290.10218686757935,1.7971695641462641e-60
1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI,288.65756187620747,3.3584373974087419e-60
1073: People practicing open defecation; rural  (% of rural population) - WDI,288.07121562517875,4.3292038935523149e-60
0039: Transport services  (% of service imports; BoP) - WDI,283.48378209437669,3.1639403747919368e-59
0956: School enrollment; secondary; female  (% net) - WDI,272.43992938905865,3.8704593581849929e-57
0729: External balance on goods and services  (% of GDP) - WDI,258.20474280344877,1.9738564485621771e-54
2823: Balance of Payments-Imports-Personal; cultural; and recreational services (US dollar at current prices) - WTO,258.18844396959094,1.9880466379096356e-54
1342: Share of tariff lines with specific rates; all products  (%) - WDI,252.83533842641901,2.0967812085765992e-53
2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,252.14131309253179,2.8470839287531686e-53
1160: Wage and salaried workers; total  (% of total employed) - WDI,250.68862836628074,5.4027563186620632e-53
1034: Improved water source; urban  (% of urban population with access) - WDI,249.79596924325256,8.010795032637172e-53
1148: Self-employed; total  (% of total employed) - WDI,249.6926643301199,8.3844940120584832e-53
1075: People practicing open defecation  (% of population) - WDI,249.42351468176889,9.4421657227524546e-53
2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,248.71857405735611,1.2889569114188555e-52
1332: Tariff rate; applied; simple mean; manufactured products  (%) - WDI,248.38662879360749,1.4924602179502385e-52
2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,247.26628420788285,2.4482379893474593e-52
1340: Tariff rate; applied; simple mean; all products  (%) - WDI,243.14045008007781,1.5187354379071602e-51
0759: Services; etc.; value added  (% of GDP) - WDI,242.52921129976397,1.9908972445898527e-51
2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,240.13591656553334,5.750779348778195e-51
1103: Health expenditure; public  (% of GDP) - WDI,239.91820809880886,6.3337400029835713e-51
0941: Lower secondary completion rate; total  (% of relevant age group) - WDI,238.78787877286254,1.0458043167128544e-50
2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,238.09397011897104,1.4230269477915909e-50
0940: Lower secondary completion rate; male  (% of relevant age group) - WDI,237.67157901978348,1.7165603685114397e-50
1051: Lifetime risk of maternal death  (%) - WDI,233.58394536792648,1.0561810608504707e-49
2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,233.38976944501695,1.1514968219777593e-49
0939: Lower secondary completion rate; female  (% of relevant age group) - WDI,231.09025760144516,3.2056949358087144e-49
2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,223.34777472694793,1.0160454717090693e-47
2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,221.29949028604449,2.540927021978598e-47
2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,221.20494203912,2.6508030077179283e-47
2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO,220.25018538165074,4.0652121535507734e-47
2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,215.83829036915563,2.9403622792641203e-46
1333: Tariff rate; most favored nation; simple mean; manufactured products  (%) - WDI,213.27143768056933,9.3164144109717613e-46
2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO,210.05230691392018,3.9655613567935306e-45
0928: Primary education; teachers  (% female) - WDI,208.13396787398932,9.4116728452808702e-45
1093: Incidence of tuberculosis  (per 100;000 people) - WDI,201.55983255844393,1.8317110140967856e-43
2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,201.49213779682159,1.8886643258394783e-43
0948: Pupil-teacher ratio; secondary - WDI,197.86272680454462,9.7677445094741564e-43
1135: Employment in agriculture  (% of total employment) - WDI,197.21068566855499,1.3126410193998842e-42
0819: Gross domestic savings  (% of GDP) - WDI,195.68006764178526,2.6279281942103547e-42
1389: Merchandise exports to high-income economies  (% of total merchandise exports) - WDI,190.56081275106601,2.6893410700308648e-41
1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI,188.59833234706829,6.5699753814256045e-41
0947: Pupil-teacher ratio; lower secondary - WDI,188.39850580130002,7.195903373263594e-41
0922: Repeaters; primary; male  (% of male enrollment) - WDI,183.61690644258269,6.3683793171905121e-40
0923: Repeaters; primary; total  (% of total enrollment) - WDI,181.55490248269814,1.6335205767207781e-39
2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,179.39428320959149,4.3879826522838994e-39
1344: Tariff rate; most favored nation; weighted mean; all products  (%) - WDI,179.10533672064133,5.0083249234813827e-39
1095: External resources for health  (% of total expenditure on health) - WDI,176.81625503390052,1.4287463828335271e-38
0921: Repeaters; primary; female  (% of female enrollment) - WDI,176.39474604165989,1.7331939764920685e-38
2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,175.87195379516606,2.2025387489259741e-38
1922: Private expenditure on health as a percentage of total expenditure on health - WHO,173.12723622879068,7.7591225871970899e-38
1339: Share of tariff lines with international peaks; all products  (%) - WDI,170.29011404643981,2.8573115234041987e-37
1347: Share of tariff lines with international peaks; primary products  (%) - WDI,169.6089048666052,3.9085928964953928e-37
1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI,169.60409006624414,3.9172592109980304e-37
1994: General government expenditure on health as a percentage of total expenditure on health - WHO,169.43318357006896,4.2376647797157951e-37
1040: Immunization; DPT  (% of children ages 12-23 months) - WDI,168.7231662674522,5.8750269489165049e-37
1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI,167.79281318264736,9.0158143443658654e-37
2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,167.6031643439168,9.8385422522235144e-37
2726: Merchandise trade-Imports-Food (US dollar at current prices) - WTO,166.75854244107097,1.4517253855424219e-36
0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI,164.53433842249055,4.0473493963302323e-36
2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,160.53607351379699,2.5643189428289541e-35
0976: Adolescents out of school  (% of lower secondary school age) - WDI,157.9337122223038,8.5462995575737742e-35
1102: Health expenditure; public  (% of government expenditure) - WDI,155.4469791806338,2.7042571945825049e-34
1041: Immunization; measles  (% of children ages 12-23 months) - WDI,152.37448328280081,1.1248626835847736e-33
1974: Total expenditure on health as a percentage of gross domestic product - WHO,150.19721732481307,3.0932226450998362e-33
1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,148.64662030913928,6.3620907043684178e-33
2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,148.61880755542037,6.4449552624202045e-33
2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,147.57017877844766,1.0499693297577848e-32
2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,146.76985353828866,1.5241477934903474e-32
2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO,146.62542552419876,1.6302061376942614e-32
2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,145.45889669071914,2.8073600431759831e-32
0055: Net secondary income  (BoP; current US$) - WDI,145.02749194336479,3.4326909273565852e-32
0042: Foreign direct investment; net outflows  (% of GDP) - WDI,144.10856873122421,5.2691154848778083e-32
2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,143.29113096488629,7.7155618089486019e-32
2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,143.10592111589347,8.4121185507329885e-32
1074: People practicing open defecation; urban  (% of urban population) - WDI,140.05326546816994,3.500810038595248e-31
2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO,139.28691395597724,5.0095307404668926e-31
2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,137.91398684077535,9.52301611657375e-31
2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,137.51193017605098,1.1495100710010519e-30
0937: Children out of school  (% of primary school age) - WDI,135.47648481036299,2.9826586678880624e-30
0929: Adjusted net enrollment rate; primary  (% of primary school age children) - WDI,135.4205133928256,3.0619429107731166e-30
2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO,134.92106878521705,3.8697231852180138e-30
1910: General government expenditure on health as a percentage of total government expenditure - WHO,133.99021052601304,5.9878593552707504e-30
0906: School enrollment; primary; female  (% net) - WDI,133.88123401612791,6.3019333985225179e-30
0905: School enrollment; primary  (% net) - WDI,131.36471515981597,2.0537897107576083e-29
2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO,131.17787755862264,2.2422226601470778e-29
0798: Forest rents  (% of GDP) - WDI,130.97875239079946,2.4621422756024797e-29
2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO,130.84699315308288,2.6194075807197049e-29
0884: Pupil-teacher ratio; preprimary - WDI,130.81446709468767,2.6597537771319445e-29
0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI,130.61195756380332,2.9253313242039201e-29
0934: Children out of school; female  (% of female primary school age) - WDI,130.58652691995761,2.9605061851076982e-29
2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,130.43373801689771,3.1809355948639658e-29
2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO,129.3698912777177,5.2455855570804498e-29
2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,126.38485910178979,2.1381985891933369e-28
1406: Travel services  (% of commercial service exports) - WDI,126.18648396613555,2.3476885662328333e-28
0892: Primary completion rate; female  (% of relevant age group) - WDI,124.4268918606996,5.3814501277870606e-28
0894: Primary completion rate; total  (% of relevant age group) - WDI,123.39434714824233,8.7593671352130803e-28
1335: Tariff rate; applied; weighted mean; manufactured products  (%) - WDI,123.23430124842335,9.4466583740984414e-28
0029: Cereal yield  (kg per hectare) - WDI,120.61252317697341,3.2592052155713229e-27
1343: Tariff rate; applied; weighted mean; all products  (%) - WDI,119.9014261772039,4.5617130037039162e-27
0999: Proportion of seats held by women in national parliaments  (%) - WDI,119.15052619909098,6.5070333686347796e-27
2722: Merchandise trade-Exports-Fuels and mining products (US dollar at current prices) - WTO,118.27054989566942,9.8682455965937646e-27
2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,117.83680338525949,1.2117690235744845e-26
0907: School enrollment; primary; male  (% net) - WDI,117.8006751774377,1.2326760617865088e-26
2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO,117.72907880837238,1.2751812885573785e-26
0893: Primary completion rate; male  (% of relevant age group) - WDI,116.98470819001203,1.8141775593579384e-26
1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI,116.87791427796084,1.9083211584736769e-26
2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,116.15337865885938,2.6900051467094313e-26
2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,115.85788832697159,3.0944258472015257e-26
0936: Children out of school; male  (% of male primary school age) - WDI,115.84031864847225,3.1203057279143632e-26
0931: Adjusted net enrollment rate; primary; male  (% of primary school age children) - WDI,115.7616678102148,3.2388396602846546e-26
0878: Compulsory education; duration  (years) - WDI,114.80232288802391,5.1045292882627305e-26
1104: Health expenditure; total  (% of GDP) - WDI,111.72984614962257,2.195089165391766e-25
1354: Food imports  (% of merchandise imports) - WDI,111.31124256258998,2.678249905625779e-25
1374: Computer; communications and other services  (% of commercial service imports) - WDI,111.13787054818995,2.9083122834824038e-25
0084: Stocks traded; total value  (% of GDP) - WDI,108.4775789004492,1.0310543328056442e-24
0224: Average interest on new external debt commitments; private  (%) - WDI,108.20862039494116,1.1719243941887691e-24
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,106.66106635307067,2.4495925177566978e-24
2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO,105.03420864934469,5.3213144875437545e-24
0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,104.08902999746039,8.3544856025750402e-24
2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,102.87387167092545,1.4925983822481987e-23
1963: Private prepaid plans as a percentage of private expenditure on health - WHO,99.211099390545385,8.6047003355155797e-23
2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO,98.973310344118588,9.6424225283696335e-23
0256: Average maturity on new external debt commitments; private  (years) - WDI,98.960118837744517,9.7035280512536044e-23
2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,97.18094412104989,2.2759346351606151e-22
1149: Employment to population ratio; 15+; female (%)  (national estimate) - WDI,96.776509455839175,2.7629696963803259e-22
0070: Travel services  (% of service exports; BoP) - WDI,96.660392525295165,2.9211868365581964e-22
1404: High-technology exports  (% of manufactured exports) - WDI,95.324595072296887,5.5448122759663073e-22
0221: Average grant element on new external debt commitments; private  (%) - WDI,94.240079640864622,9.3331582181830033e-22
1358: Manufactures imports  (% of merchandise imports) - WDI,94.107712018426156,9.9458137750505476e-22
0844: Net taxes on products  (current US$) - WDI,93.717244262439664,1.1997886768632841e-21
0078: Personal remittances; received  (% of GDP) - WDI,92.989786758732478,1.7018839345994325e-21
0946: Secondary education; general pupils  (% female) - WDI,92.410242155462214,2.2487167766322459e-21
2728: Merchandise trade-Imports-Fuels (US dollar at current prices) - WTO,90.412038915214282,5.88149262285097e-21
0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,89.995636686286147,7.1873332452280183e-21
0765: Adjusted savings: net forest depletion  (% of GNI) - WDI,89.383298333139621,9.6530698433917368e-21
0760: Adjusted savings: education expenditure  (current US$) - WDI,88.394388217985849,1.5546990378423169e-20
0026: Food production index  (2004-2006 = 100) - WDI,87.304391428112169,2.6298928845229741e-20
1385: Manufactures exports  (% of merchandise exports) - WDI,87.088367189982463,2.9187835074035218e-20
2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,86.96113227615291,3.103591425991288e-20
1369: Merchandise imports from low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise imports) - WDI,85.867441678309049,5.261911448221133e-20
2740: Merchandise trade-Exports-Fuels (US dollar at current prices) - WTO,85.742068956858773,5.5903224930211434e-20
0031: Communications; computer; etc.  (% of service imports; BoP) - WDI,84.869426717743536,8.5213480385819201e-20
0973: Secondary education; teachers  (% female) - WDI,82.68712112315896,2.4479034545067764e-19
0005: Agricultural land  (% of land area) - WDI,82.625518224656261,2.5219736869412034e-19
0897: Primary education; pupils  (% female) - WDI,81.95889949360523,3.4823219168249279e-19
2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,81.067382305415975,5.3625341119690828e-19
1209: Labor force participation rate; total (% of total population ages 15-64)  (modeled ILO estimate) - WDI,79.963560273597835,9.1554103272473378e-19
0790: Inflation; GDP deflator  (annual %) - WDI,79.564655712484864,1.110894435123304e-18
0030: Trade in services  (% of GDP) - WDI,79.561732217451748,1.1124703833351943e-18
0730: Trade  (% of GDP) - WDI,79.299492214023843,1.2633370365471256e-18
2738: Merchandise trade-Imports-Textiles (US dollar at current prices) - WTO,78.062319795684019,2.3025788397519214e-18
2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,77.329108531880266,3.2871497053673455e-18
1210: Labor force participation rate; female (% of female population ages 15+)  (national estimate) - WDI,75.885617151388828,6.6285945074878276e-18
1254: Unemployment; female (% of female labor force)  (national estimate) - WDI,75.707339481981307,7.2287331489429786e-18
1396: Merchandise exports to low- and middle-income economies in Sub-Saharan Africa  (% of total merchandise exports) - WDI,74.573649117748857,1.2546810447626463e-17
0152: Currency composition of PPG debt; SDR  (%) - WDI,73.733139701854753,1.888850313934389e-17
0847: Net current transfers from abroad  (current US$) - WDI,72.843566336254483,2.9130424105794365e-17
2799: Balance of Payments-Exports-Government goods and services n.i.e. (US dollar at current prices) - WTO,72.776138581998111,3.0103217980683436e-17
2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,71.793604971539423,4.8592693135027957e-17
0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,71.551694460718764,5.4675750815749201e-17
0949: Pupil-teacher ratio; upper secondary - WDI,71.445016191409678,5.7595207101010093e-17
1381: Food exports  (% of merchandise exports) - WDI,70.454282230967451,9.3385486479991447e-17
0034: Insurance and financial services  (% of service imports; BoP) - WDI,70.015612704340668,1.1568094523061719e-16
1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,69.81139881809257,1.2780798120697932e-16
1212: Ratio of female to male labor force participation rate (%)  (national estimate) - WDI,69.702439879464549,1.3479114864850901e-16
2793: Balance of Payments-Exports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,68.47508259419979,2.4548971711767365e-16
0839: Gross savings  (% of GNI) - WDI,68.385021977369419,2.5653577628900172e-16
0775: Adjusted savings: gross savings  (% of GNI) - WDI,68.385015647906371,2.5653656984308265e-16
0027: Livestock production index  (2004-2006 = 100) - WDI,67.541408007103882,3.8748891243726535e-16
1351: Tariff rate; applied; weighted mean; primary products  (%) - WDI,66.613868396312824,6.0998259299359621e-16
0218: Average grace period on new external debt commitments; private  (years) - WDI,66.054228070283543,8.0219486360248127e-16
0025: Crop production index  (2004-2006 = 100) - WDI,64.046693761014978,2.1450130213070821e-15
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,63.144018253032627,3.3396927664244457e-15
1311: Rural population growth  (annual %) - WDI,63.051702727771385,3.4944422452125965e-15
1269: Prevalence of undernourishment  (% of population) - WDI,62.955391429203281,3.6635502365658006e-15
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,62.712327287992359,4.1276867214338222e-15
0010: Permanent cropland  (% of land area) - WDI,61.71646159159269,6.7306666854677196e-15
1357: Insurance and financial services  (% of commercial service imports) - WDI,60.960357038382107,9.7587436665718375e-15
0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,60.821444283008994,1.0448287962260283e-14
1270: Depth of the food deficit  (kilocalories per person per day) - WDI,60.558096778784325,1.1892305836204614e-14
1255: Unemployment; female (% of female labor force)  (modeled ILO estimate) - WDI,59.769365829937108,1.7527441433499823e-14
1313: Urban population growth  (annual %) - WDI,59.223784155734535,2.292461682096963e-14
0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,58.787079147689248,2.8422130379481515e-14
0062: Primary income receipts  (BoP; current US$) - WDI,57.470431087036317,5.4364446426903548e-14
0769: Adjusted savings: mineral depletion  (% of GNI) - WDI,56.872446331257244,7.3002133008389207e-14
1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,55.36156094615712,1.5384246874897475e-13
1373: Import value index  (2000 = 100) - WDI,54.949942955989869,1.8851456054385723e-13
1153: Employment to population ratio; 15+; total (%)  (national estimate) - WDI,54.457741904814029,2.4039976918323305e-13
0046: Current account balance  (% of GDP) - WDI,53.933465603431266,3.1149591600602578e-13
0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,53.23835991585424,4.3924903427679489e-13
0799: Mineral rents  (% of GDP) - WDI,51.737529433523179,9.231782113890941e-13
0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,51.376352440448059,1.104019196127196e-12
1258: Unemployment; total (% of total labor force)  (national estimate) - WDI,51.026792342912572,1.3127813389583666e-12
2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,50.764838404100395,1.4947651938804206e-12
0074: Portfolio equity; net inflows  (BoP; current US$) - WDI,50.702106678995605,1.541972859493882e-12
2815: Balance of Payments-Imports-Insurance and pension services (US dollar at current prices) - WTO,49.117258409198307,3.38443789413256e-12
1279: Death rate; crude  (per 1;000 people) - WDI,48.990407991393283,3.6044084576303311e-12
