X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2718N: External Intervention - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.43669,0.013875067,0.10824999,0.43669,6.2479277,0.6502422
2718N: External Intervention - Fund for Peace,2716: Security Apparatus - Fund for Peace,0.43632,-0.17185605,0.038190007,0.43632,5.9541965,0.77985644
2718N: External Intervention - Fund for Peace,0699: Exports of goods and services  (constant 2005 US$) - WDI,0.43515,0.23141512,0.13372001,0.43515,6.044394,-0.45137
2718N: External Intervention - Fund for Peace,1402: Commercial service exports  (current US$) - WDI,0.43378,0.18470582,0.101580024,0.43123,6.169925,-0.49907333
2718N: External Intervention - Fund for Peace,2712: Poverty and Economic Decline - Fund for Peace,0.43335,-0.17801413,0.014579982,0.43335,4.0,0.7818978
2718N: External Intervention - Fund for Peace,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.43164,0.20220505,0.095070004,0.42803,6.087463,-0.47899368
2718N: External Intervention - Fund for Peace,2708: Demographic Pressures - Fund for Peace,0.43048,-0.15831858,0.047420025,0.43048,4.4594316,0.76733214
2718N: External Intervention - Fund for Peace,0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,0.43041,0.056406796,0.11487001,0.42794,6.169925,-0.611558
2718N: External Intervention - Fund for Peace,0898: Pupil-teacher ratio; primary - WDI,0.42666,0.10327548,0.15479001,0.42272,5.9541965,0.5686691
2718N: External Intervention - Fund for Peace,0066: Service exports  (BoP; current US$) - WDI,0.42548,0.17994304,0.104169995,0.42271,6.169925,-0.49551687
2718N: External Intervention - Fund for Peace,0380: Energy use  (kg of oil equivalent per capita) - WDI,0.42547,0.21927857,0.07863,0.42547,6.044394,-0.45408306
2718N: External Intervention - Fund for Peace,0953: School enrollment; secondary; female  (% gross) - WDI,0.42505,-0.021914244,0.12658,0.42505,5.9541965,-0.6685538
2718N: External Intervention - Fund for Peace,0640: Fixed broadband subscriptions  (per 100 people) - WDI,0.42369,-0.05271563,0.09763998,0.42149,6.2094536,-0.6902214
2718N: External Intervention - Fund for Peace,0059: ICT service exports  (BoP; current US$) - WDI,0.42262,0.18546239,0.09299001,0.41953,6.044394,-0.4869883
2718N: External Intervention - Fund for Peace,0796: Gross value added at factor cost  (constant 2005 US$) - WDI,0.42157,0.30931354,0.11589,0.41882,6.044394,-0.33504698
2718N: External Intervention - Fund for Peace,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,0.42068,0.12884617,0.09987,0.42068,6.2479277,0.54021645
2718N: External Intervention - Fund for Peace,0032: Primary income payments  (BoP; current US$) - WDI,0.41944,0.180466,0.084230006,0.41686,6.169925,-0.48884967
2718N: External Intervention - Fund for Peace,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0.41884,-0.05655864,0.09393999,0.41884,6.169925,-0.68949157
2718N: External Intervention - Fund for Peace,0756: Services; etc.; value added  (constant 2005 US$) - WDI,0.41843,0.31128198,0.09764999,0.41843,6.087463,-0.3273347
2718N: External Intervention - Fund for Peace,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,0.41674,0.10039008,0.16928001,0.41467,6.2479277,-0.56244993
2718N: External Intervention - Fund for Peace,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0.41647,0.08121711,0.11052999,0.41647,6.2479277,-0.57901025
2718N: External Intervention - Fund for Peace,0745: Industry; value added  (constant 2005 US$) - WDI,0.41605,0.30752116,0.16130999,0.413,6.129283,-0.32943714
2718N: External Intervention - Fund for Peace,0954: School enrollment; secondary; male  (% gross) - WDI,0.41507,-0.02647385,0.118119985,0.41507,5.9541965,-0.66448766
2718N: External Intervention - Fund for Peace,1035: Improved water source  (% of population with access) - WDI,0.415,0.10332197,0.12842,0.41357,6.2479277,-0.5582813
2718N: External Intervention - Fund for Peace,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.41498,0.16113484,0.09610999,0.41498,6.129283,-0.5038305
2718N: External Intervention - Fund for Peace,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,0.41426,0.17106722,0.10580999,0.41426,6.2094536,-0.4931458
2718N: External Intervention - Fund for Peace,0825: GNI  (constant 2005 US$) - WDI,0.41287,0.2949078,0.118229985,0.41287,6.0,-0.3434562
2718N: External Intervention - Fund for Peace,2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,0.4095,0.19338222,0.12137002,0.40646,6.169925,-0.4648847
2718N: External Intervention - Fund for Peace,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO,0.4094,0.35952455,0.072239995,0.4094,6.087463,-0.22332813
2718N: External Intervention - Fund for Peace,2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.40932,0.257469,0.09321001,0.40932,6.129283,-0.38968065
2718N: External Intervention - Fund for Peace,2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,0.40855,0.21516222,0.12265998,0.40573,6.169925,-0.43975878
2718N: External Intervention - Fund for Peace,0016: Forest area  (sq. km) - WDI,0.40824,0.38207385,0.33424997,0.40824,6.2479277,-0.16175948
2718N: External Intervention - Fund for Peace,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,0.40812,0.16861658,0.08972001,0.40812,6.2094536,-0.48939088
2718N: External Intervention - Fund for Peace,1298: Age dependency ratio  (% of working-age population) - WDI,0.40772,0.09497425,0.08129001,0.40772,6.2479277,0.55923676
2718N: External Intervention - Fund for Peace,0844: Net taxes on products  (current US$) - WDI,0.40764,0.24441443,0.083220005,0.40764,6.044394,-0.40401185
2718N: External Intervention - Fund for Peace,1319: International tourism; receipts  (current US$) - WDI,0.4072,0.2053559,0.116,0.40441,6.2094536,-0.44927064
2718N: External Intervention - Fund for Peace,2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,0.40718,0.26945472,0.11610001,0.40718,6.044394,-0.3711136
2718N: External Intervention - Fund for Peace,2704: Corruption perceptions index - Transparency,0.40713,-0.13767582,0.056760013,0.40713,6.2094536,-0.73810965
2718N: External Intervention - Fund for Peace,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.40604,0.24458595,0.07080001,0.40604,6.129283,-0.40181348
2718N: External Intervention - Fund for Peace,2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO,0.40575,0.36348495,0.053059995,0.40575,6.087463,-0.20558468
2718N: External Intervention - Fund for Peace,0642: Secure Internet servers  (per 1 million people) - WDI,0.40557,0.1387685,0.042080015,0.40557,6.2094536,-0.5165283
2718N: External Intervention - Fund for Peace,1285: Life expectancy at birth; female  (years) - WDI,0.40552,0.009284824,0.052569985,0.40552,6.2479277,-0.62947214
2718N: External Intervention - Fund for Peace,1296: Population ages 15-64  (% of total) - WDI,0.40448,0.10690451,0.077550024,0.40448,6.2479277,-0.5455048
2718N: External Intervention - Fund for Peace,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,0.40321,0.24697085,0.12537003,0.40321,6.169925,0.395271
2718N: External Intervention - Fund for Peace,0641: Secure Internet servers - WDI,0.4026,0.33765078,0.03313002,0.4026,6.2094536,-0.25485137
2718N: External Intervention - Fund for Peace,1323: International tourism; receipts for travel items  (current US$) - WDI,0.40218,0.1930199,0.10887998,0.40218,6.169925,-0.45734024
2718N: External Intervention - Fund for Peace,2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.40015,0.1555281,0.08675,0.39732,6.129283,-0.49459267
2718N: External Intervention - Fund for Peace,2714: Public Services - Fund for Peace,0.40006,-0.21638346,0.050609976,0.40006,4.169925,0.78513914
2718N: External Intervention - Fund for Peace,1289: Survival to age 65; female  (% of cohort) - WDI,0.40001,0.067848355,0.081229985,0.40001,6.2479277,-0.57633466
2718N: External Intervention - Fund for Peace,0004: Agricultural land  (sq. km) - WDI,0.39989,0.3721577,0.35481,0.39989,6.2479277,-0.16653025
2718N: External Intervention - Fund for Peace,2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,0.39944,0.20913768,0.12309998,0.39675,6.169925,-0.43623653
2718N: External Intervention - Fund for Peace,2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,0.39936,0.25430185,0.080929995,0.39642,6.169925,-0.38086504
2718N: External Intervention - Fund for Peace,0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,0.39925,0.16516288,0.08756,0.3968,6.169925,-0.4838255
2718N: External Intervention - Fund for Peace,0063: Exports of goods and services  (BoP; current US$) - WDI,0.39768,0.17445998,0.09636003,0.39508,6.169925,-0.47246167
2718N: External Intervention - Fund for Peace,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,0.39756,0.19997199,0.09617001,0.39756,6.2479277,-0.44450873
2718N: External Intervention - Fund for Peace,0716: Gross capital formation  (constant 2005 US$) - WDI,0.39746,0.2917929,0.11967,0.39426,6.044394,-0.32506478
2718N: External Intervention - Fund for Peace,2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,0.39742,0.25200954,0.11602998,0.39742,6.129283,-0.3813272
2718N: External Intervention - Fund for Peace,0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.39671,0.2919957,0.14244002,0.39411,6.044394,-0.32359588
2718N: External Intervention - Fund for Peace,0722: Imports of goods and services  (constant 2005 US$) - WDI,0.39642,0.19019678,0.08078,0.39642,6.044394,-0.45411807
2718N: External Intervention - Fund for Peace,1388: Merchandise exports  (current US$) - WDI,0.39569,0.19811946,0.09524998,0.39569,6.2479277,-0.44448906
2718N: External Intervention - Fund for Peace,1325: International tourism; expenditures  (current US$) - WDI,0.39513,0.17828862,0.12503001,0.39513,6.169925,-0.4656623
2718N: External Intervention - Fund for Peace,2719: Human Flight - Fund for Peace,0.39493,-0.13458598,0.015989989,0.39493,4.4594316,0.7276785
2718N: External Intervention - Fund for Peace,0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,0.39487,0.16482925,0.07479,0.39213,6.169925,-0.47962564
2718N: External Intervention - Fund for Peace,0829: GNI; PPP  (constant 2011 international $) - WDI,0.39458,0.30941463,0.17628,0.39118,6.087463,-0.2918311
2718N: External Intervention - Fund for Peace,0694: Gross national expenditure  (constant 2005 US$) - WDI,0.39423,0.28481254,0.13086,0.39423,6.044394,-0.33078313
2718N: External Intervention - Fund for Peace,0697: Exports of goods and services  (current US$) - WDI,0.39365,0.1712817,0.10203001,0.39095,6.2094536,-0.47155944
2718N: External Intervention - Fund for Peace,1286: Life expectancy at birth; total  (years) - WDI,0.39313,-0.011292428,0.05713001,0.39313,6.2479277,-0.63594216
2718N: External Intervention - Fund for Peace,2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,0.39274,0.280604,0.092400014,0.39274,6.129283,-0.33486712
2718N: External Intervention - Fund for Peace,0760: Adjusted savings: education expenditure  (current US$) - WDI,0.39149,0.2703296,0.1358,0.39149,6.2094536,-0.34808105
2718N: External Intervention - Fund for Peace,2711: Uneven Development - Fund for Peace,0.39146,-0.055016518,0.05651,0.39146,4.4594316,0.668189
2718N: External Intervention - Fund for Peace,2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,0.3914,0.16917846,0.11501002,0.38864,6.169925,-0.4714038
2718N: External Intervention - Fund for Peace,0802: GDP  (constant 2005 US$) - WDI,0.39125,0.27601194,0.120140016,0.3885,6.2479277,-0.33946732
2718N: External Intervention - Fund for Peace,2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,0.39124,0.16852476,0.054129988,0.38803,6.129283,-0.47192717
2718N: External Intervention - Fund for Peace,0689: Final consumption expenditure  (constant 2005 US$) - WDI,0.39079,0.28692853,0.13843998,0.38787,6.044394,-0.32227543
2718N: External Intervention - Fund for Peace,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.39077,0.18699421,0.08848998,0.38821,6.2094536,-0.4514153
2718N: External Intervention - Fund for Peace,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,0.39059,0.048355073,0.13555002,0.38861,6.2479277,-0.5850085
2718N: External Intervention - Fund for Peace,1283: Mortality rate; infant  (per 1;000 live births) - WDI,0.3905,0.018248081,0.06605002,0.3905,6.2479277,0.6101245
2718N: External Intervention - Fund for Peace,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.39046,0.17551161,0.077690005,0.39046,6.087463,-0.46362528
2718N: External Intervention - Fund for Peace,2715: Human Rights - Fund for Peace,0.38917,-0.11752254,0.02756998,0.38917,4.4594316,0.7118234
2718N: External Intervention - Fund for Peace,1287: Life expectancy at birth; male  (years) - WDI,0.38859,-0.013139278,0.06922001,0.38859,6.2479277,-0.6338212
2718N: External Intervention - Fund for Peace,1375: Commercial service imports  (current US$) - WDI,0.38847,0.11976448,0.08952999,0.38568,6.169925,-0.5183681
2718N: External Intervention - Fund for Peace,0885: School enrollment; preprimary  (% gross) - WDI,0.38687,0.065301955,0.11739999,0.38687,5.9541965,-0.5670697
2718N: External Intervention - Fund for Peace,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0.38576,0.15462843,0.09688002,0.38576,6.2094536,0.48076147
2718N: External Intervention - Fund for Peace,2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,0.38561,0.22947527,0.107170016,0.38561,6.087463,-0.3951389
2718N: External Intervention - Fund for Peace,1028: Mortality rate; under-5  (per 1;000 live births) - WDI,0.38521,0.049958736,0.061729997,0.38521,6.2479277,0.5790089
2718N: External Intervention - Fund for Peace,2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,0.38454,0.19744796,0.11598,0.38144,6.0,-0.43254137
2718N: External Intervention - Fund for Peace,0707: Gross fixed capital formation  (constant 2005 US$) - WDI,0.38346,0.27637532,0.10576999,0.38346,6.0,-0.32723793
2718N: External Intervention - Fund for Peace,1895: Mobile-cellular telephone subscriptions - ITU,0.38345,0.048606724,0.11212,0.38094,6.2479277,-0.57865644
2718N: External Intervention - Fund for Peace,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0.38345,0.048606724,0.11212,0.38094,6.2479277,-0.57865644
2718N: External Intervention - Fund for Peace,0662: General government final consumption expenditure  (constant 2005 US$) - WDI,0.38312,0.24329029,0.10835001,0.38312,5.9541965,-0.3739381
2718N: External Intervention - Fund for Peace,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.383,0.05176145,0.11682999,0.383,6.2479277,-0.5755333
2718N: External Intervention - Fund for Peace,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.38296,0.16415076,0.10253,0.38296,6.169925,-0.4677705
2718N: External Intervention - Fund for Peace,1403: High-technology exports  (current US$) - WDI,0.3822,0.29101261,0.0882,0.3822,4.321928,-0.30197248
2718N: External Intervention - Fund for Peace,0320: Net ODA received  (% of GNI) - WDI,0.38176,0.20024449,0.10907999,0.38176,5.9541965,0.42604637
2718N: External Intervention - Fund for Peace,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0.38104,-0.018620998,0.050610006,0.38104,6.2479277,0.6321875
2718N: External Intervention - Fund for Peace,0035: Goods imports  (BoP; current US$) - WDI,0.38052,0.19057295,0.095259994,0.37765,6.169925,-0.43582913
2718N: External Intervention - Fund for Peace,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.37974,0.25458634,0.05947998,0.37725,6.129283,-0.3537706
2718N: External Intervention - Fund for Peace,0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,0.37913,0.26023975,0.09456,0.37665,6.2479277,-0.34480467
2718N: External Intervention - Fund for Peace,0033: Imports of goods and services  (BoP; current US$) - WDI,0.37827,0.16786198,0.07398,0.37582,6.169925,-0.45870253
2718N: External Intervention - Fund for Peace,2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,0.37788,0.18512757,0.08944002,0.37788,6.2479277,-0.4390358
2718N: External Intervention - Fund for Peace,0856: PPP conversion factor; private consumption  (LCU per international $) - WDI,0.37754,0.3618913,0.19210999,0.37754,6.169925,0.1250947
2718N: External Intervention - Fund for Peace,0743: Industry; value added  (current US$) - WDI,0.37738,0.27792922,0.114470005,0.37738,6.169925,-0.31535822
2718N: External Intervention - Fund for Peace,0754: Services; etc.; value added  (current US$) - WDI,0.37727,0.26673797,0.11250001,0.37478,6.169925,-0.3324636
2718N: External Intervention - Fund for Peace,0739: Manufacturing; value added  (constant 2005 US$) - WDI,0.37705,0.27086946,0.10269001,0.37381,6.087463,-0.3258536
2718N: External Intervention - Fund for Peace,0585: Tax payments  (number) - WDI,0.37698,0.18961598,0.07403001,0.37698,6.169925,0.43285567
2718N: External Intervention - Fund for Peace,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0.37628,0.17121246,0.06996,0.37628,6.0,-0.45284384
2718N: External Intervention - Fund for Peace,1361: Merchandise imports  (current US$) - WDI,0.37596,0.18325587,0.08752,0.37596,6.2479277,-0.4389808
2718N: External Intervention - Fund for Peace,0817: Gross domestic savings  (current US$) - WDI,0.37534,0.278435,0.10264,0.37267,6.169925,-0.31129572
2718N: External Intervention - Fund for Peace,2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO,0.37476,0.33391243,0.063549995,0.37476,6.087463,-0.20210782
2718N: External Intervention - Fund for Peace,0065: Goods exports  (BoP; current US$) - WDI,0.3746,0.17968293,0.078260005,0.37195,6.169925,-0.44149414
2718N: External Intervention - Fund for Peace,1317: International tourism; number of arrivals - WDI,0.3746,0.17656802,0.11829001,0.3746,6.169925,-0.44500783
2718N: External Intervention - Fund for Peace,2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,0.37292,0.12038326,0.11445001,0.37024,6.169925,-0.50253034
2718N: External Intervention - Fund for Peace,0778: Adjusted net national income  (current US$) - WDI,0.37269,0.25743246,0.12171,0.37269,6.169925,-0.33949602
2718N: External Intervention - Fund for Peace,2717: Factionalized Elites - Fund for Peace,0.3724,-0.20953101,0.025679976,0.3724,5.9541965,0.762844
2718N: External Intervention - Fund for Peace,0822: GNI; Atlas method  (current US$) - WDI,0.37154,0.25602132,0.13087001,0.37154,6.2094536,-0.33988038
2718N: External Intervention - Fund for Peace,0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,0.37116,0.23902455,0.11432999,0.36839,6.169925,-0.3635044
2718N: External Intervention - Fund for Peace,1897: Fixed-telephone subscriptions - ITU,0.37077,0.32098877,0.17582001,0.36805,6.2479277,-0.2231171
2718N: External Intervention - Fund for Peace,2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,0.37018,0.10967982,0.08173001,0.37018,6.2094536,-0.5103922
2718N: External Intervention - Fund for Peace,0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,0.36966,0.24015562,0.04411,0.36678,6.129283,-0.35986716
2718N: External Intervention - Fund for Peace,0053: Portfolio Investment; net  (BoP; current US$) - WDI,0.3695,0.351895,0.22624001,0.36628,6.087463,0.13268387
2718N: External Intervention - Fund for Peace,0637: Fixed telephone subscriptions - WDI,0.36801,0.31789452,0.18045,0.36801,6.2479277,-0.22386493
2718N: External Intervention - Fund for Peace,2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,0.36782,0.10887125,0.07192999,0.36782,6.2094536,-0.50887007
2718N: External Intervention - Fund for Peace,0668: Household final consumption expenditure; etc.  (constant 2005 US$) - WDI,0.36743,0.27197942,0.11945,0.36743,6.0,-0.30895078
2718N: External Intervention - Fund for Peace,2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,0.3669,0.15147583,0.098780006,0.3669,6.129283,-0.4641381
2718N: External Intervention - Fund for Peace,0378: Combustible renewables and waste  (% of total energy) - WDI,0.36685,0.20108446,0.18736999,0.36281,6.044394,0.40714312
2718N: External Intervention - Fund for Peace,2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,0.36676,0.14290757,0.09808999,0.36676,6.129283,-0.47313043
2718N: External Intervention - Fund for Peace,0794: Gross value added at factor cost  (current US$) - WDI,0.36618,0.24932152,0.09641999,0.36618,6.044394,-0.3418457
2718N: External Intervention - Fund for Peace,0036: Service imports  (BoP; current US$) - WDI,0.36579,0.10298547,0.072320014,0.36311,6.169925,-0.51264465
2718N: External Intervention - Fund for Peace,2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,0.36458,0.16791151,0.07602,0.36458,6.129283,-0.44347322
2718N: External Intervention - Fund for Peace,1371: Merchandise imports by the reporting economy  (current US$) - WDI,0.36399,0.17495133,0.08444002,0.36399,6.2094536,-0.43478578
2718N: External Intervention - Fund for Peace,0680: Household final consumption expenditure; PPP  (constant 2011 international $) - WDI,0.36389,0.289239,0.19358999,0.36032,6.087463,-0.27322337
