2704,score,p-value
1300: Age dependency ratio; young  (% of working-age population) - WDI,792.31184254560412,9.9966877223845389e-139
1033: Improved water source; rural  (% of rural population with access) - WDI,787.63333480976337,4.4871134032799043e-138
1315: Urban population  (% of total) - WDI,750.72368392163651,7.0139806116559608e-133
1312: Rural population  (% of total population) - WDI,750.60717545626085,7.2861884060347353e-133
1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,732.76221252099367,2.5458062513666283e-130
1289: Survival to age 65; female  (% of cohort) - WDI,711.74394716869517,2.68424913987566e-127
1035: Improved water source  (% of population with access) - WDI,705.24505726902362,2.3422081203727187e-126
1028: Mortality rate; under-5  (per 1;000 live births) - WDI,661.6032524054865,5.8016608813618756e-120
1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,610.36247792534039,2.7909074456343299e-112
1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,606.99567411422879,9.0644331682818672e-112
1058: Improved sanitation facilities  (% of population with access) - WDI,586.46431956392689,1.2469076168017019e-108
1288: Fertility rate; total  (births per woman) - WDI,575.72312722657659,5.6327570786984935e-107
0954: School enrollment; secondary; male  (% gross) - WDI,571.08742380375281,2.9357711314268416e-106
1895: Mobile-cellular telephone subscriptions - ITU,559.31366857122259,1.9786645569702844e-104
1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,559.31366857122259,1.9786645569702844e-104
0736: Agriculture; value added  (% of GDP) - WDI,554.06205559208672,1.3049059795215709e-103
0952: School enrollment; secondary  (% gross) - WDI,549.42457528560112,6.9313950706817967e-103
1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI,531.96405146685368,3.8636306538656994e-100
1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,529.18518335252247,1.062536310389687e-99
0953: School enrollment; secondary; female  (% gross) - WDI,512.36425166691254,5.0048431010158483e-97
1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI,492.31860971982502,8.237681149341751e-94
0979: School enrollment; tertiary; female  (% gross) - WDI,474.45950618693701,6.4605011291664588e-91
1101: Health expenditure; public  (% of total health expenditure) - WDI,473.66349763925575,8.7080219350197692e-91
1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,472.04508620843859,1.5984371345186339e-90
1034: Improved water source; urban  (% of urban population with access) - WDI,470.45655594751969,2.9028449481010948e-90
1350: Share of tariff lines with specific rates; primary products  (%) - WDI,470.22748083363877,3.1638057671953667e-90
0978: School enrollment; tertiary  (% gross) - WDI,466.98081988180877,1.0729316070293335e-89
0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI,464.67145888446692,2.5608467518639921e-89
1298: Age dependency ratio  (% of working-age population) - WDI,457.60860342488428,3.6879543324438536e-88
1296: Population ages 15-64  (% of total) - WDI,452.54083541922597,2.5158896497966406e-87
0759: Services; etc.; value added  (% of GDP) - WDI,445.83608945746954,3.2172667436207341e-86
0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,424.83097813830329,1.0028490828447279e-82
1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,424.65449967072715,1.0733952280966159e-82
1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,418.53854413414626,1.1368619678257372e-81
1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,412.0641993011904,1.3947473667778113e-80
0980: School enrollment; tertiary; male  (% gross) - WDI,398.55365959691363,2.6865781452264436e-78
2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,371.39341920161741,1.1879929404360988e-73
1332: Tariff rate; applied; simple mean; manufactured products  (%) - WDI,363.98161250721296,2.2647196374425649e-72
1092: Tuberculosis case detection rate  (%; all forms) - WDI,362.07799596405778,4.838266408226476e-72
0885: School enrollment; preprimary  (% gross) - WDI,360.07363351218601,1.0769623539098204e-71
1375: Commercial service imports  (current US$) - WDI,358.08890027170963,2.3806797232382487e-71
0886: School enrollment; preprimary; female  (% gross) - WDI,353.0865250398378,1.7649413818444129e-70
1051: Lifetime risk of maternal death  (%) - WDI,351.0544176990042,3.9891066075728148e-70
1340: Tariff rate; applied; simple mean; all products  (%) - WDI,348.40367481046724,1.1573285823057423e-69
0887: School enrollment; preprimary; male  (% gross) - WDI,348.07669822705697,1.3199768554176353e-69
0036: Service imports  (BoP; current US$) - WDI,343.79406491000526,7.4056912519731542e-69
1102: Health expenditure; public  (% of government expenditure) - WDI,340.88464216962717,2.3958505551947431e-68
1104: Health expenditure; total  (% of GDP) - WDI,338.15297255376481,7.2274374967598983e-68
1402: Commercial service exports  (current US$) - WDI,337.49041139856854,9.4494525602379742e-68
2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,335.81072533044011,1.8653246236847821e-67
2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,333.01890733922005,5.7848555160850365e-67
0066: Service exports  (BoP; current US$) - WDI,329.59416204573398,2.3246557660777663e-66
2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,326.19263936114459,9.2795076063883168e-66
2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,324.13160503375133,2.149625836852605e-65
2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,320.0624301813001,1.1323237729794503e-64
1344: Tariff rate; most favored nation; weighted mean; all products  (%) - WDI,318.94976487344042,1.7847834083091649e-64
0032: Primary income payments  (BoP; current US$) - WDI,317.28157534412372,3.5326981327739092e-64
1333: Tariff rate; most favored nation; simple mean; manufactured products  (%) - WDI,315.50846095644823,7.3046127841110373e-64
2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,314.60856296816297,1.056433945675023e-63
1040: Immunization; DPT  (% of children ages 12-23 months) - WDI,313.47313170559494,1.6832565557986804e-63
1974: Total expenditure on health as a percentage of gross domestic product - WHO,305.09434860047105,5.2876428904399514e-62
0062: Primary income receipts  (BoP; current US$) - WDI,295.69196101764106,2.5831988856426203e-60
0059: ICT service exports  (BoP; current US$) - WDI,289.11757516951849,3.9693428658979139e-59
2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,288.4390173283835,5.2656578223122373e-59
1185: Employment in services  (% of total employment) - WDI,286.94705888027886,9.8058719530203513e-59
1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI,284.64765348880405,2.5593885947937124e-58
1342: Share of tariff lines with specific rates; all products  (%) - WDI,283.96617011789522,3.401975014808425e-58
0957: School enrollment; secondary; male  (% net) - WDI,280.66063623045187,1.3550288119374243e-57
0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,280.18267073401699,1.6551462396294474e-57
0956: School enrollment; secondary; female  (% net) - WDI,276.73704813737606,7.0137178531173505e-57
0955: School enrollment; secondary  (% net) - WDI,274.25591907155865,1.9876069280923967e-56
0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI,271.60955035330147,6.0477176829989732e-56
0898: Pupil-teacher ratio; primary - WDI,266.21651839044239,5.8727145672641422e-55
1325: International tourism; expenditures  (current US$) - WDI,262.28828549211562,3.090203324561609e-54
1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI,260.38276154400961,6.9251501200830696e-54
1963: Private prepaid plans as a percentage of private expenditure on health - WHO,259.60736712586447,9.619400119736446e-54
2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,258.33559988725619,1.6495897539478942e-53
1324: International tourism; expenditures for travel items  (current US$) - WDI,258.31782630904854,1.6620753075663723e-53
2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,258.22292818365634,1.7303585225373726e-53
1343: Tariff rate; applied; weighted mean; all products  (%) - WDI,256.20895179360843,4.068745486060437e-53
1073: People practicing open defecation; rural  (% of rural population) - WDI,255.53415820236722,5.4197291743871107e-53
0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,255.36620809661937,5.8207212627146169e-53
2726: Merchandise trade-Imports-Food (US dollar at current prices) - WTO,251.09094773038461,3.5905341101538123e-52
2818: Balance of Payments-Imports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,250.76737202333683,4.1214431678273975e-52
1041: Immunization; measles  (% of children ages 12-23 months) - WDI,250.27177192491294,5.0909938378008414e-52
0063: Exports of goods and services  (BoP; current US$) - WDI,248.77676904310928,9.6327694546685092e-52
1335: Tariff rate; applied; weighted mean; manufactured products  (%) - WDI,246.54677933528416,2.4965016028506238e-51
0041: Foreign direct investment; net outflows  (BoP; current US$) - WDI,244.61126211784358,5.7116569658150188e-51
1376: Transport services  (% of commercial service imports) - WDI,244.57670643297564,5.7967305243049826e-51
1922: Private expenditure on health as a percentage of total expenditure on health - WHO,244.56857232257741,5.8169399234845853e-51
2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,240.94808623495757,2.7428739239222493e-50
0720: Imports of goods and services  (current US$) - WDI,238.60759224428259,7.4887748312113082e-50
2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO,238.1187038829496,9.2386116974585023e-50
1994: General government expenditure on health as a percentage of total expenditure on health - WHO,237.71148018607451,1.1005008263537408e-49
2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,237.50367361220691,1.2032956120655547e-49
1148: Self-employed; total  (% of total employed) - WDI,236.44901108631529,1.8935491443720189e-49
2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO,234.32942657160442,4.7140377986120445e-49
0722: Imports of goods and services  (constant 2005 US$) - WDI,228.79209172176971,5.1370849792064558e-48
1160: Wage and salaried workers; total  (% of total employed) - WDI,226.15108678238568,1.6096638268247705e-47
1075: People practicing open defecation  (% of population) - WDI,226.03020760800004,1.6961246272700074e-47
0033: Imports of goods and services  (BoP; current US$) - WDI,225.41614371162291,2.2126602800139873e-47
2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,224.79934063303986,2.8902255804486597e-47
1389: Merchandise exports to high-income economies  (% of total merchandise exports) - WDI,223.85596728283758,4.3497269958412479e-47
2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,223.50067386629331,5.0740048305783018e-47
2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO,221.46622793522755,1.2264576256307921e-46
2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,219.56225405187226,2.8042682583057251e-46
2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,219.55518319035741,2.8128994996839651e-46
1388: Merchandise exports  (current US$) - WDI,219.37918144287138,3.0365282858615277e-46
1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI,219.3215274796552,3.1135886441787657e-46
2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,217.99403440924297,5.545939984757892e-46
2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,216.27430098310751,1.1724189160436178e-45
1398: Merchandise exports by the reporting economy  (current US$) - WDI,215.86757193821717,1.399667893369766e-45
2823: Balance of Payments-Imports-Personal; cultural; and recreational services (US dollar at current prices) - WTO,213.89281761390407,3.3103838473858186e-45
2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO,213.83940783488092,3.388412127575806e-45
1371: Merchandise imports by the reporting economy  (current US$) - WDI,213.02067691479206,4.8432684892968926e-45
2798: Balance of Payments-Exports-Other services (US dollar at current prices) - WTO,212.30653864370655,6.6149654880022234e-45
1339: Share of tariff lines with international peaks; all products  (%) - WDI,211.86063177431029,8.0370295606424148e-45
2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,211.38940374997637,9.87397340221839e-45
1361: Merchandise imports  (current US$) - WDI,211.16880745728906,1.0873024913092936e-44
0065: Goods exports  (BoP; current US$) - WDI,211.01484678999122,1.1629689247592338e-44
0039: Transport services  (% of service imports; BoP) - WDI,208.97999783031565,2.8313891653976121e-44
2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,208.50952776415815,3.4786966571659397e-44
1404: High-technology exports  (% of manufactured exports) - WDI,205.98312023558321,1.0520675332893459e-43
2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO,204.23009979507046,2.2698565207049313e-43
0064: Insurance and financial services  (% of service exports; BoP) - WDI,201.5498035740903,7.3676588438490934e-43
2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO,201.08881004189396,9.0232726540593394e-43
2752: Merchandise trade-Imports-Electronic data processing and office equipment (US dollar at current prices) - WTO,200.68020281677101,1.079981860781857e-42
2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,200.5201307401457,1.1587750181425479e-42
0035: Goods imports  (BoP; current US$) - WDI,199.83785583045938,1.5645410368156096e-42
1319: International tourism; receipts  (current US$) - WDI,197.33822049040344,4.7051870811706394e-42
1910: General government expenditure on health as a percentage of total government expenditure - WHO,197.26852642945929,4.8519991103480156e-42
1323: International tourism; receipts for travel items  (current US$) - WDI,194.27181876474486,1.8207424981206975e-41
0941: Lower secondary completion rate; total  (% of relevant age group) - WDI,194.0756163866082,1.9855929125258638e-41
2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,193.12883758290005,3.0171601604291825e-41
0940: Lower secondary completion rate; male  (% of relevant age group) - WDI,191.78341036099468,5.4702658239144278e-41
0939: Lower secondary completion rate; female  (% of relevant age group) - WDI,189.20506580282051,1.7133729075958743e-40
1321: International tourism; receipts for passenger transport items  (current US$) - WDI,188.25058702361252,2.6158924253160916e-40
1322: International tourism; expenditures for passenger transport items  (current US$) - WDI,184.04644562694929,1.6920710482529143e-39
1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,182.33383924716742,3.6253304168723583e-39
2749: Merchandise trade-Exports-Transport equipment (US dollar at current prices) - WTO,181.52066297768243,5.2072566206485981e-39
1385: Manufactures exports  (% of merchandise exports) - WDI,180.90689122419258,6.8448338789676925e-39
2750: Merchandise trade-Exports-Automotive products (US dollar at current prices) - WTO,179.27884930755789,1.4144662035192647e-38
1347: Share of tariff lines with international peaks; primary products  (%) - WDI,178.5438330279292,1.9634549767240527e-38
1093: Incidence of tuberculosis  (per 100;000 people) - WDI,178.4930658196555,2.0084496680203403e-38
0921: Repeaters; primary; female  (% of female enrollment) - WDI,176.56807472333028,4.7447978516979026e-38
2723: Merchandise trade-Exports-Manufactures (US dollar at current prices) - WTO,174.0035769018771,1.4939883591386659e-37
2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,173.56659621648549,1.8168162426469412e-37
2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO,173.16320731338823,2.1765331267319549e-37
1311: Rural population growth  (annual %) - WDI,172.673145366391,2.7108449748346191e-37
2730: Merchandise trade-Imports-Iron and steel (US dollar at current prices) - WTO,172.1739618622841,3.3903969040379289e-37
0922: Repeaters; primary; male  (% of male enrollment) - WDI,169.27936754499984,1.2422307199198304e-36
0923: Repeaters; primary; total  (% of total enrollment) - WDI,169.25406726404177,1.2564242041682339e-36
1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI,167.77917369465661,2.4373178324468953e-36
2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,167.68566040788508,2.5419540237230886e-36
2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,167.68006061892987,2.5483607644550655e-36
1384: Insurance and financial services  (% of commercial service exports) - WDI,167.50082800410897,2.7621913036140613e-36
0928: Primary education; teachers  (% female) - WDI,165.43369176785126,7.0006524389004643e-36
0816: Total natural resources rents  (% of GDP) - WDI,164.59934568966025,1.0193293795043295e-35
2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,163.49362808078195,1.6776616132820972e-35
0761: Adjusted savings: education expenditure  (% of GNI) - WDI,163.0090453530949,2.0873161019489052e-35
0084: Stocks traded; total value  (% of GDP) - WDI,162.98249919690872,2.1124526986422909e-35
0071: Foreign direct investment; net inflows  (BoP; current US$) - WDI,159.45211396537985,1.0399241990207499e-34
0055: Net secondary income  (BoP; current US$) - WDI,158.75420302695713,1.4257342303484729e-34
0946: Secondary education; general pupils  (% female) - WDI,157.69756466352177,2.2995119477536846e-34
0906: School enrollment; primary; female  (% net) - WDI,157.40119632042411,2.6295995596571625e-34
2728: Merchandise trade-Imports-Fuels (US dollar at current prices) - WTO,155.05835394220873,7.5999168762239729e-34
1383: ICT goods exports  (% of total goods exports) - WDI,155.00204141847152,7.7964429268285036e-34
1318: International tourism; number of departures - WDI,154.70366671225239,8.9259018144692167e-34
1095: External resources for health  (% of total expenditure on health) - WDI,154.06030098737207,1.1950428148143515e-33
0905: School enrollment; primary  (% net) - WDI,152.32754491739146,2.6241027372192996e-33
1135: Employment in agriculture  (% of total employment) - WDI,150.23137977355179,6.8039411802970002e-33
0892: Primary completion rate; female  (% of relevant age group) - WDI,150.20959603178315,6.8716928076655564e-33
2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO,148.39920610360065,1.5664425478309739e-32
0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,147.71542759047045,2.1388928144972658e-32
0029: Cereal yield  (kg per hectare) - WDI,147.57318707645098,2.2821121481625001e-32
0947: Pupil-teacher ratio; lower secondary - WDI,145.76165304706987,5.2126889044862991e-32
0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,145.29886361206559,6.4383749691236812e-32
2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO,144.45931732236477,9.4456112233425455e-32
0894: Primary completion rate; total  (% of relevant age group) - WDI,143.53440050736086,1.4411908881661708e-31
1317: International tourism; number of arrivals - WDI,143.49407327555781,1.4679949741943345e-31
2734: Merchandise trade-Imports-Office and telecom equipment (US dollar at current prices) - WTO,142.09185557874122,2.7870039320846964e-31
0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI,142.01682633571082,2.8843130079023554e-31
2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,141.22557761888953,4.142606530412042e-31
2738: Merchandise trade-Imports-Textiles (US dollar at current prices) - WTO,140.02231699926136,7.1869115098361953e-31
0934: Children out of school; female  (% of female primary school age) - WDI,137.56182076691371,2.2204208315507968e-30
0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI,137.34702754251381,2.4504235656006325e-30
0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,135.70891097296638,5.1988868455480827e-30
0948: Pupil-teacher ratio; secondary - WDI,135.43894845800807,5.8854748257518961e-30
0999: Proportion of seats held by women in national parliaments  (%) - WDI,135.32715442947753,6.1957378272210628e-30
0976: Adolescents out of school  (% of lower secondary school age) - WDI,132.65701438220171,2.1159784369215785e-29
0937: Children out of school  (% of primary school age) - WDI,132.60594512943149,2.1663227744926378e-29
0929: Adjusted net enrollment rate; primary  (% of primary school age children) - WDI,132.45423287317382,2.3230687679695809e-29
0790: Inflation; GDP deflator  (annual %) - WDI,131.53775478848979,3.543276742017053e-29
2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO,131.51511691340244,3.5804310557132779e-29
0893: Primary completion rate; male  (% of relevant age group) - WDI,131.35045892681131,3.8626777941576681e-29
0044: Personal remittances; paid  (current US$) - WDI,129.26274470389671,1.0116649476787048e-28
0878: Compulsory education; duration  (years) - WDI,127.07003163553858,2.7853518414049711e-28
0907: School enrollment; primary; male  (% net) - WDI,126.31504348258733,3.9489706231512634e-28
0730: Trade  (% of GDP) - WDI,126.23968641428864,4.089029911613066e-28
1356: ICT goods imports  (% total goods imports) - WDI,125.5804778533401,5.5470865162090987e-28
0763: Adjusted savings: carbon dioxide damage  (% of GNI) - WDI,125.4331999971089,5.9383215191528807e-28
1328: Import volume index  (2000 = 100) - WDI,123.01438359468364,1.8206386286677687e-27
0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,122.20018567130083,2.6557918736179191e-27
0026: Food production index  (2004-2006 = 100) - WDI,121.87194719340043,3.0926061776433977e-27
1351: Tariff rate; applied; weighted mean; primary products  (%) - WDI,119.28499024645208,1.0281765818916222e-26
0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,119.08220739593577,1.1298127295942227e-26
2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,118.52406843699104,1.4645935343597217e-26
0739: Manufacturing; value added  (constant 2005 US$) - WDI,117.25053401855601,2.6488967405628101e-26
1269: Prevalence of undernourishment  (% of population) - WDI,114.77662024874076,8.3879821340173937e-26
1313: Urban population growth  (annual %) - WDI,112.95053087935763,1.9667190863192736e-25
1370: Merchandise imports by the reporting economy; residual  (% of total merchandise imports) - WDI,112.2890236819147,2.6787285794353896e-25
1373: Import value index  (2000 = 100) - WDI,111.8828034847612,3.2386385159221878e-25
0844: Net taxes on products  (current US$) - WDI,110.86661599313557,5.2081532441983769e-25
0936: Children out of school; male  (% of male primary school age) - WDI,109.53104464562074,9.7293880014137946e-25
0760: Adjusted savings: education expenditure  (current US$) - WDI,109.27970369586833,1.0944361714554177e-24
1270: Depth of the food deficit  (kilocalories per person per day) - WDI,108.7116350373407,1.4280066386758374e-24
0931: Adjusted net enrollment rate; primary; male  (% of primary school age children) - WDI,108.46202443761157,1.6051439789502833e-24
0078: Personal remittances; received  (% of GDP) - WDI,107.59625249222749,2.408405915870542e-24
0796: Gross value added at factor cost  (constant 2005 US$) - WDI,107.30841495204434,2.7563857561017303e-24
0798: Forest rents  (% of GDP) - WDI,107.26396861150491,2.8144361740499719e-24
2809: Balance of Payments-Exports-Telecommunications services (US dollar at current prices) - WTO,106.89675926888968,3.343368624331849e-24
0794: Gross value added at factor cost  (current US$) - WDI,103.51924522931631,1.633325894889125e-23
0067: Charges for the use of intellectual property; receipts  (BoP; current US$) - WDI,103.15214873569758,1.9411174937581956e-23
1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,102.8687174665432,2.217973797693696e-23
1403: High-technology exports  (current US$) - WDI,102.59451847409812,2.523402819237584e-23
0802: GDP  (constant 2005 US$) - WDI,102.40640351202858,2.7569755272669422e-23
0949: Pupil-teacher ratio; upper secondary - WDI,102.12403717592328,3.1488518996832112e-23
0897: Primary education; pupils  (% female) - WDI,101.58186484915559,4.0645609738351751e-23
1074: People practicing open defecation; urban  (% of urban population) - WDI,100.17497717780894,7.8867917446795775e-23
0825: GNI  (constant 2005 US$) - WDI,99.38357408791066,1.1454527882453809e-22
0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,97.135760692568837,3.3101976100626107e-22
0822: GNI; Atlas method  (current US$) - WDI,96.677753926677497,4.1101482369203802e-22
0779: Adjusted net national income  (constant 2005 US$) - WDI,95.31895076520712,7.8151805083208248e-22
0800: GDP  (current US$) - WDI,94.817385748101159,9.9089562604695351e-22
0057: Grants; excluding technical cooperation  (BoP; current US$) - WDI,94.765623889013284,1.0154744999340769e-21
0823: GNI  (current US$) - WDI,94.678214620629205,1.0583746433019086e-21
1354: Food imports  (% of merchandise imports) - WDI,94.208124699124511,1.3222257490538367e-21
0754: Services; etc.; value added  (current US$) - WDI,93.897906843327178,1.5314963153294469e-21
0729: External balance on goods and services  (% of GDP) - WDI,93.028742995177012,2.3119600832705869e-21
0756: Services; etc.; value added  (constant 2005 US$) - WDI,91.87040686994473,4.0044280410956909e-21
0847: Net current transfers from abroad  (current US$) - WDI,91.104422122927403,5.759882769129732e-21
0778: Adjusted net national income  (current US$) - WDI,91.024555389006068,5.9824625579622781e-21
0082: Listed domestic companies; total - WDI,90.2137846164905,8.7921882336224268e-21
1929: Out-of-pocket expenditure as a percentage of private expenditure on health - WHO,90.145888414538419,9.0804005015148417e-21
0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI,86.229010084699723,5.8544338801020997e-20
0944: Secondary education; pupils  (% female) - WDI,85.542243241010027,8.121878461121944e-20
