0808-All-N-MIC,0808-All-N-FST,0808-All-P-MIC,0808-All-P-FST,0808-Ext-N-MIC,0808-Ext-N-FST,0808-Ext-P-MIC,0808-Ext-P-FST
0835: GNI per capita; PPP  (current international $) - WDI,0781: Adjusted net national income per capita  (current US$) - WDI,0813: GDP per capita; PPP  (current international $) - WDI,0814: GDP per capita; PPP  (constant 2011 international $) - WDI,0379: Electric power consumption  (kWh per capita) - WDI,1315: Urban population  (% of total) - WDI,0379: Electric power consumption  (kWh per capita) - WDI,0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI
0813: GDP per capita; PPP  (current international $) - WDI,0813: GDP per capita; PPP  (current international $) - WDI,0814: GDP per capita; PPP  (constant 2011 international $) - WDI,0781: Adjusted net national income per capita  (current US$) - WDI,1148: Self-employed; total  (% of total employed) - WDI,0388: CO2 emissions  (metric tons per capita) - WDI,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0442: Water productivity; total  (constant 2005 US$ GDP per cubic meter of total freshwater withdrawal) - WDI
0814: GDP per capita; PPP  (constant 2011 international $) - WDI,1899: Percentage of Individuals using the Internet (%) - ITU,1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI,1312: Rural population  (% of total population) - WDI,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,1148: Self-employed; total  (% of total employed) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD
1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI,0636: Mobile cellular subscriptions  (per 100 people) - WDI,1167: GDP per person employed  (constant 2011 PPP $) - WDI,1315: Urban population  (% of total) - WDI,1160: Wage and salaried workers; total  (% of total employed) - WDI,0427: Population density  (people per sq. km of land area) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI
1167: GDP per person employed  (constant 2011 PPP $) - WDI,0442: Water productivity; total  (constant 2005 US$ GDP per cubic meter of total freshwater withdrawal) - WDI,0736: Agriculture; value added  (% of GDP) - WDI,1899: Percentage of Individuals using the Internet (%) - ITU,1135: Employment in agriculture  (% of total employment) - WDI,1295: Population ages 0-14  (% of total) - WDI,1135: Employment in agriculture  (% of total employment) - WDI,0379: Electric power consumption  (kWh per capita) - WDI
0736: Agriculture; value added  (% of GDP) - WDI,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0638: Fixed telephone subscriptions  (per 100 people) - WDI,0813: GDP per capita; PPP  (current international $) - WDI,0640: Fixed broadband subscriptions  (per 100 people) - WDI,1268: International migrant stock  (% of population) - WDI,1916: Total density per million population: Computed tomography units - WHO,0427: Population density  (people per sq. km of land area) - WDI
0638: Fixed telephone subscriptions  (per 100 people) - WDI,0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI,1899: Percentage of Individuals using the Internet (%) - ITU,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,1916: Total density per million population: Computed tomography units - WHO,1895: Mobile-cellular telephone subscriptions - ITU,0374: Access to non-solid fuel  (% of population) - WDI,1295: Population ages 0-14  (% of total) - WDI
1899: Percentage of Individuals using the Internet (%) - ITU,1312: Rural population  (% of total population) - WDI,1134: Employment in agriculture; male  (% of male employment) - WDI,0636: Mobile cellular subscriptions  (per 100 people) - WDI,1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI,1057: Number of surgical procedures  (per 100;000 population) - WDI,1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI,1289: Survival to age 65; female  (% of cohort) - WDI
0388: CO2 emissions  (metric tons per capita) - WDI,0835: GNI per capita; PPP  (current international $) - WDI,0388: CO2 emissions  (metric tons per capita) - WDI,0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI,1300: Age dependency ratio; young  (% of working-age population) - WDI,1056: Risk of impoverishing expenditure for surgical care  (% of people at risk) - WDI,1268: International migrant stock  (% of population) - WDI
0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0642: Secure Internet servers  (per 1 million people) - WDI,0442: Water productivity; total  (constant 2005 US$ GDP per cubic meter of total freshwater withdrawal) - WDI,0374: Access to non-solid fuel  (% of population) - WDI,1278: Birth rate; crude  (per 1;000 people) - WDI,2714: Public Services - Fund for Peace,1288: Fertility rate; total  (births per woman) - WDI
0643: Internet users  (per 100 people) - WDI,1315: Urban population  (% of total) - WDI,0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,2714: Public Services - Fund for Peace,1904: Total density per million population: Radiotherapy units - WHO,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,1278: Birth rate; crude  (per 1;000 people) - WDI
0642: Secure Internet servers  (per 1 million people) - WDI,0388: CO2 emissions  (metric tons per capita) - WDI,0643: Internet users  (per 100 people) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI,2712: Poverty and Economic Decline - Fund for Peace,1289: Survival to age 65; female  (% of cohort) - WDI,2712: Poverty and Economic Decline - Fund for Peace,1895: Mobile-cellular telephone subscriptions - ITU
1134: Employment in agriculture; male  (% of male employment) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0379: Electric power consumption  (kWh per capita) - WDI,0835: GNI per capita; PPP  (current international $) - WDI,1413: Account at a financial institution; male  (% age 15+) - WDI,1296: Population ages 15-64  (% of total) - WDI,1413: Account at a financial institution; male  (% age 15+) - WDI,1285: Life expectancy at birth; female  (years) - WDI
0379: Electric power consumption  (kWh per capita) - WDI,0427: Population density  (people per sq. km of land area) - WDI,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0379: Electric power consumption  (kWh per capita) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0379: Electric power consumption  (kWh per capita) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,1300: Age dependency ratio; young  (% of working-age population) - WDI
1148: Self-employed; total  (% of total employed) - WDI,1295: Population ages 0-14  (% of total) - WDI,0640: Fixed broadband subscriptions  (per 100 people) - WDI,0427: Population density  (people per sq. km of land area) - WDI,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,1297: Population ages 65 and above  (% of total) - WDI,1284: Mortality rate; infant; male  (per 1;000 live births) - WDI,1286: Life expectancy at birth; total  (years) - WDI
1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,1268: International migrant stock  (% of population) - WDI,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0782: Adjusted net national income per capita  (constant 2005 US$) - WDI,1282: Mortality rate; infant; female  (per 1;000 live births) - WDI,1285: Life expectancy at birth; female  (years) - WDI,1030: Mortality rate; under-5; male  (per 1;000 live births) - WDI,1296: Population ages 15-64  (% of total) - WDI
1160: Wage and salaried workers; total  (% of total employed) - WDI,1895: Mobile-cellular telephone subscriptions - ITU,1148: Self-employed; total  (% of total employed) - WDI,1295: Population ages 0-14  (% of total) - WDI,1030: Mortality rate; under-5; male  (per 1;000 live births) - WDI,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,1029: Mortality rate; under-5; female  (per 1;000 live births) - WDI,1045: Physicians  (per 1;000 people) - WDI
1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,1057: Number of surgical procedures  (per 100;000 population) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI,1289: Survival to age 65; female  (% of cohort) - WDI,1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI,1946: Per capita government expenditure on health (PPP int. $) - WHO,1160: Wage and salaried workers; total  (% of total employed) - WDI,1297: Population ages 65 and above  (% of total) - WDI
1135: Employment in agriculture  (% of total employment) - WDI,0782: Adjusted net national income per capita  (constant 2005 US$) - WDI,1135: Employment in agriculture  (% of total employment) - WDI,1268: International migrant stock  (% of population) - WDI,1412: Account at a financial institution  (% age 15+) - WDI,1286: Life expectancy at birth; total  (years) - WDI,1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI,0374: Access to non-solid fuel  (% of population) - WDI
0640: Fixed broadband subscriptions  (per 100 people) - WDI,1300: Age dependency ratio; young  (% of working-age population) - WDI,1916: Total density per million population: Computed tomography units - WHO,1288: Fertility rate; total  (births per woman) - WDI,1289: Survival to age 65; female  (% of cohort) - WDI,1986: Per capita government expenditure on health at average exchange rate (US$) - WHO,1289: Survival to age 65; female  (% of cohort) - WDI,1904: Total density per million population: Radiotherapy units - WHO
1916: Total density per million population: Computed tomography units - WHO,1278: Birth rate; crude  (per 1;000 people) - WDI,0374: Access to non-solid fuel  (% of population) - WDI,1278: Birth rate; crude  (per 1;000 people) - WDI,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,1298: Age dependency ratio  (% of working-age population) - WDI,1282: Mortality rate; infant; female  (per 1;000 live births) - WDI,1299: Age dependency ratio; old  (% of working-age population) - WDI
1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI,1895: Mobile-cellular telephone subscriptions - ITU,1895: Mobile-cellular telephone subscriptions - ITU,1299: Age dependency ratio; old  (% of working-age population) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,1298: Age dependency ratio  (% of working-age population) - WDI
0380: Energy use  (kg of oil equivalent per capita) - WDI,1904: Total density per million population: Radiotherapy units - WHO,1056: Risk of impoverishing expenditure for surgical care  (% of people at risk) - WDI,1285: Life expectancy at birth; female  (years) - WDI,1284: Mortality rate; infant; male  (per 1;000 live births) - WDI,1290: Survival to age 65; male  (% of cohort) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,1305: Population; female  (% of total) - WDI
0374: Access to non-solid fuel  (% of population) - WDI,0832: GNI per capita  (constant 2005 US$) - WDI,2714: Public Services - Fund for Peace,1300: Age dependency ratio; young  (% of working-age population) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0381: CO2 intensity  (kg per kg of oil equivalent energy use) - WDI,1285: Life expectancy at birth; female  (years) - WDI,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI
2714: Public Services - Fund for Peace,0836: GNI per capita; PPP  (constant 2011 international $) - WDI,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,0832: GNI per capita  (constant 2005 US$) - WDI,1968: Population median age (years) - WHO,1287: Life expectancy at birth; male  (years) - WDI,1035: Improved water source  (% of population with access) - WDI,1287: Life expectancy at birth; male  (years) - WDI
2712: Poverty and Economic Decline - Fund for Peace,1289: Survival to age 65; female  (% of cohort) - WDI,2712: Poverty and Economic Decline - Fund for Peace,1286: Life expectancy at birth; total  (years) - WDI,1029: Mortality rate; under-5; female  (per 1;000 live births) - WDI,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0647: Logistics performance index: Quality of trade and transport-related infrastructure  (1=low to 5=high) - WDI,1042: Hospital beds  (per 1;000 people) - WDI
1413: Account at a financial institution; male  (% age 15+) - WDI,1296: Population ages 15-64  (% of total) - WDI,1413: Account at a financial institution; male  (% age 15+) - WDI,1296: Population ages 15-64  (% of total) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,0380: Energy use  (kg of oil equivalent per capita) - WDI,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0649: Logistics performance index: Competence and quality of logistics services  (1=low to 5=high) - WDI
1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,0379: Electric power consumption  (kWh per capita) - WDI,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD,1045: Physicians  (per 1;000 people) - WDI,1035: Improved water source  (% of population with access) - WDI,1955: Per capita total expenditure on health at average exchange rate (US$) - WHO,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI
0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,1167: GDP per person employed  (constant 2011 PPP $) - WDI,1284: Mortality rate; infant; male  (per 1;000 live births) - WDI,1297: Population ages 65 and above  (% of total) - WDI,1285: Life expectancy at birth; female  (years) - WDI,1288: Fertility rate; total  (births per woman) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,1057: Number of surgical procedures  (per 100;000 population) - WDI
1282: Mortality rate; infant; female  (per 1;000 live births) - WDI,1297: Population ages 65 and above  (% of total) - WDI,1030: Mortality rate; under-5; male  (per 1;000 live births) - WDI,0374: Access to non-solid fuel  (% of population) - WDI,1286: Life expectancy at birth; total  (years) - WDI,1305: Population; female  (% of total) - WDI,0979: School enrollment; tertiary; female  (% gross) - WDI,0405: Agricultural nitrous oxide emissions  (% of total) - WDI
1030: Mortality rate; under-5; male  (per 1;000 live births) - WDI,1285: Life expectancy at birth; female  (years) - WDI,1029: Mortality rate; under-5; female  (per 1;000 live births) - WDI,1904: Total density per million population: Radiotherapy units - WHO,1414: Account at a financial institution; female  (% age 15+) - WDI,1045: Physicians  (per 1;000 people) - WDI,0651: Logistics performance index: Frequency with which shipments reach consignee within scheduled or expected time  (1=low to 5=high) - WDI,1290: Survival to age 65; male  (% of cohort) - WDI
1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,1160: Wage and salaried workers; total  (% of total employed) - WDI,1299: Age dependency ratio; old  (% of working-age population) - WDI,0798: Forest rents  (% of GDP) - WDI,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0752: Other manufacturing  (% of value added in manufacturing) - WDI,1946: Per capita government expenditure on health (PPP int. $) - WHO
1412: Account at a financial institution  (% age 15+) - WDI,1946: Per capita government expenditure on health (PPP int. $) - WHO,1415: Account at a financial institution; income; poorest 40%  (% ages 15+) - WDI,1298: Age dependency ratio  (% of working-age population) - WDI,0953: School enrollment; secondary; female  (% gross) - WDI,0405: Agricultural nitrous oxide emissions  (% of total) - WDI,0023: Agricultural machinery; tractors per 100 sq. km of arable land - WDI,0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI
1289: Survival to age 65; female  (% of cohort) - WDI,1286: Life expectancy at birth; total  (years) - WDI,1289: Survival to age 65; female  (% of cohort) - WDI,1305: Population; female  (% of total) - WDI,0956: School enrollment; secondary; female  (% net) - WDI,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0492: Domestic credit to private sector  (% of GDP) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI
1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,1986: Per capita government expenditure on health at average exchange rate (US$) - WHO,1282: Mortality rate; infant; female  (per 1;000 live births) - WDI,0836: GNI per capita; PPP  (constant 2011 international $) - WDI,0322: Net ODA received  (% of imports of goods; services and primary income) - WDI,0374: Access to non-solid fuel  (% of population) - WDI,2704: Corruption perceptions index - Transparency,1986: Per capita government expenditure on health at average exchange rate (US$) - WHO
1895: Mobile-cellular telephone subscriptions - ITU,1298: Age dependency ratio  (% of working-age population) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0957: School enrollment; secondary; male  (% net) - WDI,1283: Mortality rate; infant  (per 1;000 live births) - WDI,0980: School enrollment; tertiary; male  (% gross) - WDI,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI
1284: Mortality rate; infant; male  (per 1;000 live births) - WDI,1299: Age dependency ratio; old  (% of working-age population) - WDI,1028: Mortality rate; under-5  (per 1;000 live births) - WDI,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI,1287: Life expectancy at birth; male  (years) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0650: Logistics performance index: Overall  (1=low to 5=high) - WDI,1924: Psychiatrists working in mental health sector (per 100;000) - WHO
1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,1290: Survival to age 65; male  (% of cohort) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,1167: GDP per person employed  (constant 2011 PPP $) - WDI,1183: Employment in services; female  (% of female employment) - WDI,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0477: Money and quasi money  as % of GDP (M2) - WDI,1955: Per capita total expenditure on health at average exchange rate (US$) - WHO
1968: Population median age (years) - WHO,0381: CO2 intensity  (kg per kg of oil equivalent energy use) - WDI,1285: Life expectancy at birth; female  (years) - WDI,1287: Life expectancy at birth; male  (years) - WDI,0372: Access to non-solid fuel; rural  (% of rural population) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,2707: Failed States Index Total - Fund for Peace,1283: Mortality rate; infant  (per 1;000 live births) - WDI
1028: Mortality rate; under-5  (per 1;000 live births) - WDI,1287: Life expectancy at birth; male  (years) - WDI,1035: Improved water source  (% of population with access) - WDI,1042: Hospital beds  (per 1;000 people) - WDI,0442: Water productivity; total  (constant 2005 US$ GDP per cubic meter of total freshwater withdrawal) - WDI,1042: Hospital beds  (per 1;000 people) - WDI,1044: Nurses and midwives  (per 1;000 people) - WDI,0646: Logistics performance index: Efficiency of customs clearance process  (1=low to 5=high) - WDI
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
