@relation MINE-Indicator-2011-2704_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
24,'2704N: Corruption perceptions index - Transparency - 0','0830: GNI per capita; Atlas method  (current US$) - WDI - 762',0.57175,-0.055757,0.06252,0.57175,4.321928,0.792154,cluster3
25,'2704N: Corruption perceptions index - Transparency - 0','1098: Health expenditure per capita  (current US$) - WDI - 1013',0.57144,-0.006439,0.07153,0.57144,4.321928,0.760184,cluster3
26,'2704N: Corruption perceptions index - Transparency - 0','0810: GDP per capita  (constant 2005 US$) - WDI - 742',0.56334,-0.060645,0.04141,0.56334,4.321928,0.789927,cluster3
27,'2704N: Corruption perceptions index - Transparency - 0','1023: Number of under-five deaths - WDI - 948',0.55866,0.526667,0.06646,0.55866,4.321928,-0.178866,cluster0
28,'2704N: Corruption perceptions index - Transparency - 0','0625: Burden of customs procedure; WEF  (1=extremely inefficient to 7=extremely efficient) - WDI - 566',0.55482,-0.081532,0.03239,0.55482,4.169925,0.797717,cluster3
29,'2704N: Corruption perceptions index - Transparency - 0','1028: Mortality rate; under-5  (per 1;000 live births) - WDI - 952',0.55388,0.229488,0.09186,0.55388,4.321928,-0.569555,cluster0
30,'2704N: Corruption perceptions index - Transparency - 0','1289: Survival to age 65; female  (\% of cohort) - WDI - 1194',0.55168,0.221379,0.07697,0.55168,4.321928,0.574718,cluster3
31,'2704N: Corruption perceptions index - Transparency - 0','1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014',0.551,-0.063643,0.0444,0.551,4.321928,0.783992,cluster3
32,'2704N: Corruption perceptions index - Transparency - 0','1049: Number of maternal deaths - WDI - 971',0.55093,0.509266,0.06664,0.55093,4.321928,-0.204119,cluster0
33,'2704N: Corruption perceptions index - Transparency - 0','1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189',0.55091,0.182326,0.08599,0.55091,4.321928,-0.607111,cluster0
34,'2704N: Corruption perceptions index - Transparency - 0','1021: Number of infant deaths - WDI - 947',0.54598,0.516515,0.06496,0.54598,4.321928,-0.171653,cluster0
35,'2704N: Corruption perceptions index - Transparency - 0','2716: Security Apparatus - Fund for Peace - 1711',0.54131,-0.173735,0.0432,0.54131,4.321928,-0.845603,cluster0
36,'2704N: Corruption perceptions index - Transparency - 0','1287: Life expectancy at birth; male  (years) - WDI - 1192',0.54045,0.073327,0.03425,0.52845,4.459432,0.683464,cluster3
37,'2704N: Corruption perceptions index - Transparency - 0','1954: Gross national income per capita (PPP int. $) - WHO - 1679',0.54037,0.06421,0.07651,0.52206,4.321928,0.690043,cluster3
38,'2704N: Corruption perceptions index - Transparency - 0','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI - 404',0.53858,0.176712,0.04183,0.53858,4.321928,0.601554,cluster3
39,'2704N: Corruption perceptions index - Transparency - 0','1033: Improved water source; rural  (\% of rural population with access) - WDI - 955',0.53687,0.152223,0.04003,0.53687,4.321928,0.620199,cluster3
40,'2704N: Corruption perceptions index - Transparency - 0','1034: Improved water source; urban  (\% of urban population with access) - WDI - 956',0.53554,0.266327,0.04926,0.53554,4.321928,0.518857,cluster3
41,'2704N: Corruption perceptions index - Transparency - 0','0953: School enrollment; secondary; female  (\% gross) - WDI - 883',0.53541,0.141375,0.07553,0.5161,4.169925,0.627722,cluster3
42,'2704N: Corruption perceptions index - Transparency - 0','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.53527,0.100037,0.04183,0.52532,4.459432,0.659722,cluster3
43,'2704N: Corruption perceptions index - Transparency - 0','1297: Population ages 65 and above  (\% of total) - WDI - 1202',0.52872,0.138724,0.11655,0.52872,4.321928,0.624496,cluster3
44,'2704N: Corruption perceptions index - Transparency - 0','1285: Life expectancy at birth; female  (years) - WDI - 1190',0.52847,0.132588,0.05396,0.51303,4.459432,0.629191,cluster3
45,'2704N: Corruption perceptions index - Transparency - 0','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327',0.52791,0.298095,0.06401,0.50609,4.169925,0.47939,cluster3
46,'2704N: Corruption perceptions index - Transparency - 0','0808: GDP per capita  (current US$) - WDI - 740',0.52688,-0.05989,0.04203,0.52688,4.321928,0.766009,cluster3
47,'2704N: Corruption perceptions index - Transparency - 0','0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768',0.52523,0.033818,0.05854,0.52523,4.321928,0.701008,cluster3
48,'2704N: Corruption perceptions index - Transparency - 0','2708: Demographic Pressures - Fund for Peace - 1703',0.52444,-0.084104,0.08376,0.52444,4.169925,-0.780092,cluster0
49,'2704N: Corruption perceptions index - Transparency - 0','2714: Public Services - Fund for Peace - 1709',0.52308,-0.127741,0.05964,0.52308,4.169925,-0.806735,cluster0
50,'2704N: Corruption perceptions index - Transparency - 0','0835: GNI per capita; PPP  (current international $) - WDI - 767',0.52166,0.030231,0.05854,0.52166,4.321928,0.70102,cluster3
51,'2704N: Corruption perceptions index - Transparency - 0','0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579',0.51982,-0.011863,0.03528,0.50513,4.459432,0.729166,cluster3
52,'2704N: Corruption perceptions index - Transparency - 0','1288: Fertility rate; total  (births per woman) - WDI - 1193',0.51974,0.242411,0.03785,0.49971,4.459432,-0.526621,cluster0
53,'2704N: Corruption perceptions index - Transparency - 0','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI - 1183',0.51868,0.28888,0.08893,0.51868,4.321928,-0.479375,cluster0
54,'2704N: Corruption perceptions index - Transparency - 0','1025: Number of neonatal deaths - WDI - 949',0.51812,0.497273,0.04419,0.51812,4.321928,-0.144386,cluster0
55,'2704N: Corruption perceptions index - Transparency - 0','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI - 953',0.51674,0.107675,0.0665,0.51674,4.321928,-0.639582,cluster0
56,'2704N: Corruption perceptions index - Transparency - 0','0571: Time to import  (days) - WDI - 517',0.51599,0.120517,0.04535,0.51599,4.321928,-0.628867,cluster0
57,'2704N: Corruption perceptions index - Transparency - 0','2715: Human Rights - Fund for Peace - 1710',0.51089,-0.192461,0.06662,0.51089,4.321928,-0.838661,cluster0
58,'2704N: Corruption perceptions index - Transparency - 0','0626: Quality of port infrastructure; WEF  (1=extremely underdeveloped to 7=well developed and efficient by international standards) - WDI - 567',0.50686,-0.043109,0.13215,0.50686,4.169925,0.741599,cluster3
59,'2704N: Corruption perceptions index - Transparency - 0','0813: GDP per capita; PPP  (current international $) - WDI - 745',0.50628,0.048638,0.07894,0.50628,4.321928,0.676492,cluster3
60,'2704N: Corruption perceptions index - Transparency - 0','0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746',0.50628,0.048638,0.07894,0.50628,4.321928,0.676492,cluster3
61,'2704N: Corruption perceptions index - Transparency - 0','0952: School enrollment; secondary  (\% gross) - WDI - 882',0.50555,0.105889,0.04226,0.47833,4.169925,0.632188,cluster3
62,'2704N: Corruption perceptions index - Transparency - 0','1299: Age dependency ratio; old  (\% of working-age population) - WDI - 1204',0.50243,0.122456,0.08245,0.50243,4.321928,0.61642,cluster3
63,'2704N: Corruption perceptions index - Transparency - 0','1295: Population ages 0-14  (\% of total) - WDI - 1200',0.50238,0.119316,0.07266,0.50238,4.321928,-0.618921,cluster0
64,'2704N: Corruption perceptions index - Transparency - 0','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656',0.50189,-0.031423,0.02342,0.50189,4.321928,0.730283,cluster3
65,'2704N: Corruption perceptions index - Transparency - 0','1051: Lifetime risk of maternal death  (\%) - WDI - 973',0.49913,0.30773,0.04026,0.49913,4.321928,-0.437493,cluster0
66,'2704N: Corruption perceptions index - Transparency - 0','0759: Services; etc.; value added  (\% of GDP) - WDI - 691',0.49775,0.206822,0.02549,0.48479,4.321928,0.539378,cluster3
67,'2704N: Corruption perceptions index - Transparency - 0','1290: Survival to age 65; male  (\% of cohort) - WDI - 1195',0.49716,0.06309,0.08119,0.49716,4.321928,0.65884,cluster3
68,'2704N: Corruption perceptions index - Transparency - 0','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI - 409',0.49325,-0.028698,0.02596,0.47461,4.321928,0.72246,cluster3
69,'2704N: Corruption perceptions index - Transparency - 0','1300: Age dependency ratio; young  (\% of working-age population) - WDI - 1205',0.49311,0.154993,0.05297,0.49311,4.321928,-0.581478,cluster0
70,'2704N: Corruption perceptions index - Transparency - 0','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI - 1267',0.49253,0.192694,0.18664,0.49253,4.321928,0.547573,cluster3
71,'2704N: Corruption perceptions index - Transparency - 0','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786',0.49191,-0.138433,0.03997,0.49191,4.321928,0.793942,cluster3
72,'2704N: Corruption perceptions index - Transparency - 0','0492: Domestic credit to private sector  (\% of GDP) - WDI - 441',0.49088,0.016801,0.02525,0.47485,4.321928,0.688534,cluster3
73,'2704N: Corruption perceptions index - Transparency - 0','0954: School enrollment; secondary; male  (\% gross) - WDI - 884',0.49084,0.100347,0.03924,0.47097,4.169925,0.624895,cluster3
74,'2704N: Corruption perceptions index - Transparency - 0','0456: Commercial bank branches  (per 100;000 adults) - WDI - 406',0.48767,0.284384,0.05404,0.48767,4.321928,0.450872,cluster3
75,'2704N: Corruption perceptions index - Transparency - 0','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.48753,0.094538,0.03038,0.48753,4.321928,0.626891,cluster3
76,'2704N: Corruption perceptions index - Transparency - 0','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI - 521',0.48644,0.306208,0.09775,0.47013,4.321928,-0.424537,cluster0
77,'2704N: Corruption perceptions index - Transparency - 0','1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008',0.48604,0.370446,0.11255,0.47082,4.459432,-0.339991,cluster0
78,'2704N: Corruption perceptions index - Transparency - 0','1278: Birth rate; crude  (per 1;000 people) - WDI - 1185',0.48324,0.133809,0.04514,0.46463,4.459432,-0.591127,cluster0
79,'2704N: Corruption perceptions index - Transparency - 0','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.48137,0.260118,0.03305,0.48137,4.321928,-0.470375,cluster0
80,'2704N: Corruption perceptions index - Transparency - 0','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972',0.4749,0.147652,0.01603,0.4749,4.321928,0.572056,cluster3
81,'2704N: Corruption perceptions index - Transparency - 0','0774: Adjusted savings: natural resources depletion  (\% of GNI) - WDI - 706',0.47192,0.326341,0.10723,0.45033,4.321928,-0.381548,cluster0
82,'2704N: Corruption perceptions index - Transparency - 0','1967: Total fertility rate (per woman) - WHO - 1684',0.47079,0.211209,0.04095,0.47079,4.321928,-0.509491,cluster0
83,'2704N: Corruption perceptions index - Transparency - 0','2717: Factionalized Elites - Fund for Peace - 1712',0.46886,-0.154047,0.06264,0.46886,4,-0.789244,cluster0
84,'2704N: Corruption perceptions index - Transparency - 0','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184',0.46597,0.142156,0.07082,0.46597,4.321928,-0.569047,cluster0
85,'2704N: Corruption perceptions index - Transparency - 0','1060: Improved sanitation facilities; urban  (\% of urban population with access) - WDI - 977',0.46506,0.224696,0.06123,0.46506,4.321928,0.49027,cluster3
86,'2704N: Corruption perceptions index - Transparency - 0','2712: Poverty and Economic Decline - Fund for Peace - 1707',0.46428,-0.079209,0.04637,0.46428,4.321928,-0.737217,cluster0
87,'2704N: Corruption perceptions index - Transparency - 0','0691: Gross national expenditure deflator  (base year varies by country) - WDI - 623',0.46009,0.405653,0.10022,0.44292,4.321928,-0.233318,cluster0
88,'2704N: Corruption perceptions index - Transparency - 0','1058: Improved sanitation facilities  (\% of population with access) - WDI - 975',0.45702,0.17044,0.03862,0.45702,4.321928,0.535332,cluster3
89,'2704N: Corruption perceptions index - Transparency - 0','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI - 705',0.45329,0.181979,0.06861,0.45329,4.321928,-0.520875,cluster0
90,'2704N: Corruption perceptions index - Transparency - 0','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI - 976',0.45197,0.151681,0.03921,0.45197,4.321928,0.547986,cluster3
91,'2704N: Corruption perceptions index - Transparency - 0','0553: Time to export  (days) - WDI - 500',0.45154,0.083624,0.05067,0.45154,3.807355,-0.606561,cluster0
92,'2704N: Corruption perceptions index - Transparency - 0','1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666',0.4506,0.03897,0.07873,0.43479,4.321928,0.641584,cluster3
93,'2704N: Corruption perceptions index - Transparency - 0','0922: Repeaters; primary; male  (\% of male enrollment) - WDI - 852',0.45044,0.258149,0.08473,0.41398,4.169925,-0.43851,cluster0
94,'2704N: Corruption perceptions index - Transparency - 0','1383: ICT goods exports  (\% of total goods exports) - WDI - 1288',0.44679,0.358792,0.04864,0.41422,4.169925,0.296645,cluster5
95,'2704N: Corruption perceptions index - Transparency - 0','0062: Primary income receipts  (BoP; current US$) - WDI - 59',0.44663,0.271418,0.13918,0.42772,4.321928,0.418583,cluster5
96,'2704N: Corruption perceptions index - Transparency - 0','2711: Uneven Development - Fund for Peace - 1706',0.44524,-0.155309,0.06708,0.44524,4.169925,-0.774951,cluster0
97,'2704N: Corruption perceptions index - Transparency - 0','0727: External balance on goods and services  (current LCU) - WDI - 659',0.44336,0.438806,0.1992,0.44336,4.321928,-0.067483,cluster5
98,'2704N: Corruption perceptions index - Transparency - 0','0978: School enrollment; tertiary  (\% gross) - WDI - 908',0.44306,0.084215,0.0292,0.4303,4.169925,0.599037,cluster3
99,'2704N: Corruption perceptions index - Transparency - 0','0353: Agriculture value added per worker  (constant 2005 US$) - WDI - 345',0.44263,0.055112,0.04699,0.44263,4.169925,0.622509,cluster3
100,'2704N: Corruption perceptions index - Transparency - 0','0923: Repeaters; primary; total  (\% of total enrollment) - WDI - 853',0.44191,0.247408,0.06556,0.41788,4.169925,-0.441024,cluster0
101,'2704N: Corruption perceptions index - Transparency - 0','1103: Health expenditure; public  (\% of GDP) - WDI - 1018',0.43816,-0.001781,0.05211,0.43816,4.321928,0.66328,cluster3
102,'2704N: Corruption perceptions index - Transparency - 0','0921: Repeaters; primary; female  (\% of female enrollment) - WDI - 851',0.4377,0.228738,0.07862,0.40996,4.169925,-0.457124,cluster0
103,'2704N: Corruption perceptions index - Transparency - 0','0852: Official exchange rate  (LCU per US$; period average) - WDI - 784',0.43371,0.405735,0.09354,0.43371,4.169925,-0.167258,cluster5
104,'2704N: Corruption perceptions index - Transparency - 0','0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI - 809',0.43121,0.26385,0.05825,0.43121,4.169925,0.409097,cluster5
105,'2704N: Corruption perceptions index - Transparency - 0','0851: DEC alternative conversion factor  (LCU per US$) - WDI - 783',0.43062,0.397963,0.05058,0.43062,4.321928,-0.180712,cluster0
106,'2704N: Corruption perceptions index - Transparency - 0','2710: Group Grievance - Fund for Peace - 1705',0.42824,-0.051777,0.07483,0.42824,4.321928,-0.692833,cluster0
107,'2704N: Corruption perceptions index - Transparency - 0','0885: School enrollment; preprimary  (\% gross) - WDI - 815',0.42818,0.135462,0.16149,0.40095,4.169925,0.541034,cluster5
108,'2704N: Corruption perceptions index - Transparency - 0','1952: Number of neonatal deaths (thousands) - WHO - 1678',0.42509,0.4048,0.02941,0.42509,4.321928,-0.142445,cluster5
109,'2704N: Corruption perceptions index - Transparency - 0','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI - 440',0.42496,-0.038892,0.02558,0.40863,4.321928,0.681067,cluster3
110,'2704N: Corruption perceptions index - Transparency - 0','2719: Human Flight - Fund for Peace - 1714',0.4228,-0.100748,0.04312,0.4228,4.321928,-0.723567,cluster0
111,'2704N: Corruption perceptions index - Transparency - 0','1016: Prevalence of anemia among children  (\% of children under 5) - WDI - 943',0.41983,0.087695,0.07059,0.41983,4.321928,-0.576312,cluster0
112,'2704N: Corruption perceptions index - Transparency - 0','2718: External Intervention - Fund for Peace - 1713',0.41979,-0.103189,0.02952,0.41979,4.321928,-0.723173,cluster0
113,'2704N: Corruption perceptions index - Transparency - 0','0886: School enrollment; preprimary; female  (\% gross) - WDI - 816',0.41809,0.133363,0.12843,0.39893,4.169925,0.533598,cluster5
114,'2704N: Corruption perceptions index - Transparency - 0','0848: Net current transfers from abroad  (current LCU) - WDI - 780',0.41479,0.410304,0.09721,0.41479,4.169925,-0.066978,cluster5
115,'2704N: Corruption perceptions index - Transparency - 0','0791: GDP deflator  (base year varies by country) - WDI - 723',0.41404,0.363364,0.06756,0.41404,4.321928,-0.225113,cluster5
116,'2704N: Corruption perceptions index - Transparency - 0','0816: Total natural resources rents  (\% of GDP) - WDI - 748',0.412,0.255216,0.09995,0.412,4.321928,-0.395959,cluster5
117,'2704N: Corruption perceptions index - Transparency - 0','2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO - 1724',0.40991,0.296172,0.19537,0.38362,4.321928,0.33725,cluster5
118,'2704N: Corruption perceptions index - Transparency - 0','0388: CO2 emissions  (metric tons per capita) - WDI - 374',0.40953,0.251083,0.06987,0.40953,4.321928,0.398054,cluster2
119,'2704N: Corruption perceptions index - Transparency - 0','0641: Secure Internet servers - WDI - 582',0.40948,0.340736,0.05512,0.40948,4.321928,0.26219,cluster5
120,'2704N: Corruption perceptions index - Transparency - 0','0887: School enrollment; preprimary; male  (\% gross) - WDI - 817',0.40728,0.113989,0.06443,0.38836,4.169925,0.541564,cluster3
121,'2704N: Corruption perceptions index - Transparency - 0','1096: Out-of-pocket health expenditure  (\% of total expenditure on health) - WDI - 1011',0.40608,0.110831,0.0439,0.40608,4.321928,-0.543368,cluster0
122,'2704N: Corruption perceptions index - Transparency - 0','1015: Prevalence of anemia among women of reproductive age  (\% of women ages 15-49) - WDI - 942',0.40404,0.157463,0.08176,0.38286,4.459432,-0.496565,cluster0
123,'2704N: Corruption perceptions index - Transparency - 0','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355',0.40384,0.328751,0.07906,0.40384,4.169925,0.274025,cluster5
124,'2704N: Corruption perceptions index - Transparency - 0','0904: Gross intake ratio in first grade of primary education; total  (\% of relevant age group) - WDI - 834',0.40268,0.34356,0.17388,0.3797,4.169925,-0.243145,cluster5
125,'2704N: Corruption perceptions index - Transparency - 0','0903: Gross intake ratio in first grade of primary education; male  (\% of relevant age group) - WDI - 833',0.4015,0.310592,0.12097,0.3789,4.169925,-0.30151,cluster5
126,'2704N: Corruption perceptions index - Transparency - 0','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI - 1182',0.40124,0.146039,0.08233,0.40124,4.321928,-0.505174,cluster0
127,'2704N: Corruption perceptions index - Transparency - 0','0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI - 9',0.39986,0.349231,0.12558,0.37716,4.321928,0.22501,cluster5
128,'2704N: Corruption perceptions index - Transparency - 0','0902: Gross intake ratio in first grade of primary education; female  (\% of relevant age group) - WDI - 832',0.3996,0.371462,0.1506,0.37319,4.169925,-0.167744,cluster5
129,'2704N: Corruption perceptions index - Transparency - 0','0580: Time to prepare and pay taxes  (hours) - WDI - 524',0.39864,0.182661,0.08378,0.3865,4.321928,-0.464735,cluster0
130,'2704N: Corruption perceptions index - Transparency - 0','1895: Mobile-cellular telephone subscriptions - ITU - 1653',0.39797,0.1601,0.07688,0.39797,4.321928,0.487719,cluster2
131,'2704N: Corruption perceptions index - Transparency - 0','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654',0.39797,0.1601,0.07688,0.39797,4.321928,0.487719,cluster2
132,'2704N: Corruption perceptions index - Transparency - 0','0028: Surface area  (sq. km) - WDI - 25',0.39706,0.396822,0.14672,0.3773,4.459432,0.015442,cluster5
133,'2704N: Corruption perceptions index - Transparency - 0','2837: Total health expenditure as a percent of GDP by institutional sector/ Institutional Sector = Private (Units Percentage) - ILO - 1832',0.39503,0.086559,0.03429,0.39503,4.321928,0.555401,cluster2
134,'2704N: Corruption perceptions index - Transparency - 0','2839: Percentage of health care expenditure not financed by private households; out of pocket payments/ Total = Value (Units Percentage) - ILO - 1834',0.39503,0.086559,0.03429,0.39503,4.321928,0.555401,cluster2
135,'2704N: Corruption perceptions index - Transparency - 0','0732: Agriculture; value added  (current LCU) - WDI - 664',0.39488,0.384711,0.03041,0.37475,4.321928,-0.100844,cluster5
136,'2704N: Corruption perceptions index - Transparency - 0','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI - 787',0.39473,0.349633,0.06716,0.3774,4.459432,-0.21236,cluster5
137,'2704N: Corruption perceptions index - Transparency - 0','0897: Primary education; pupils  (\% female) - WDI - 827',0.39149,0.275252,0.16467,0.3655,4.321928,0.340938,cluster5
138,'2704N: Corruption perceptions index - Transparency - 0','0636: Mobile cellular subscriptions  (per 100 people) - WDI - 577',0.3905,0.153537,0.07021,0.37468,4.459432,0.486788,cluster5
139,'2704N: Corruption perceptions index - Transparency - 0','0585: Tax payments  (number) - WDI - 527',0.39037,0.165816,0.11676,0.38022,4.321928,-0.473871,cluster5
140,'2704N: Corruption perceptions index - Transparency - 0','1296: Population ages 15-64  (\% of total) - WDI - 1201',0.38978,0.174686,0.0498,0.38978,4.321928,0.463783,cluster2
141,'2704N: Corruption perceptions index - Transparency - 0','1298: Age dependency ratio  (\% of working-age population) - WDI - 1203',0.38978,0.172104,0.03265,0.38978,4.321928,-0.466557,cluster0
142,'2704N: Corruption perceptions index - Transparency - 0','1385: Manufactures exports  (\% of merchandise exports) - WDI - 1290',0.38954,0.250745,0.10111,0.38954,4.169925,0.372552,cluster5
143,'2704N: Corruption perceptions index - Transparency - 0','0063: Exports of goods and services  (BoP; current US$) - WDI - 60',0.38775,0.247095,0.15628,0.36044,4.321928,0.375041,cluster5
144,'2704N: Corruption perceptions index - Transparency - 0','0020: Land area  (sq. km) - WDI - 20',0.38753,0.38746,0.13719,0.36848,4.459432,0.008375,cluster5
145,'2704N: Corruption perceptions index - Transparency - 0','1052: Prevalence of anemia among pregnant women  (\%) - WDI - 974',0.38698,0.212565,0.06775,0.38698,4.321928,-0.41763,cluster0
146,'2704N: Corruption perceptions index - Transparency - 0','0378: Combustible renewables and waste  (\% of total energy) - WDI - 364',0.3862,0.250833,0.1831,0.3862,4.169925,-0.367923,cluster5
147,'2704N: Corruption perceptions index - Transparency - 0','2836: Total health expenditure as a percent of GDP by institutional sector/ Institutional Sector = Public (Units Percentage) - ILO - 1831',0.38584,-0.034684,0.02563,0.38584,4.321928,0.648478,cluster3
148,'2704N: Corruption perceptions index - Transparency - 0','1402: Commercial service exports  (current US$) - WDI - 1307',0.38542,0.207937,0.04672,0.36289,4.321928,0.421288,cluster2
149,'2704N: Corruption perceptions index - Transparency - 0','0052: Foreign direct investment; net  (BoP; current US$) - WDI - 49',0.38226,0.360721,0.24437,0.35956,4.321928,0.146763,cluster5
