@relation MINE-Indicator-2011-2704

@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric

@data
'2704N: Corruption perceptions index - Transparency - 0','0052: Foreign direct investment; net  (BoP; current US$) - WDI - 49',0.38226,0.36072063,0.24437,0.35956,4.321928,0.14676292
'2704N: Corruption perceptions index - Transparency - 0','0552: Documents to export  (number) - WDI - 499',0.38225,-0.044038028,0.075210005,0.38225,4.321928,-0.6529074
'2704N: Corruption perceptions index - Transparency - 0','2709: Refugees and IDPs - Fund for Peace - 1704',0.38119,-0.034725726,0.05829999,0.38119,4.321928,-0.6449153
'2704N: Corruption perceptions index - Transparency - 0','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65',0.38048,0.22189777,0.12812,0.35889,4.321928,0.39822385
'2704N: Corruption perceptions index - Transparency - 0','0361: Electric power transmission and distribution losses  (% of output) - WDI - 350',0.3787,0.257551,0.05803001,0.3787,4.169925,-0.34806463
'2704N: Corruption perceptions index - Transparency - 0','2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1789',0.37796,0.2689418,0.058779985,0.35326,4.321928,0.33017907
'2704N: Corruption perceptions index - Transparency - 0','0853: PPP conversion factor; GDP  (LCU per international $) - WDI - 785',0.37782,0.32990682,0.036569983,0.36475,4.4594316,-0.21889079
'2704N: Corruption perceptions index - Transparency - 0','2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787',0.37759,0.2159284,0.042100012,0.3763,4.169925,0.40207162
'2704N: Corruption perceptions index - Transparency - 0','0570: Documents to import  (number) - WDI - 516',0.37676,-5.841553E-4,0.060689986,0.37676,4.321928,-0.61428344
'2704N: Corruption perceptions index - Transparency - 0','0735: Agriculture; value added  (constant LCU) - WDI - 667',0.37627,0.36917627,0.053940013,0.35377,4.321928,-0.08422433
