X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
0811N: GDP per capita growth  (annual %) - WDI - 6,0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI - 94,0.3292,0.32919633,0.123500004,0.30048,4.321928,-0.0019163868
0811N: GDP per capita growth  (annual %) - WDI - 6,0264: Net flows on external debt; short-term  (NFL; current US$) - WDI - 256,0.32838,0.30435327,0.09584999,0.29562,4.169925,0.15500559
0811N: GDP per capita growth  (annual %) - WDI - 6,1410: Intentional homicides  (per 100;000 people) - WDI - 1315,0.32788,0.327879,0.08932999,0.29731,4.169925,9.944331E-4
0811N: GDP per capita growth  (annual %) - WDI - 6,1075: People practicing open defecation  (% of population) - WDI - 991,0.32531,0.32505444,0.11808999,0.30819,4.5849624,-0.015985753
0811N: GDP per capita growth  (annual %) - WDI - 6,0928: Primary education; teachers  (% female) - WDI - 858,0.32479,0.32304052,0.04603,0.32479,4.321928,-0.041826993
0811N: GDP per capita growth  (annual %) - WDI - 6,0470: Claims on private sector  (annual growth as % of broad money) - WDI - 419,0.32445,0.32299212,0.07153,0.30844,4.321928,-0.038182054
0811N: GDP per capita growth  (annual %) - WDI - 6,0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI - 276,0.32368,0.32051972,0.036030024,0.30015,4.169925,0.05621647
0811N: GDP per capita growth  (annual %) - WDI - 6,0261: Net flows on external debt; long-term  (NFL; current US$) - WDI - 253,0.32347,0.31871408,0.04598999,0.3016,4.169925,0.06896306
0811N: GDP per capita growth  (annual %) - WDI - 6,0351: Undisbursed external debt; official creditors  (UND; current US$) - WDI - 343,0.32159,0.31681046,0.08727001,0.29381,4.169925,0.06913427
0811N: GDP per capita growth  (annual %) - WDI - 6,0642: Secure Internet servers  (per 1 million people) - WDI - 583,0.32138,0.2985301,0.045329988,0.32138,4.5849624,-0.15116182
0811N: GDP per capita growth  (annual %) - WDI - 6,0961: Progression to secondary school  (%) - WDI - 891,0.32135,0.27052265,0.036799997,0.29771,4.169925,-0.22544926
0811N: GDP per capita growth  (annual %) - WDI - 6,0980: School enrollment; tertiary; male  (% gross) - WDI - 910,0.32015,0.19980666,0.05260001,0.30426,4.321928,-0.34690535
0811N: GDP per capita growth  (annual %) - WDI - 6,0282: PPG; other private creditors  (NFL; current US$) - WDI - 274,0.31747,0.30028853,0.10741001,0.29447,4.169925,-0.1310782
0811N: GDP per capita growth  (annual %) - WDI - 6,1289: Survival to age 65; female  (% of cohort) - WDI - 1194,0.31655,0.31488517,0.08824,0.31655,4.5849624,-0.040802334
0811N: GDP per capita growth  (annual %) - WDI - 6,0338: PPG; IDA  (TDS; current US$) - WDI - 330,0.31647,0.30138355,0.098930016,0.29756,4.169925,0.12282689
0811N: GDP per capita growth  (annual %) - WDI - 6,0759: Services; etc.; value added  (% of GDP) - WDI - 691,0.31558,0.2393789,0.04275,0.29869,4.5849624,-0.27604547
0811N: GDP per capita growth  (annual %) - WDI - 6,0578: Time required to start a business  (days) - WDI - 522,0.31456,0.30573392,0.09300999,0.2965,4.5849624,0.09394713
0811N: GDP per capita growth  (annual %) - WDI - 6,0816: Total natural resources rents  (% of GDP) - WDI - 748,0.31443,0.24929854,0.030540004,0.29966,4.5849624,0.25520867
0811N: GDP per capita growth  (annual %) - WDI - 6,0534: Other expense  (% of expense) - WDI - 483,0.31433,0.3140672,0.08936001,0.27916,4.169925,-0.016210796
0811N: GDP per capita growth  (annual %) - WDI - 6,0191: Short-term debt  (% of total external debt) - WDI - 186,0.31425,0.31215283,0.109769985,0.27261,4.169925,-0.045794602
0811N: GDP per capita growth  (annual %) - WDI - 6,0312: PPG; other private creditors  (NTR; current US$) - WDI - 304,0.31388,0.2972241,0.07449001,0.29095,4.169925,-0.12905774
0811N: GDP per capita growth  (annual %) - WDI - 6,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI - 976,0.31321,0.31286788,0.034140006,0.3017,4.5849624,-0.018496737
0811N: GDP per capita growth  (annual %) - WDI - 6,0371: Energy imports; net  (% of energy use) - WDI - 360,0.31302,0.3022155,0.06270999,0.31302,4.321928,-0.10394467
0811N: GDP per capita growth  (annual %) - WDI - 6,0435: Population in urban agglomerations of more than 1 million  (% of total population) - WDI - 399,0.31229,0.30629227,0.08441,0.2804,4.169925,-0.07744517
0811N: GDP per capita growth  (annual %) - WDI - 6,0948: Pupil-teacher ratio; secondary - WDI - 878,0.31183,0.23313498,0.021910012,0.28947,4.169925,0.28052634
0811N: GDP per capita growth  (annual %) - WDI - 6,0520: Other taxes  (% of revenue) - WDI - 469,0.31169,0.2995233,0.079009995,0.28726,4.169925,-0.11030274
0811N: GDP per capita growth  (annual %) - WDI - 6,0735: Agriculture; value added  (constant LCU) - WDI - 667,0.31154,0.30850497,0.07233,0.2949,4.4594316,0.055091113
0811N: GDP per capita growth  (annual %) - WDI - 6,0780: Adjusted net national income  (annual % growth) - WDI - 712,0.31152,0.06701106,0.0111799985,0.31152,4.321928,-0.49447846
0811N: GDP per capita growth  (annual %) - WDI - 6,0935: Children out of school; primary; male - WDI - 865,0.31125,0.3040163,0.088559985,0.31125,4.169925,0.08505116
0811N: GDP per capita growth  (annual %) - WDI - 6,0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI - 609,0.31119,0.1700392,0.041500017,0.31119,4.321928,-0.3757004
0811N: GDP per capita growth  (annual %) - WDI - 6,1049: Number of maternal deaths - WDI - 971,0.30997,0.30963433,0.033820003,0.29866,4.5849624,0.018320907
0811N: GDP per capita growth  (annual %) - WDI - 6,1378: Net barter terms of trade index  (2000 = 100) - WDI - 1283,0.30971,0.26893744,0.03542999,0.28971,4.4594316,0.20192216
0811N: GDP per capita growth  (annual %) - WDI - 6,0669: Household final consumption expenditure; etc.  (annual % growth) - WDI - 601,0.3097,0.20834216,0.048070014,0.3097,4.321928,0.31836748
0811N: GDP per capita growth  (annual %) - WDI - 6,0181: Total change in external debt stocks  (current US$) - WDI - 176,0.30918,0.29605323,0.024240002,0.28716,4.169925,0.11457206
0811N: GDP per capita growth  (annual %) - WDI - 6,0509: Revenue; excluding grants  (% of GDP) - WDI - 458,0.30906,0.16206259,0.042980015,0.30906,4.169925,-0.38340244
0811N: GDP per capita growth  (annual %) - WDI - 6,0030: Trade in services  (% of GDP) - WDI - 27,0.30885,0.30224475,0.10736999,0.28759,4.5849624,-0.08127256
0811N: GDP per capita growth  (annual %) - WDI - 6,1259: Unemployment; total (% of total labor force)  (modeled ILO estimate) - WDI - 1172,0.30877,0.3067319,0.057119995,0.29181,4.5849624,0.045145277
0811N: GDP per capita growth  (annual %) - WDI - 6,0933: Children out of school; primary; female - WDI - 863,0.30852,0.30153754,0.049679995,0.30852,4.169925,0.08356108
0811N: GDP per capita growth  (annual %) - WDI - 6,0167: PPG; multilateral  (DIS; current US$) - WDI - 162,0.30847,0.3047196,0.09583999,0.28954,4.169925,0.061240613
0811N: GDP per capita growth  (annual %) - WDI - 6,0954: School enrollment; secondary; male  (% gross) - WDI - 884,0.30837,0.19397423,0.069409996,0.30837,4.321928,-0.33822444
0811N: GDP per capita growth  (annual %) - WDI - 6,1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080,0.30834,0.2865754,0.029090002,0.29531,4.5849624,-0.14752837
0811N: GDP per capita growth  (annual %) - WDI - 6,1372: Merchandise imports from low- and middle-income economies within region  (% of total merchandise imports) - WDI - 1277,0.30826,0.29987147,0.07150999,0.30826,4.169925,0.09158892
0811N: GDP per capita growth  (annual %) - WDI - 6,1269: Prevalence of undernourishment  (% of population) - WDI - 1178,0.30711,0.24628687,0.10309002,0.28266,4.169925,0.24662347
0811N: GDP per capita growth  (annual %) - WDI - 6,0765: Adjusted savings: net forest depletion  (% of GNI) - WDI - 697,0.30694,0.3063417,0.073,0.28652,4.5849624,0.02446
0811N: GDP per capita growth  (annual %) - WDI - 6,1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (% of total merchandise exports) - WDI - 1296,0.30599,0.28482625,0.074800014,0.2878,4.321928,0.14547774
0811N: GDP per capita growth  (annual %) - WDI - 6,0522: Tax revenue  (% of GDP) - WDI - 471,0.30528,0.23361856,0.05168,0.30528,4.169925,-0.26769653
0811N: GDP per capita growth  (annual %) - WDI - 6,0781: Adjusted net national income per capita  (current US$) - WDI - 713,0.30475,0.2762627,0.03299001,0.30475,4.4594316,-0.16878182
0811N: GDP per capita growth  (annual %) - WDI - 6,0906: School enrollment; primary; female  (% net) - WDI - 836,0.30475,0.2824979,0.10600999,0.30475,4.169925,0.14917131
0811N: GDP per capita growth  (annual %) - WDI - 6,1035: Improved water source  (% of population with access) - WDI - 957,0.30398,0.27897155,0.03688,0.29144,4.5849624,-0.15814061
0811N: GDP per capita growth  (annual %) - WDI - 6,0301: Net transfers on external debt; private nonguaranteed (PNG)  (NTR; current US$) - WDI - 293,0.3027,0.2972712,0.066369995,0.28278,4.169925,0.073680595
0811N: GDP per capita growth  (annual %) - WDI - 6,0684: Final consumption expenditure; etc.  (annual % growth) - WDI - 616,0.3027,0.16954459,0.072650015,0.28656,4.4594316,0.36490467
0811N: GDP per capita growth  (annual %) - WDI - 6,0930: Adjusted net enrollment rate; primary; female  (% of primary school age children) - WDI - 860,0.30162,0.27942625,0.06675999,0.30162,4.169925,0.14897574
0811N: GDP per capita growth  (annual %) - WDI - 6,0934: Children out of school; female  (% of female primary school age) - WDI - 864,0.30162,0.27943608,0.06675999,0.30162,4.169925,-0.1489427
0811N: GDP per capita growth  (annual %) - WDI - 6,0798: Forest rents  (% of GDP) - WDI - 730,0.30127,0.29989007,0.021499991,0.28276,4.5849624,0.03714752
0811N: GDP per capita growth  (annual %) - WDI - 6,1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (% of total merchandise exports) - WDI - 1297,0.30105,0.29878882,0.085370004,0.30105,4.321928,-0.047551908
0811N: GDP per capita growth  (annual %) - WDI - 6,1021: Number of infant deaths - WDI - 947,0.30086,0.30061513,0.04900001,0.30086,4.4594316,0.015648067
0811N: GDP per capita growth  (annual %) - WDI - 6,0643: Internet users  (per 100 people) - WDI - 584,0.30033,0.25575647,0.04335001,0.30033,4.5849624,-0.21112445
0811N: GDP per capita growth  (annual %) - WDI - 6,1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (% of total merchandise imports) - WDI - 1269,0.29954,0.24620435,0.048570007,0.2849,4.4594316,0.23094516
0811N: GDP per capita growth  (annual %) - WDI - 6,1952: Number of neonatal deaths (thousands) - WHO - 1678,0.29943,0.2989425,0.097320005,0.28191,4.4594316,0.022079743
0811N: GDP per capita growth  (annual %) - WDI - 6,2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO - 1811,0.29921,0.26984966,0.112370014,0.29921,4.169925,-0.17134863
0811N: GDP per capita growth  (annual %) - WDI - 6,1152: Employment to population ratio; 15+; male (%)  (modeled ILO estimate) - WDI - 1065,0.29716,0.28946218,0.034600005,0.28225,4.5849624,0.08773719
0811N: GDP per capita growth  (annual %) - WDI - 6,0675: Household final consumption expenditure  (annual % growth) - WDI - 607,0.29712,0.1993087,0.018860012,0.28184,4.4594316,0.31274801
0811N: GDP per capita growth  (annual %) - WDI - 6,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786,0.29704,0.27215713,0.04712999,0.29704,4.4594316,-0.15774298
0811N: GDP per capita growth  (annual %) - WDI - 6,0130: PNG; bonds  (AMT; current US$) - WDI - 127,0.29648,0.2912887,0.17088,0.2704,4.169925,0.07205062
0811N: GDP per capita growth  (annual %) - WDI - 6,0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65,0.29588,0.29445755,0.104949996,0.27384,4.5849624,-0.03771519
0811N: GDP per capita growth  (annual %) - WDI - 6,0978: School enrollment; tertiary  (% gross) - WDI - 908,0.29543,0.17287546,0.037960008,0.27639,4.321928,-0.3500779
0811N: GDP per capita growth  (annual %) - WDI - 6,0116: PPG; bilateral  (AMT; current US$) - WDI - 113,0.29532,0.28664246,0.09221999,0.271,4.169925,0.09315333
0811N: GDP per capita growth  (annual %) - WDI - 6,0953: School enrollment; secondary; female  (% gross) - WDI - 883,0.29526,0.17368135,0.045069993,0.29526,4.321928,-0.34868133
0811N: GDP per capita growth  (annual %) - WDI - 6,0623: Periodicity and timeliness assessment of statistical capacity  (scale 0 - 100) - WDI - 564,0.29522,0.21362574,0.18199,0.28046,4.321928,-0.28564706
0811N: GDP per capita growth  (annual %) - WDI - 6,0474: Broad money growth  (annual %) - WDI - 423,0.29511,0.28105536,0.026050001,0.29511,4.169925,0.118552186
0811N: GDP per capita growth  (annual %) - WDI - 6,0907: School enrollment; primary; male  (% net) - WDI - 837,0.29489,0.27628767,0.11421999,0.29489,4.169925,0.13639031
0811N: GDP per capita growth  (annual %) - WDI - 6,0361: Electric power transmission and distribution losses  (% of output) - WDI - 350,0.29472,0.28447902,0.04313001,0.29472,4.321928,0.10119769
0811N: GDP per capita growth  (annual %) - WDI - 6,0665: General government final consumption expenditure  (% of GDP) - WDI - 597,0.29462,0.2897462,0.044689998,0.27893,4.5849624,-0.069812655
0811N: GDP per capita growth  (annual %) - WDI - 6,1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI - 1321,0.29459,0.15855731,0.04623002,0.27709,4.321928,-0.3688261
0811N: GDP per capita growth  (annual %) - WDI - 6,0505: Grants and other revenue  (% of revenue) - WDI - 454,0.29455,0.2796372,0.10598001,0.29455,4.169925,0.122117996
0811N: GDP per capita growth  (annual %) - WDI - 6,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987,0.29448,0.29432905,0.041909993,0.27812,4.5849624,-0.012285561
0811N: GDP per capita growth  (annual %) - WDI - 6,0921: Repeaters; primary; female  (% of female enrollment) - WDI - 851,0.29438,0.29248133,0.061289996,0.29438,4.321928,0.04357383
0811N: GDP per capita growth  (annual %) - WDI - 6,0134: Principal arrears; long-term DOD  (US$) - WDI - 131,0.29414,0.28596634,0.062460005,0.25485,4.169925,0.09040831
0811N: GDP per capita growth  (annual %) - WDI - 6,0456: Commercial bank branches  (per 100;000 adults) - WDI - 406,0.2941,0.28123412,0.059890002,0.28066,4.5849624,-0.11342786
0811N: GDP per capita growth  (annual %) - WDI - 6,0832: GNI per capita  (constant 2005 US$) - WDI - 764,0.29389,0.27104706,0.045310006,0.29389,4.321928,-0.15113884
0811N: GDP per capita growth  (annual %) - WDI - 6,0199: PPG; official creditors  (DOD; current US$) - WDI - 194,0.29383,0.2869002,0.05894001,0.27023,4.169925,0.083245434
0811N: GDP per capita growth  (annual %) - WDI - 6,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355,0.29363,0.29142365,0.053759992,0.29363,4.321928,-0.046971858
0811N: GDP per capita growth  (annual %) - WDI - 6,1103: Health expenditure; public  (% of GDP) - WDI - 1018,0.29358,0.26910466,0.033750013,0.29358,4.5849624,-0.156446
0811N: GDP per capita growth  (annual %) - WDI - 6,0479: Money and quasi money growth  (annual %) - WDI - 428,0.29343,0.27973378,0.029419988,0.27732,4.321928,0.11703087
0811N: GDP per capita growth  (annual %) - WDI - 6,1033: Improved water source; rural  (% of rural population with access) - WDI - 955,0.29296,0.25777572,0.028829992,0.28068,4.5849624,-0.18757467
0811N: GDP per capita growth  (annual %) - WDI - 6,0723: Imports of goods and services  (annual % growth) - WDI - 655,0.2927,0.22809592,0.05286999,0.27219,4.4594316,-0.2541733
0811N: GDP per capita growth  (annual %) - WDI - 6,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184,0.29269,0.2902058,0.05621001,0.2795,4.5849624,0.049841914
0811N: GDP per capita growth  (annual %) - WDI - 6,2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO - 1800,0.2926,0.28984624,0.12093,0.27123,4.4594316,-0.052476283
0811N: GDP per capita growth  (annual %) - WDI - 6,0306: PPG; multilateral concessional  (NTR; current US$) - WDI - 298,0.29249,0.29169062,0.07293001,0.27102,4.169925,0.028273305
0811N: GDP per capita growth  (annual %) - WDI - 6,2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO - 1770,0.29242,0.2646792,0.03769,0.26862,4.4594316,-0.1665557
0811N: GDP per capita growth  (annual %) - WDI - 6,1290: Survival to age 65; male  (% of cohort) - WDI - 1195,0.29203,0.28645894,0.035219997,0.29203,4.5849624,-0.07463952
0811N: GDP per capita growth  (annual %) - WDI - 6,0777: Adjusted savings: net national savings  (% of GNI) - WDI - 709,0.29195,0.24090618,0.04394999,0.27675,4.4594316,0.22592878
0811N: GDP per capita growth  (annual %) - WDI - 6,2714: Public Services - Fund for Peace - 1709,0.29191,0.27872288,0.06269999,0.29191,4.321928,0.11483511
0811N: GDP per capita growth  (annual %) - WDI - 6,1388: Merchandise exports  (current US$) - WDI - 1293,0.29182,0.2907557,0.10975,0.29182,4.5849624,-0.032623846
0811N: GDP per capita growth  (annual %) - WDI - 6,0746: Industry; value added  (annual % growth) - WDI - 678,0.29147,0.20108506,0.028109998,0.27538,4.5849624,0.30064088
0811N: GDP per capita growth  (annual %) - WDI - 6,0491: Domestic credit provided by financial sector  (% of GDP) - WDI - 440,0.29125,0.18559816,0.034339994,0.29125,4.4594316,-0.32504126
0811N: GDP per capita growth  (annual %) - WDI - 6,1258: Unemployment; total (% of total labor force)  (national estimate) - WDI - 1171,0.29117,0.26334465,0.08895001,0.29117,4.169925,-0.16680938
0811N: GDP per capita growth  (annual %) - WDI - 6,1028: Mortality rate; under-5  (per 1;000 live births) - WDI - 952,0.29082,0.28957295,0.031160012,0.29082,4.5849624,0.03531364
0811N: GDP per capita growth  (annual %) - WDI - 6,0143: Commitments; IDA  (COM; current US$) - WDI - 140,0.29078,0.28516272,0.08700001,0.26629,4.169925,0.074948676
0811N: GDP per capita growth  (annual %) - WDI - 6,0276: PPG; official creditors  (NFL; current US$) - WDI - 268,0.29066,0.28751597,0.06762001,0.26778,4.169925,0.05607167
0811N: GDP per capita growth  (annual %) - WDI - 6,1353: Agricultural raw materials imports  (% of merchandise imports) - WDI - 1258,0.2906,0.2882014,0.114319995,0.27322,4.4594316,0.048975635
0811N: GDP per capita growth  (annual %) - WDI - 6,0036: Service imports  (BoP; current US$) - WDI - 33,0.29048,0.28878006,0.090589985,0.27277,4.5849624,-0.04123018
0811N: GDP per capita growth  (annual %) - WDI - 6,0708: Gross fixed capital formation  (annual % growth) - WDI - 640,0.2902,0.25968492,0.03334999,0.27645,4.4594316,0.17468566
0811N: GDP per capita growth  (annual %) - WDI - 6,1413: Account at a financial institution; male  (% age 15+) - WDI - 1318,0.29017,0.1409325,0.047010005,0.27271,4.321928,-0.38631272
0811N: GDP per capita growth  (annual %) - WDI - 6,0455: Bank capital to assets ratio  (%) - WDI - 405,0.28974,0.26698977,0.09332,0.27098,4.321928,0.15083182
0811N: GDP per capita growth  (annual %) - WDI - 6,0200: PPG; bonds  (DOD; current US$) - WDI - 195,0.28963,0.28530636,0.0846,0.26652,4.169925,0.06575443
0811N: GDP per capita growth  (annual %) - WDI - 6,1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI - 1267,0.28949,0.25598073,0.03385,0.27424,4.5849624,-0.18305537
0811N: GDP per capita growth  (annual %) - WDI - 6,1257: Unemployment; male (% of male labor force)  (modeled ILO estimate) - WDI - 1170,0.28941,0.28830567,0.019199997,0.27526,4.5849624,0.033231564
0811N: GDP per capita growth  (annual %) - WDI - 6,0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI - 833,0.28919,0.28632244,0.042909995,0.28919,4.321928,0.05354963
