X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2713N: Legitimacy of the State - Fund for Peace - 2,2718: External Intervention - Fund for Peace - 1713,0.50765,-0.13147378,0.061990023,0.49695,4.4594316,0.7994522
2713N: Legitimacy of the State - Fund for Peace - 2,0460: Domestic credit to private sector by banks  (% of GDP) - WDI - 409,0.50729,-0.010188103,0.11789,0.50729,4.321928,-0.7193595
2713N: Legitimacy of the State - Fund for Peace - 2,2711: Uneven Development - Fund for Peace - 1706,0.50566,-0.15413219,0.033990026,0.50566,4.321928,0.81227595
2713N: Legitimacy of the State - Fund for Peace - 2,1899: Percentage of Individuals using the Internet (%) - ITU - 1657,0.50397,-0.10953283,0.067690015,0.50396,4.4594316,-0.7832642
2713N: Legitimacy of the State - Fund for Peace - 2,1412: Account at a financial institution  (% age 15+) - WDI - 1317,0.5036,-0.093346,0.03764999,0.5036,4.169925,-0.7726228
2713N: Legitimacy of the State - Fund for Peace - 2,0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786,0.50271,-0.14667833,0.095589995,0.49187,4.4594316,-0.80584633
2713N: Legitimacy of the State - Fund for Peace - 2,1099: Health expenditure per capita; PPP  (constant 2011 international $) - WDI - 1014,0.50223,-0.14219499,0.05621001,0.48849,4.4594316,-0.80276084
2713N: Legitimacy of the State - Fund for Peace - 2,0353: Agriculture value added per worker  (constant 2005 US$) - WDI - 345,0.50156,0.10057616,0.046739995,0.48073,4.321928,-0.63323283
2713N: Legitimacy of the State - Fund for Peace - 2,1413: Account at a financial institution; male  (% age 15+) - WDI - 1318,0.50064,-0.05789095,0.06035,0.50064,4.169925,-0.74734926
2713N: Legitimacy of the State - Fund for Peace - 2,0835: GNI per capita; PPP  (current international $) - WDI - 767,0.50029,0.105332434,0.043799996,0.50029,4.321928,-0.6284565
2713N: Legitimacy of the State - Fund for Peace - 2,0836: GNI per capita; PPP  (constant 2011 international $) - WDI - 768,0.50029,0.10534203,0.043799996,0.50029,4.321928,-0.62844884
2713N: Legitimacy of the State - Fund for Peace - 2,1416: Account at a financial institution; income; richest 60%  (% ages 15+) - WDI - 1321,0.49884,-0.075615674,0.04956001,0.49884,4.169925,-0.75792855
2713N: Legitimacy of the State - Fund for Peace - 2,1954: Gross national income per capita (PPP int. $) - WHO - 1679,0.49809,0.12654606,0.058369994,0.49809,4.321928,-0.60954404
2713N: Legitimacy of the State - Fund for Peace - 2,0808: GDP per capita  (current US$) - WDI - 740,0.49609,-0.0260126,0.07369,0.47734,4.4594316,-0.72256666
2713N: Legitimacy of the State - Fund for Peace - 2,0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355,0.49324,0.41159716,0.09998,0.49324,4.169925,-0.2857321
2713N: Legitimacy of the State - Fund for Peace - 2,0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI - 439,0.48529,-0.06589866,0.05798,0.46146,4.169925,-0.7424208
2713N: Legitimacy of the State - Fund for Peace - 2,1286: Life expectancy at birth; total  (years) - WDI - 1191,0.48418,0.036815852,0.04861,0.47608,4.4594316,-0.66885287
2713N: Legitimacy of the State - Fund for Peace - 2,0379: Electric power consumption  (kWh per capita) - WDI - 365,0.48125,0.18278587,0.064310014,0.46025,4.169925,-0.5463187
2713N: Legitimacy of the State - Fund for Peace - 2,0954: School enrollment; secondary; male  (% gross) - WDI - 884,0.4797,0.086570054,0.07879001,0.45973,4.169925,-0.62700075
2713N: Legitimacy of the State - Fund for Peace - 2,0552: Documents to export  (number) - WDI - 499,0.47954,0.03999117,0.13415,0.47954,4.321928,0.6629848
2713N: Legitimacy of the State - Fund for Peace - 2,0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488,0.4781,-0.08034557,0.04005,0.4781,4.321928,-0.74729216
2713N: Legitimacy of the State - Fund for Peace - 2,1299: Age dependency ratio; old  (% of working-age population) - WDI - 1204,0.47809,-0.042458534,0.03639999,0.46249,4.4594316,-0.7214905
2713N: Legitimacy of the State - Fund for Peace - 2,0571: Time to import  (days) - WDI - 517,0.47536,0.12672693,0.07352999,0.47536,4.321928,0.5904516
2713N: Legitimacy of the State - Fund for Peace - 2,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI - 705,0.47423,0.18046191,0.12586,0.47423,4.321928,0.54200375
2713N: Legitimacy of the State - Fund for Peace - 2,0553: Time to export  (days) - WDI - 500,0.47416,0.15242386,0.0686,0.47416,4.321928,0.5672179
2713N: Legitimacy of the State - Fund for Peace - 2,0953: School enrollment; secondary; female  (% gross) - WDI - 883,0.47406,0.07948497,0.053059995,0.45425,4.169925,-0.6281521
2713N: Legitimacy of the State - Fund for Peace - 2,1035: Improved water source  (% of population with access) - WDI - 957,0.47404,0.1595479,0.055619985,0.46376,4.4594316,-0.56079596
2713N: Legitimacy of the State - Fund for Peace - 2,0813: GDP per capita; PPP  (current international $) - WDI - 745,0.47362,0.1312378,0.04019001,0.47362,4.321928,-0.5851343
2713N: Legitimacy of the State - Fund for Peace - 2,0814: GDP per capita; PPP  (constant 2011 international $) - WDI - 746,0.47362,0.1312378,0.04019001,0.47362,4.321928,-0.5851343
2713N: Legitimacy of the State - Fund for Peace - 2,1034: Improved water source; urban  (% of urban population with access) - WDI - 956,0.47137,0.24516886,0.07823002,0.45762,4.4594316,-0.47560608
2713N: Legitimacy of the State - Fund for Peace - 2,0952: School enrollment; secondary  (% gross) - WDI - 882,0.46906,0.06557745,0.079789996,0.45184,4.169925,-0.63520277
2713N: Legitimacy of the State - Fund for Peace - 2,0887: School enrollment; preprimary; male  (% gross) - WDI - 817,0.46894,0.13677078,0.12687999,0.44074,4.169925,-0.5763412
2713N: Legitimacy of the State - Fund for Peace - 2,0736: Agriculture; value added  (% of GDP) - WDI - 668,0.46675,0.15848708,0.036799997,0.44705,4.321928,0.5552143
2713N: Legitimacy of the State - Fund for Peace - 2,1033: Improved water source; rural  (% of rural population with access) - WDI - 955,0.46465,0.13139582,0.08385,0.44937,4.4594316,-0.5772817
2713N: Legitimacy of the State - Fund for Peace - 2,0570: Documents to import  (number) - WDI - 516,0.46294,0.04576713,0.09252,0.46294,4.321928,0.6458892
2713N: Legitimacy of the State - Fund for Peace - 2,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO - 1738,0.46044,0.23980035,0.08697,0.44846,4.321928,-0.46972296
2713N: Legitimacy of the State - Fund for Peace - 2,1297: Population ages 65 and above  (% of total) - WDI - 1202,0.45891,-0.061076224,0.04277,0.43981,4.4594316,-0.7211007
2713N: Legitimacy of the State - Fund for Peace - 2,1289: Survival to age 65; female  (% of cohort) - WDI - 1194,0.45738,0.11279321,0.04904002,0.45738,4.321928,-0.58701515
2713N: Legitimacy of the State - Fund for Peace - 2,0456: Commercial bank branches  (per 100;000 adults) - WDI - 406,0.4573,0.19241938,0.032660007,0.4573,4.321928,-0.51466554
2713N: Legitimacy of the State - Fund for Peace - 2,1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080,0.45469,0.16485152,0.09902999,0.45469,4.321928,-0.5383665
2713N: Legitimacy of the State - Fund for Peace - 2,1283: Mortality rate; infant  (per 1;000 live births) - WDI - 1189,0.45308,0.09196222,0.041460007,0.44697,4.4594316,0.60093075
2713N: Legitimacy of the State - Fund for Peace - 2,2709: Refugees and IDPs - Fund for Peace - 1704,0.45296,-0.03851065,0.028529972,0.44281,4.4594316,0.7010497
2713N: Legitimacy of the State - Fund for Peace - 2,1049: Number of maternal deaths - WDI - 971,0.45123,0.41792205,0.044499993,0.4357,4.4594316,0.18250462
2713N: Legitimacy of the State - Fund for Peace - 2,1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008,0.45108,0.33445206,0.07922998,0.43215,4.4594316,0.34150833
2713N: Legitimacy of the State - Fund for Peace - 2,0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI - 834,0.44863,0.3838882,0.19239,0.42737,4.169925,0.25444406
2713N: Legitimacy of the State - Fund for Peace - 2,1287: Life expectancy at birth; male  (years) - WDI - 1192,0.44844,-0.010943919,0.05291,0.43482,4.4594316,-0.67777866
2713N: Legitimacy of the State - Fund for Peace - 2,0492: Domestic credit to private sector  (% of GDP) - WDI - 441,0.4484,-0.0025627315,0.070389986,0.4484,4.321928,-0.6715376
2713N: Legitimacy of the State - Fund for Peace - 2,1016: Prevalence of anemia among children  (% of children under 5) - WDI - 943,0.44781,0.065770954,0.050579995,0.43487,4.4594316,0.6180931
2713N: Legitimacy of the State - Fund for Peace - 2,1300: Age dependency ratio; young  (% of working-age population) - WDI - 1205,0.44731,0.11152509,0.08344999,0.43059,4.4594316,0.5794695
2713N: Legitimacy of the State - Fund for Peace - 2,1103: Health expenditure; public  (% of GDP) - WDI - 1018,0.44715,-0.066312075,0.05645001,0.43295,4.4594316,-0.7165627
2713N: Legitimacy of the State - Fund for Peace - 2,1028: Mortality rate; under-5  (per 1;000 live births) - WDI - 952,0.44691,0.12575409,0.030400008,0.43724,4.4594316,0.5667062
2713N: Legitimacy of the State - Fund for Peace - 2,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI - 977,0.44554,0.2137763,0.09294,0.4314,4.4594316,-0.48141843
2713N: Legitimacy of the State - Fund for Peace - 2,0380: Energy use  (kg of oil equivalent per capita) - WDI - 366,0.44464,0.27798268,0.03945002,0.44464,4.169925,-0.40823686
2713N: Legitimacy of the State - Fund for Peace - 2,1290: Survival to age 65; male  (% of cohort) - WDI - 1195,0.44322,0.037559777,0.07696998,0.42844,4.4594316,-0.6369146
2713N: Legitimacy of the State - Fund for Peace - 2,1295: Population ages 0-14  (% of total) - WDI - 1200,0.44314,0.054023266,0.06588,0.43093,4.4594316,0.62379223
2713N: Legitimacy of the State - Fund for Peace - 2,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI - 953,0.44148,0.059360564,0.025940001,0.43503,4.4594316,0.6181581
2713N: Legitimacy of the State - Fund for Peace - 2,1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD - 1327,0.43997,0.31017292,0.07800999,0.42063,4.169925,-0.36027363
2713N: Legitimacy of the State - Fund for Peace - 2,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI - 1183,0.43904,0.1945019,0.053600013,0.43904,4.321928,0.49450794
2713N: Legitimacy of the State - Fund for Peace - 2,0885: School enrollment; preprimary  (% gross) - WDI - 815,0.43879,0.10012257,0.12770998,0.41575,4.169925,-0.5819514
2713N: Legitimacy of the State - Fund for Peace - 2,0638: Fixed telephone subscriptions  (per 100 people) - WDI - 579,0.43851,-0.1075024,0.036379993,0.42608,4.4594316,-0.73892653
2713N: Legitimacy of the State - Fund for Peace - 2,0641: Secure Internet servers - WDI - 582,0.43789,0.35418412,0.064830005,0.43789,4.321928,-0.28931966
2713N: Legitimacy of the State - Fund for Peace - 2,2712: Poverty and Economic Decline - Fund for Peace - 1707,0.43597,-0.12136471,0.04144001,0.42388,4.4594316,0.74654853
2713N: Legitimacy of the State - Fund for Peace - 2,1058: Improved sanitation facilities  (% of population with access) - WDI - 975,0.43531,0.16473716,0.09859002,0.41954,4.4594316,-0.52016616
2713N: Legitimacy of the State - Fund for Peace - 2,0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI - 706,0.43503,0.28009033,0.08478001,0.43503,4.321928,0.39362377
2713N: Legitimacy of the State - Fund for Peace - 2,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU - 1656,0.43419,-0.11046347,0.030420005,0.42168,4.4594316,-0.7380064
2713N: Legitimacy of the State - Fund for Peace - 2,0886: School enrollment; preprimary; female  (% gross) - WDI - 816,0.43384,0.10829574,0.11302,0.4094,4.169925,-0.57056487
2713N: Legitimacy of the State - Fund for Peace - 2,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI - 972,0.43288,0.017391711,0.044200003,0.42004,4.4594316,-0.6445838
2713N: Legitimacy of the State - Fund for Peace - 2,1015: Prevalence of anemia among women of reproductive age  (% of women ages 15-49) - WDI - 942,0.43261,0.15197292,0.10305999,0.42198,4.4594316,0.5297519
2713N: Legitimacy of the State - Fund for Peace - 2,0388: CO2 emissions  (metric tons per capita) - WDI - 374,0.43217,0.3172994,0.0837,0.41164,4.4594316,-0.33892566
2713N: Legitimacy of the State - Fund for Peace - 2,1051: Lifetime risk of maternal death  (%) - WDI - 973,0.43207,0.23152779,0.040899992,0.4202,4.4594316,0.44781938
2713N: Legitimacy of the State - Fund for Peace - 2,1278: Birth rate; crude  (per 1;000 people) - WDI - 1185,0.43198,0.05592212,0.06358001,0.41755,4.4594316,0.6132356
2713N: Legitimacy of the State - Fund for Peace - 2,1017: Prevalence of anemia among non-pregnant women  (% of women ages 15-49) - WDI - 944,0.43185,0.15335953,0.102880016,0.42103,4.4594316,0.52772194
2713N: Legitimacy of the State - Fund for Peace - 2,1025: Number of neonatal deaths - WDI - 949,0.42886,0.4191994,0.027830005,0.4019,4.4594316,0.0982883
2713N: Legitimacy of the State - Fund for Peace - 2,1021: Number of infant deaths - WDI - 947,0.42799,0.41073304,0.039570004,0.40628,4.4594316,0.13136572
2713N: Legitimacy of the State - Fund for Peace - 2,0898: Pupil-teacher ratio; primary - WDI - 828,0.42604,0.13923916,0.10118,0.40937,4.169925,0.5355379
2713N: Legitimacy of the State - Fund for Peace - 2,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI - 976,0.42543,0.15043753,0.07767999,0.41383,4.4594316,-0.52439725
2713N: Legitimacy of the State - Fund for Peace - 2,1023: Number of under-five deaths - WDI - 948,0.42482,0.40490073,0.048079997,0.40957,4.4594316,0.1411357
2713N: Legitimacy of the State - Fund for Peace - 2,2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO - 1787,0.42077,0.2776744,0.08429,0.40186,4.169925,-0.37827978
2713N: Legitimacy of the State - Fund for Peace - 2,0056: Net capital account  (BoP; current US$) - WDI - 53,0.41879,0.4126024,0.19754001,0.41879,4.169925,-0.07866134
2713N: Legitimacy of the State - Fund for Peace - 2,0491: Domestic credit provided by financial sector  (% of GDP) - WDI - 440,0.41857,-0.038975984,0.05170998,0.40556,4.321928,-0.67642146
2713N: Legitimacy of the State - Fund for Peace - 2,0790: Inflation; GDP deflator  (annual %) - WDI - 722,0.41739,0.20309356,0.112969995,0.41739,4.321928,0.46292162
2713N: Legitimacy of the State - Fund for Peace - 2,0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI - 833,0.41611,0.32241508,0.10732001,0.39874,4.169925,0.30609626
2713N: Legitimacy of the State - Fund for Peace - 2,0625: Burden of customs procedure; WEF  (1=extremely inefficient to 7=extremely efficient) - WDI - 566,0.41563,0.0029295385,0.075430006,0.41563,4.169925,-0.64241767
2713N: Legitimacy of the State - Fund for Peace - 2,1385: Manufactures exports  (% of merchandise exports) - WDI - 1290,0.415,0.2286515,0.10738,0.415,4.169925,-0.431681
2713N: Legitimacy of the State - Fund for Peace - 2,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987,0.41133,0.18282121,0.101989985,0.40785,4.4594316,0.47802594
2713N: Legitimacy of the State - Fund for Peace - 2,1052: Prevalence of anemia among pregnant women  (%) - WDI - 974,0.41094,0.21256723,0.06546998,0.3934,4.4594316,0.44539058
2713N: Legitimacy of the State - Fund for Peace - 2,1383: ICT goods exports  (% of total goods exports) - WDI - 1288,0.41038,0.35920626,0.037800014,0.41038,4.169925,-0.22621614
2713N: Legitimacy of the State - Fund for Peace - 2,1000: Nonpregnant and nonnursing women can do the same jobs as men  (1=yes; 0=no) - WDI - 930,0.41035,0.21954352,0.27151,0.41035,4.169925,-0.436814
2713N: Legitimacy of the State - Fund for Peace - 2,0626: Quality of port infrastructure; WEF  (1=extremely underdeveloped to 7=well developed and efficient by international standards) - WDI - 567,0.40981,-0.0026252866,0.05675,0.40981,4.169925,-0.64221126
2713N: Legitimacy of the State - Fund for Peace - 2,0477: Money and quasi money  as % of GDP (M2) - WDI - 426,0.40797,0.21452133,0.0995,0.40797,4.169925,-0.439828
2713N: Legitimacy of the State - Fund for Peace - 2,2719: Human Flight - Fund for Peace - 1714,0.4076,-0.10766041,0.025550008,0.4076,4.0,0.7178164
2713N: Legitimacy of the State - Fund for Peace - 2,1288: Fertility rate; total  (births per woman) - WDI - 1193,0.40744,0.11379507,0.065019995,0.3985,4.4594316,0.54189014
2713N: Legitimacy of the State - Fund for Peace - 2,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO - 1790,0.40255,0.2146209,0.07532999,0.40255,4.169925,-0.43350792
2713N: Legitimacy of the State - Fund for Peace - 2,1967: Total fertility rate (per woman) - WHO - 1684,0.40254,0.122507036,0.07429999,0.38772,4.4594316,0.5291814
2713N: Legitimacy of the State - Fund for Peace - 2,0844: Net taxes on products  (current US$) - WDI - 776,0.40161,0.2991764,0.08497,0.40161,4.169925,-0.3200525
2713N: Legitimacy of the State - Fund for Peace - 2,0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI - 356,0.39813,0.14598453,0.07936999,0.39813,4.169925,-0.5021409
2713N: Legitimacy of the State - Fund for Peace - 2,0767: Adjusted savings: consumption of fixed capital  (% of GNI) - WDI - 699,0.39577,0.093826324,0.024770021,0.39577,4.321928,-0.549494
2713N: Legitimacy of the State - Fund for Peace - 2,0897: Primary education; pupils  (% female) - WDI - 827,0.39566,0.2924502,0.14605,0.37151,4.321928,-0.32126284
2713N: Legitimacy of the State - Fund for Peace - 2,0472: Broad money  (% of GDP) - WDI - 421,0.3938,0.20272058,0.0855,0.3938,4.169925,-0.4371263
2713N: Legitimacy of the State - Fund for Peace - 2,2819: Balance of Payments-Imports-Telecommunications services (US dollar at current prices) - WTO - 1814,0.39271,0.18552332,0.12154001,0.36375,4.169925,-0.45517763
2713N: Legitimacy of the State - Fund for Peace - 2,1311: Rural population growth  (annual %) - WDI - 1216,0.39256,0.19973971,0.059350014,0.36841,4.4594316,0.43911308
2713N: Legitimacy of the State - Fund for Peace - 2,2794: Balance of Payments-Exports-Telecommunications; computer; and information services (US dollar at current prices) - WTO - 1789,0.39011,0.24110645,0.06465,0.36804,4.321928,-0.38600975
2713N: Legitimacy of the State - Fund for Peace - 2,1924: Psychiatrists working in mental health sector (per 100;000) - WHO - 1666,0.3884,-0.08739063,0.060170025,0.3884,4.321928,-0.68977576
2713N: Legitimacy of the State - Fund for Peace - 2,0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI - 832,0.38834,0.35299647,0.091560006,0.37055,4.169925,0.18799876
2713N: Legitimacy of the State - Fund for Peace - 2,0066: Service exports  (BoP; current US$) - WDI - 63,0.38669,0.18842432,0.038949996,0.38669,4.321928,-0.44527033
2713N: Legitimacy of the State - Fund for Peace - 2,2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO - 1740,0.3845,0.37314165,0.04201001,0.35354,4.321928,-0.1065756
2713N: Legitimacy of the State - Fund for Peace - 2,0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI - 34,0.38295,0.20252511,0.07012001,0.36449,4.169925,-0.4247645
2713N: Legitimacy of the State - Fund for Peace - 2,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI - 521,0.38221,0.2075499,0.06865999,0.38221,4.321928,0.41792354
2713N: Legitimacy of the State - Fund for Peace - 2,2836: Total health expenditure as a percent of GDP by institutional sector/ Institutional Sector = Public (Units Percentage) - ILO - 1831,0.38142,-0.13262764,0.049220026,0.38142,4.169925,-0.71697116
2713N: Legitimacy of the State - Fund for Peace - 2,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO - 1780,0.38118,0.17727782,0.042659998,0.38118,4.321928,-0.45155528
2713N: Legitimacy of the State - Fund for Peace - 2,1376: Transport services  (% of commercial service imports) - WDI - 1281,0.3802,0.17308445,0.041500002,0.35958,4.321928,0.4550995
2713N: Legitimacy of the State - Fund for Peace - 2,0032: Primary income payments  (BoP; current US$) - WDI - 29,0.37923,0.18421033,0.049150005,0.37923,4.321928,-0.4416103
2713N: Legitimacy of the State - Fund for Peace - 2,1266: Refugee population by country or territory of origin - WDI - 1177,0.37883,0.32481414,0.040849984,0.3634,4.4594316,0.2324131
2713N: Legitimacy of the State - Fund for Peace - 2,0361: Electric power transmission and distribution losses  (% of output) - WDI - 350,0.37707,0.25791126,0.06164001,0.35605,4.169925,0.3451938
2713N: Legitimacy of the State - Fund for Peace - 2,1362: Merchandise imports from high-income economies  (% of total merchandise imports) - WDI - 1267,0.37684,0.05107367,0.05579999,0.37684,4.321928,-0.5707594
2713N: Legitimacy of the State - Fund for Peace - 2,1323: International tourism; receipts for travel items  (current US$) - WDI - 1228,0.37614,0.23778719,0.07853001,0.37614,4.321928,-0.37195808
2713N: Legitimacy of the State - Fund for Peace - 2,1315: Urban population  (% of total) - WDI - 1220,0.37439,0.07826698,0.10107,0.36362,4.4594316,-0.54417187
2713N: Legitimacy of the State - Fund for Peace - 2,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO - 1792,0.37396,0.16627505,0.04042998,0.37396,4.321928,-0.45572463
2713N: Legitimacy of the State - Fund for Peace - 2,0059: ICT service exports  (BoP; current US$) - WDI - 56,0.37343,0.16960351,0.07193002,0.37343,4.0,-0.45147148
2713N: Legitimacy of the State - Fund for Peace - 2,1101: Health expenditure; public  (% of total health expenditure) - WDI - 1016,0.37334,0.112365514,0.021970004,0.35448,4.4594316,-0.5108566
2713N: Legitimacy of the State - Fund for Peace - 2,1404: High-technology exports  (% of manufactured exports) - WDI - 1309,0.37238,0.30308276,0.10918999,0.37238,4.169925,-0.26324368
2713N: Legitimacy of the State - Fund for Peace - 2,1895: Mobile-cellular telephone subscriptions - ITU - 1653,0.36901,0.124043584,0.023079991,0.35197,4.4594316,-0.49494082
2713N: Legitimacy of the State - Fund for Peace - 2,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU - 1654,0.36901,0.124043584,0.023079991,0.35197,4.4594316,-0.49494082
2713N: Legitimacy of the State - Fund for Peace - 2,1312: Rural population  (% of total population) - WDI - 1217,0.36736,0.071251035,0.092769995,0.35348,4.4594316,0.54415894
2713N: Legitimacy of the State - Fund for Peace - 2,2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO - 1812,0.36725,0.21212934,0.05899,0.35701,4.169925,-0.3938536
2713N: Legitimacy of the State - Fund for Peace - 2,0921: Repeaters; primary; female  (% of female enrollment) - WDI - 851,0.36718,0.1639713,0.03803,0.33623,4.169925,0.45078674
2713N: Legitimacy of the State - Fund for Peace - 2,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO - 1739,0.36694,0.28670755,0.07806,0.36694,4.169925,-0.2832533
2713N: Legitimacy of the State - Fund for Peace - 2,2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO - 1783,0.36446,0.21005367,0.069980025,0.36446,4.321928,-0.3929457
