@relation MINE-Indicator-2006TO2013-2713_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12}

@data
23,'2713N: Legitimacy of the State - Fund for Peace','0810: GDP per capita  (constant 2005 US$) - WDI',0.46554,-0.083381,0.05207,0.46315,6.247928,-0.740892,cluster3
24,'2713N: Legitimacy of the State - Fund for Peace','1289: Survival to age 65; female  (\% of cohort) - WDI',0.45926,0.128184,0.04941,0.45926,5.584962,-0.575392,cluster9
25,'2713N: Legitimacy of the State - Fund for Peace','0781: Adjusted net national income per capita  (current US$) - WDI',0.45554,-0.139624,0.02741,0.45554,6.129283,-0.771469,cluster3
26,'2713N: Legitimacy of the State - Fund for Peace','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.45288,0.151615,0.05336,0.45288,5.584962,0.548876,cluster9
27,'2713N: Legitimacy of the State - Fund for Peace','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.44691,-0.017335,0.04629,0.44425,6.169925,-0.681356,cluster3
28,'2713N: Legitimacy of the State - Fund for Peace','0836: GNI per capita; PPP  (constant 2011 international $) - WDI',0.44447,0.072128,0.03428,0.4416,6.087463,-0.610198,cluster3
29,'2713N: Legitimacy of the State - Fund for Peace','1283: Mortality rate; infant  (per 1;000 live births) - WDI',0.44332,0.097231,0.05284,0.44332,5.584962,0.588293,cluster9
30,'2713N: Legitimacy of the State - Fund for Peace','1286: Life expectancy at birth; total  (years) - WDI',0.44169,0.024019,0.02706,0.44169,6.209454,-0.646275,cluster3
31,'2713N: Legitimacy of the State - Fund for Peace','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.44062,-0.20203,0.02617,0.43834,6.247928,-0.801655,cluster3
32,'2713N: Legitimacy of the State - Fund for Peace','0638: Fixed telephone subscriptions  (per 100 people) - WDI',0.43004,-0.130684,0.06325,0.43004,6.247928,-0.748815,cluster3
33,'2713N: Legitimacy of the State - Fund for Peace','0490: Claims on other sectors of the domestic economy  (\% of GDP) - WDI',0.42946,-0.086907,0.03532,0.42946,5.954197,-0.718587,cluster3
34,'2713N: Legitimacy of the State - Fund for Peace','1899: Percentage of Individuals using the Internet (\%) - ITU',0.42548,-0.17742,0.03358,0.42548,6.209454,-0.776466,cluster3
35,'2713N: Legitimacy of the State - Fund for Peace','0643: Internet users  (per 100 people) - WDI',0.42514,-0.180131,0.03632,0.42514,6.247928,-0.777991,cluster3
36,'2713N: Legitimacy of the State - Fund for Peace','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU',0.4244,-0.134535,0.06838,0.42081,6.247928,-0.74762,cluster3
37,'2713N: Legitimacy of the State - Fund for Peace','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.42056,0.154228,0.05185,0.42056,6.209454,-0.516074,cluster5
38,'2713N: Legitimacy of the State - Fund for Peace','0379: Electric power consumption  (kWh per capita) - WDI',0.41988,0.11638,0.04476,0.41661,6.044394,-0.550908,cluster5
39,'2713N: Legitimacy of the State - Fund for Peace','1297: Population ages 65 and above  (\% of total) - WDI',0.41851,-0.090971,0.05614,0.41851,6.209454,-0.713779,cluster3
40,'2713N: Legitimacy of the State - Fund for Peace','0830: GNI per capita; Atlas method  (current US$) - WDI',0.41729,-0.13652,0.01913,0.41729,6.129283,-0.744184,cluster3
41,'2713N: Legitimacy of the State - Fund for Peace','0814: GDP per capita; PPP  (constant 2011 international $) - WDI',0.41526,0.09417,0.03614,0.41252,6.247928,-0.566648,cluster5
42,'2713N: Legitimacy of the State - Fund for Peace','1299: Age dependency ratio; old  (\% of working-age population) - WDI',0.41483,-0.096495,0.06115,0.41483,6.044394,-0.71507,cluster3
43,'2713N: Legitimacy of the State - Fund for Peace','2719: Human Flight - Fund for Peace',0.41362,-0.107659,0.03243,0.41362,5.087463,0.721997,cluster1
44,'2713N: Legitimacy of the State - Fund for Peace','1025: Number of neonatal deaths - WDI',0.41354,0.405656,0.11218,0.41354,6.247928,0.088792,cluster11
45,'2713N: Legitimacy of the State - Fund for Peace','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI',0.41253,0.036305,0.05919,0.41253,5.643856,0.613372,cluster9
46,'2713N: Legitimacy of the State - Fund for Peace','1051: Lifetime risk of maternal death  (\%) - WDI',0.41047,0.225299,0.02737,0.41047,6.209454,0.430315,cluster12
47,'2713N: Legitimacy of the State - Fund for Peace','2710: Group Grievance - Fund for Peace',0.41039,-0.171564,0.02006,0.40991,6.247928,0.762859,cluster1
48,'2713N: Legitimacy of the State - Fund for Peace','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.4075,-0.017719,0.02255,0.4075,6.209454,-0.652088,cluster3
49,'2713N: Legitimacy of the State - Fund for Peace','1287: Life expectancy at birth; male  (years) - WDI',0.40575,-0.02209,0.03221,0.40575,6.247928,-0.654095,cluster3
50,'2713N: Legitimacy of the State - Fund for Peace','0808: GDP per capita  (current US$) - WDI',0.40274,-0.110078,0.03103,0.40263,6.247928,-0.716113,cluster3
51,'2713N: Legitimacy of the State - Fund for Peace','1049: Number of maternal deaths - WDI',0.4024,0.375375,0.08055,0.4024,6.247928,0.164392,cluster11
52,'2713N: Legitimacy of the State - Fund for Peace','0017: Forest area  (\% of land area) - WDI',0.40221,0.396205,0.33826,0.40221,6.247928,-0.077491,cluster11
53,'2713N: Legitimacy of the State - Fund for Peace','0953: School enrollment; secondary; female  (\% gross) - WDI',0.40073,-0.006433,0.04703,0.40073,5.954197,-0.638093,cluster3
54,'2713N: Legitimacy of the State - Fund for Peace','0378: Combustible renewables and waste  (\% of total energy) - WDI',0.40057,0.266676,0.20996,0.397,6.044394,0.365915,cluster11
55,'2713N: Legitimacy of the State - Fund for Peace','0736: Agriculture; value added  (\% of GDP) - WDI',0.39988,0.092674,0.04527,0.39711,6.169925,0.554262,cluster12
56,'2713N: Legitimacy of the State - Fund for Peace','1035: Improved water source  (\% of population with access) - WDI',0.39978,0.098318,0.02697,0.39978,6.169925,-0.549056,cluster5
57,'2713N: Legitimacy of the State - Fund for Peace','0835: GNI per capita; PPP  (current international $) - WDI',0.39473,0.054516,0.03211,0.39473,6.209454,-0.583279,cluster5
58,'2713N: Legitimacy of the State - Fund for Peace','0952: School enrollment; secondary  (\% gross) - WDI',0.39462,-0.016822,0.02299,0.39462,4.90689,-0.641437,cluster9
59,'2713N: Legitimacy of the State - Fund for Peace','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.39005,0.174745,0.04162,0.39005,5.643856,0.464009,cluster9
60,'2713N: Legitimacy of the State - Fund for Peace','1167: GDP per person employed  (constant 2011 PPP $) - WDI',0.38991,0.119669,0.06701,0.38991,6.209454,-0.519847,cluster5
61,'2713N: Legitimacy of the State - Fund for Peace','0004: Agricultural land  (sq. km) - WDI',0.38917,0.387601,0.28005,0.38917,6.247928,-0.039614,cluster11
62,'2713N: Legitimacy of the State - Fund for Peace','0641: Secure Internet servers - WDI',0.38796,0.317441,0.03208,0.38796,6.044394,-0.265554,cluster4
63,'2713N: Legitimacy of the State - Fund for Peace','0571: Time to import  (days) - WDI',0.38715,0.052331,0.02479,0.38715,6.209454,0.578635,cluster12
64,'2713N: Legitimacy of the State - Fund for Peace','0553: Time to export  (days) - WDI',0.38419,0.066806,0.02918,0.38419,6.209454,0.563368,cluster12
65,'2713N: Legitimacy of the State - Fund for Peace','0954: School enrollment; secondary; male  (\% gross) - WDI',0.38386,-0.025051,0.0246,0.38386,5.954197,-0.639461,cluster3
66,'2713N: Legitimacy of the State - Fund for Peace','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.38349,0.268427,0.04178,0.38349,6.247928,0.33921,cluster12
67,'2713N: Legitimacy of the State - Fund for Peace','0813: GDP per capita; PPP  (current international $) - WDI',0.37912,0.061309,0.02438,0.37654,6.247928,-0.563748,cluster5
68,'2713N: Legitimacy of the State - Fund for Peace','1021: Number of infant deaths - WDI',0.37597,0.361896,0.08714,0.37597,6.247928,0.118634,cluster11
69,'2713N: Legitimacy of the State - Fund for Peace','0380: Energy use  (kg of oil equivalent per capita) - WDI',0.37522,0.205913,0.05883,0.37176,6.087463,-0.411469,cluster5
70,'2713N: Legitimacy of the State - Fund for Peace','1058: Improved sanitation facilities  (\% of population with access) - WDI',0.37469,0.109374,0.06324,0.37469,5.643856,-0.515088,cluster5
71,'2713N: Legitimacy of the State - Fund for Peace','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI',0.37421,0.359327,0.02807,0.37421,6.129283,-0.121998,cluster11
72,'2713N: Legitimacy of the State - Fund for Peace','0759: Services; etc.; value added  (\% of GDP) - WDI',0.37365,0.031224,0.06932,0.37327,6.169925,-0.585172,cluster5
73,'2713N: Legitimacy of the State - Fund for Peace','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI',0.37313,0.110951,0.1066,0.37301,6.209454,0.512034,cluster12
74,'2713N: Legitimacy of the State - Fund for Peace','1034: Improved water source; urban  (\% of urban population with access) - WDI',0.37269,0.155285,0.0281,0.37069,6.247928,-0.466267,cluster5
75,'2713N: Legitimacy of the State - Fund for Peace','0016: Forest area  (sq. km) - WDI',0.37155,0.369516,0.28555,0.37155,6.247928,-0.045095,cluster11
76,'2713N: Legitimacy of the State - Fund for Peace','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.37126,0.140515,0.04078,0.37126,6.129283,0.480359,cluster12
77,'2713N: Legitimacy of the State - Fund for Peace','0552: Documents to export  (number) - WDI',0.36814,-0.059169,0.04967,0.36814,6.209454,0.653688,cluster12
78,'2713N: Legitimacy of the State - Fund for Peace','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD',0.36679,0.241006,0.08639,0.36679,6,-0.35466,cluster4
79,'2713N: Legitimacy of the State - Fund for Peace','1278: Birth rate; crude  (per 1;000 people) - WDI',0.36599,0.013999,0.04491,0.36599,6.169925,0.593289,cluster12
80,'2713N: Legitimacy of the State - Fund for Peace','2712: Poverty and Economic Decline - Fund for Peace',0.3654,-0.17603,0.02247,0.36519,6.247928,0.735819,cluster1
81,'2713N: Legitimacy of the State - Fund for Peace','1023: Number of under-five deaths - WDI',0.36507,0.348723,0.07744,0.36507,6.247928,0.127854,cluster11
82,'2713N: Legitimacy of the State - Fund for Peace','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.3634,0.275671,0.1009,0.3634,5.954197,-0.296191,cluster4
83,'2713N: Legitimacy of the State - Fund for Peace','1310: Rural population - WDI',0.36325,0.360021,0.18382,0.36325,6.247928,0.056822,cluster11
84,'2713N: Legitimacy of the State - Fund for Peace','1060: Improved sanitation facilities; urban  (\% of urban population with access) - WDI',0.36257,0.136317,0.05273,0.3615,6.247928,-0.475661,cluster5
85,'2713N: Legitimacy of the State - Fund for Peace','1033: Improved water source; rural  (\% of rural population with access) - WDI',0.36201,0.046274,0.05235,0.36031,6.247928,-0.561904,cluster5
86,'2713N: Legitimacy of the State - Fund for Peace','1103: Health expenditure; public  (\% of GDP) - WDI',0.36162,-0.11814,0.03323,0.36162,6.169925,-0.692647,cluster3
87,'2713N: Legitimacy of the State - Fund for Peace','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.36044,0.142914,0.0436,0.36044,6,-0.466397,cluster5
88,'2713N: Legitimacy of the State - Fund for Peace','1300: Age dependency ratio; young  (\% of working-age population) - WDI',0.35943,0.030926,0.0458,0.35943,6.247928,0.573153,cluster12
89,'2713N: Legitimacy of the State - Fund for Peace','1295: Population ages 0-14  (\% of total) - WDI',0.35882,-0.021206,0.03772,0.35882,6.247928,0.616462,cluster12
90,'2713N: Legitimacy of the State - Fund for Peace','0010: Permanent cropland  (\% of land area) - WDI',0.35724,0.340514,0.23006,0.35724,6.247928,0.129328,cluster11
91,'2713N: Legitimacy of the State - Fund for Peace','0570: Documents to import  (number) - WDI',0.35718,-0.032804,0.06534,0.35718,4.459432,0.624487,cluster9
92,'2713N: Legitimacy of the State - Fund for Peace','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.35527,0.341497,0.06346,0.35527,6.087463,-0.117359,cluster4
93,'2713N: Legitimacy of the State - Fund for Peace','0006: Arable land  (hectares) - WDI',0.35407,0.349958,0.2372,0.35407,6.247928,-0.064126,cluster11
94,'2713N: Legitimacy of the State - Fund for Peace','0588: Time required to build a warehouse  (days) - WDI',0.35183,0.338962,0.25634,0.34674,6.169925,0.113437,cluster11
95,'2713N: Legitimacy of the State - Fund for Peace','0574: Time required to enforce a contract  (days) - WDI',0.3503,0.304494,0.22176,0.3503,6.169925,0.214023,cluster11
96,'2713N: Legitimacy of the State - Fund for Peace','1290: Survival to age 65; male  (\% of cohort) - WDI',0.35012,-0.036203,0.03347,0.35012,6.247928,-0.621549,cluster3
97,'2713N: Legitimacy of the State - Fund for Peace','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.34961,0.212891,0.08766,0.34961,6.044394,-0.369756,cluster4
98,'2713N: Legitimacy of the State - Fund for Peace','0062: Primary income receipts  (BoP; current US$) - WDI',0.34901,0.175913,0.03788,0.34901,5.90689,-0.416049,cluster5
99,'2713N: Legitimacy of the State - Fund for Peace','0492: Domestic credit to private sector  (\% of GDP) - WDI',0.3488,-0.097364,0.03532,0.3488,6.169925,-0.667955,cluster3
100,'2713N: Legitimacy of the State - Fund for Peace','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI',0.34831,0.271749,0.02399,0.34831,6,-0.276696,cluster4
101,'2713N: Legitimacy of the State - Fund for Peace','1383: ICT goods exports  (\% of total goods exports) - WDI',0.3479,0.301843,0.06512,0.3447,6.044394,-0.21461,cluster4
102,'2713N: Legitimacy of the State - Fund for Peace','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.34743,0.320257,0.14632,0.34743,6.247928,0.164842,cluster11
103,'2713N: Legitimacy of the State - Fund for Peace','2709: Refugees and IDPs - Fund for Peace',0.34739,-0.133111,0.01666,0.34395,6.247928,0.693181,cluster1
104,'2713N: Legitimacy of the State - Fund for Peace','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI',0.34586,0.07764,0.04308,0.34586,6,-0.5179,cluster5
105,'2713N: Legitimacy of the State - Fund for Peace','0779: Adjusted net national income  (constant 2005 US$) - WDI',0.3458,0.268795,0.09867,0.34192,6,-0.277499,cluster4
106,'2713N: Legitimacy of the State - Fund for Peace','0662: General government final consumption expenditure  (constant 2005 US$) - WDI',0.34147,0.240648,0.06861,0.33822,6.044394,-0.317525,cluster4
107,'2713N: Legitimacy of the State - Fund for Peace','1312: Rural population  (\% of total population) - WDI',0.33976,0.029449,0.07133,0.33976,6.247928,0.557056,cluster12
108,'2713N: Legitimacy of the State - Fund for Peace','0761: Adjusted savings: education expenditure  (\% of GNI) - WDI',0.33798,0.259986,0.1166,0.33798,6.209454,-0.279274,cluster11
109,'2713N: Legitimacy of the State - Fund for Peace','1315: Urban population  (\% of total) - WDI',0.33765,0.027339,0.07073,0.33765,6.247928,-0.557055,cluster5
110,'2713N: Legitimacy of the State - Fund for Peace','1304: Population; total - WDI',0.33558,0.335256,0.22099,0.33558,6.247928,0.017988,cluster11
111,'2713N: Legitimacy of the State - Fund for Peace','1288: Fertility rate; total  (births per woman) - WDI',0.33556,0.058663,0.04174,0.33556,6.247928,0.52621,cluster12
112,'2713N: Legitimacy of the State - Fund for Peace','1403: High-technology exports  (current US$) - WDI',0.33515,0.290621,0.02593,0.33515,6.044394,-0.211019,cluster4
113,'2713N: Legitimacy of the State - Fund for Peace','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI',0.33491,0.059374,0.05422,0.33491,5.584962,0.524916,cluster9
114,'2713N: Legitimacy of the State - Fund for Peace','0689: Final consumption expenditure  (constant 2005 US$) - WDI',0.33191,0.259209,0.09126,0.32846,6.044394,-0.269631,cluster4
115,'2713N: Legitimacy of the State - Fund for Peace','0580: Time to prepare and pay taxes  (hours) - WDI',0.33137,0.267531,0.17188,0.33137,6.169925,0.252665,cluster11
116,'2713N: Legitimacy of the State - Fund for Peace','2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO',0.33056,0.191326,0.03529,0.33056,6.129283,-0.37314,cluster4
117,'2713N: Legitimacy of the State - Fund for Peace','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI',0.32798,0.217365,0.06573,0.32798,6.169925,0.332588,cluster12
118,'2713N: Legitimacy of the State - Fund for Peace','1402: Commercial service exports  (current US$) - WDI',0.32734,0.114868,0.04827,0.32734,6.087463,-0.460947,cluster5
119,'2713N: Legitimacy of the State - Fund for Peace','0683: Final consumption expenditure; etc.  (constant 2005 US$) - WDI',0.32689,0.251722,0.09036,0.3234,6.044394,-0.274167,cluster4
120,'2713N: Legitimacy of the State - Fund for Peace','0844: Net taxes on products  (current US$) - WDI',0.32573,0.217655,0.03793,0.32573,6.044394,-0.328748,cluster4
121,'2713N: Legitimacy of the State - Fund for Peace','0575: Time required to register property  (days) - WDI',0.32501,0.278411,0.17452,0.32001,6.169925,0.215867,cluster11
122,'2713N: Legitimacy of the State - Fund for Peace','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI',0.32455,-0.10763,0.02103,0.32455,6.169925,-0.657404,cluster3
123,'2713N: Legitimacy of the State - Fund for Peace','0005: Agricultural land  (\% of land area) - WDI',0.32453,0.316755,0.24822,0.32453,6.247928,0.088177,cluster11
124,'2713N: Legitimacy of the State - Fund for Peace','2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO',0.32295,0.171171,0.04808,0.32295,5.954197,-0.389588,cluster5
125,'2713N: Legitimacy of the State - Fund for Peace','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI',0.32256,0.022968,0.09385,0.32256,6.209454,-0.54735,cluster5
126,'2713N: Legitimacy of the State - Fund for Peace','0032: Primary income payments  (BoP; current US$) - WDI',0.32237,0.137494,0.04431,0.32237,5.807355,-0.429972,cluster5
127,'2713N: Legitimacy of the State - Fund for Peace','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.32184,0.315883,0.0303,0.32184,6.087463,-0.077179,cluster4
128,'2713N: Legitimacy of the State - Fund for Peace','0722: Imports of goods and services  (constant 2005 US$) - WDI',0.32122,0.184874,0.03943,0.32122,6.044394,-0.36925,cluster4
129,'2713N: Legitimacy of the State - Fund for Peace','2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO',0.32067,0.233512,0.0376,0.31746,6.129283,-0.295225,cluster4
130,'2713N: Legitimacy of the State - Fund for Peace','0825: GNI  (constant 2005 US$) - WDI',0.32054,0.238656,0.06197,0.32054,6,-0.286155,cluster4
131,'2713N: Legitimacy of the State - Fund for Peace','1211: Labor force participation rate; female (\% of female population ages 15+)  (modeled ILO estimate) - WDI',0.32009,0.319675,0.1611,0.31799,6.247928,-0.020375,cluster11
132,'2713N: Legitimacy of the State - Fund for Peace','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.31984,0.112708,0.04642,0.31984,6.129283,-0.455118,cluster5
133,'2713N: Legitimacy of the State - Fund for Peace','0654: Armed forces personnel; total - WDI',0.31982,0.311788,0.22538,0.31444,6.209454,0.089621,cluster11
134,'2713N: Legitimacy of the State - Fund for Peace','1213: Ratio of female to male labor force participation rate (\%)  (modeled ILO estimate) - WDI',0.3197,0.288203,0.16994,0.31661,6.247928,-0.177475,cluster11
135,'2713N: Legitimacy of the State - Fund for Peace','2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO',0.31931,0.119172,0.04051,0.31914,6.087463,-0.447368,cluster5
136,'2713N: Legitimacy of the State - Fund for Peace','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.31926,0.317462,0.14863,0.31926,6.129283,0.042401,cluster11
137,'2713N: Legitimacy of the State - Fund for Peace','1895: Mobile-cellular telephone subscriptions - ITU',0.31811,0.052999,0.04618,0.31811,6.247928,-0.514889,cluster5
138,'2713N: Legitimacy of the State - Fund for Peace','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.31811,0.052999,0.04618,0.31811,6.247928,-0.514889,cluster5
139,'2713N: Legitimacy of the State - Fund for Peace','0037: Charges for the use of intellectual property; payments  (BoP; current US$) - WDI',0.31801,0.137274,0.04605,0.31801,5.954197,-0.425131,cluster5
140,'2713N: Legitimacy of the State - Fund for Peace','0707: Gross fixed capital formation  (constant 2005 US$) - WDI',0.31774,0.26112,0.09053,0.31774,6,-0.237949,cluster4
141,'2713N: Legitimacy of the State - Fund for Peace','0059: ICT service exports  (BoP; current US$) - WDI',0.31626,0.096228,0.03389,0.31626,5.459432,-0.469076,cluster9
142,'2713N: Legitimacy of the State - Fund for Peace','1298: Age dependency ratio  (\% of working-age population) - WDI',0.31583,0.135994,0.08247,0.31583,6.247928,0.424071,cluster12
143,'2713N: Legitimacy of the State - Fund for Peace','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.31578,0.105864,0.05068,0.31578,6.209454,-0.458166,cluster5
144,'2713N: Legitimacy of the State - Fund for Peace','0066: Service exports  (BoP; current US$) - WDI',0.31498,0.106502,0.04146,0.31498,6.129283,-0.456594,cluster5
145,'2713N: Legitimacy of the State - Fund for Peace','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.3147,0.289525,0.13332,0.3147,6.169925,0.158666,cluster11
146,'2713N: Legitimacy of the State - Fund for Peace','0367: Electricity production from renewable sources; excluding hydroelectric  (\% of total) - WDI',0.31325,0.122666,0.02571,0.31092,6.044394,-0.436559,cluster5
147,'2713N: Legitimacy of the State - Fund for Peace','0747: Industry; value added  (constant LCU) - WDI',0.31325,0.312142,0.21136,0.30937,6.169925,0.033284,cluster11
148,'2713N: Legitimacy of the State - Fund for Peace','0427: Population density  (people per sq. km of land area) - WDI',0.31302,0.303814,0.22559,0.31302,6.247928,-0.09595,cluster11
149,'2713N: Legitimacy of the State - Fund for Peace','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.31283,0.048407,0.0431,0.31283,6.247928,-0.514221,cluster5
150,'2713N: Legitimacy of the State - Fund for Peace','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.31263,0.303303,0.04638,0.31263,6.087463,-0.096577,cluster4
151,'2713N: Legitimacy of the State - Fund for Peace','0694: Gross national expenditure  (constant 2005 US$) - WDI',0.31225,0.239451,0.0803,0.31225,6.044394,-0.269814,cluster4
152,'2713N: Legitimacy of the State - Fund for Peace','0674: Household final consumption expenditure  (constant 2005 US$) - WDI',0.31182,0.245697,0.08731,0.30828,6.044394,-0.257144,cluster4
153,'2713N: Legitimacy of the State - Fund for Peace','1296: Population ages 15-64  (\% of total) - WDI',0.31093,0.147741,0.07711,0.31093,6.247928,-0.403967,cluster5
154,'2713N: Legitimacy of the State - Fund for Peace','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI',0.30928,0.082656,0.07318,0.30928,6.247928,0.476051,cluster12
155,'2713N: Legitimacy of the State - Fund for Peace','1385: Manufactures exports  (\% of merchandise exports) - WDI',0.30832,0.143011,0.10033,0.30536,6.087463,-0.406583,cluster4
