@relation MINE-Indicator-2011-0811_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5}

@data
11,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0811: GDP per capita growth  (annual \%) - WDI - 743',0.38972,0.181071,0.03845,0.38972,4.584962,-0.456781,cluster3
12,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0826: GNI growth  (annual \%) - WDI - 758',0.38797,0.21742,0.05644,0.37395,4.459432,-0.412977,cluster3
13,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0957: School enrollment; secondary; male  (\% net) - WDI - 887',0.38148,0.310279,0.11466,0.3604,4.169925,-0.266834,cluster1
14,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0490: Claims on other sectors of the domestic economy  (\% of GDP) - WDI - 439',0.37923,0.172002,0.06076,0.35284,4.321928,-0.455223,cluster1
15,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0518: Taxes on international trade  (\% of revenue) - WDI - 467',0.37407,0.34344,0.10397,0.34673,4.169925,0.175013,cluster1
16,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0663: General government final consumption expenditure  (annual \% growth) - WDI - 595',0.37331,0.25978,0.06547,0.36037,4.459432,0.336942,cluster3
17,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0940: Lower secondary completion rate; male  (\% of relevant age group) - WDI - 870',0.37286,0.372669,0.14892,0.37286,4.169925,-0.013823,cluster1
18,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1073: People practicing open defecation; rural  (\% of rural population) - WDI - 989',0.37154,0.368851,0.10705,0.35081,4.584962,0.051858,cluster3
19,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0884: Pupil-teacher ratio; preprimary - WDI - 814',0.37064,0.370468,0.15557,0.37064,4.169925,-0.013108,cluster1
20,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0678: Household final consumption expenditure per capita growth  (annual \%) - WDI - 610',0.36569,0.230437,0.02811,0.36569,4.321928,0.367768,cluster1
21,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0260: Net flows on external debt; total  (NFL; current US$) - WDI - 252',0.3621,0.349603,0.11919,0.34123,4.169925,0.11179,cluster1
22,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1093: Incidence of tuberculosis  (per 100;000 people) - WDI - 1008',0.36081,0.358373,0.07875,0.34333,4.584962,0.04937,cluster3
23,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0941: Lower secondary completion rate; total  (\% of relevant age group) - WDI - 871',0.3585,0.358445,0.08045,0.33285,4.321928,-0.007388,cluster1
24,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0595: Patent applications; nonresidents - WDI - 536',0.3537,0.351953,0.06932,0.32857,4.169925,0.041801,cluster1
25,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0919: Persistence to last grade of primary; male  (\% of cohort) - WDI - 849',0.34961,0.3073,0.07186,0.32445,4.169925,-0.205695,cluster1
26,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0378: Combustible renewables and waste  (\% of total energy) - WDI - 364',0.34945,0.346938,0.03364,0.34945,4.321928,0.050124,cluster1
27,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0299: Net transfers on external debt; total  (NTR; current US$) - WDI - 291',0.34418,0.329098,0.06546,0.31145,4.169925,0.122807,cluster1
28,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0164: IDA grants  (current US$) - WDI - 159',0.34288,0.33976,0.10263,0.31856,4.169925,0.055857,cluster1
29,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0536: Expense  (\% of GDP) - WDI - 485',0.34163,0.223907,0.03283,0.34163,4.169925,-0.343108,cluster1
30,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0300: Net transfers on external debt; long-term  (NTR; current US$) - WDI - 292',0.34044,0.335031,0.10673,0.31782,4.169925,0.073548,cluster1
31,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1098: Health expenditure per capita  (current US$) - WDI - 1013',0.33868,0.314793,0.06029,0.33868,4.584962,-0.154555,cluster3
32,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0380: Energy use  (kg of oil equivalent per capita) - WDI - 366',0.33843,0.325629,0.03352,0.33843,4.321928,-0.113142,cluster1
33,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1153: Employment to population ratio; 15+; total (\%)  (national estimate) - WDI - 1066',0.33804,0.285043,0.09652,0.3006,4.169925,0.230212,cluster1
34,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0364: Electricity production from oil sources  (\% of total) - WDI - 353',0.33782,0.329654,0.10498,0.33782,4.321928,0.090363,cluster1
35,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1270: Depth of the food deficit  (kilocalories per person per day) - WDI - 1179',0.33746,0.258979,0.11607,0.33746,4.169925,0.280144,cluster1
36,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0973: Secondary education; teachers  (\% female) - WDI - 903',0.33667,0.242763,0.03467,0.30956,4.169925,-0.306443,cluster1
37,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0539: Distance to frontier score  (0=lowest performance to 100=frontier) - WDI - 488',0.33654,0.253829,0.06268,0.31646,4.584962,-0.287595,cluster3
38,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1286: Life expectancy at birth; total  (years) - WDI - 1191',0.33644,0.331699,0.07602,0.33644,4.584962,-0.068857,cluster3
39,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0979: School enrollment; tertiary; female  (\% gross) - WDI - 909',0.33632,0.215433,0.06622,0.31679,4.321928,-0.347688,cluster1
40,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0461: Bank liquid reserves to bank assets ratio  (\%) - WDI - 410',0.3341,0.255637,0.11204,0.29458,4.169925,0.280113,cluster1
41,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0774: Adjusted savings: natural resources depletion  (\% of GNI) - WDI - 706',0.33257,0.310824,0.03181,0.31663,4.584962,0.147467,cluster3
42,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0952: School enrollment; secondary  (\% gross) - WDI - 882',0.33164,0.210039,0.05335,0.3117,4.459432,-0.348714,cluster3
43,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0918: Persistence to last grade of primary; female  (\% of cohort) - WDI - 848',0.33039,0.291218,0.0432,0.29756,4.169925,-0.197919,cluster1
44,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0764: Adjusted savings: net forest depletion  (current US$) - WDI - 696',0.32993,0.329227,0.10939,0.32993,4.321928,0.026521,cluster1
45,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0097: Net bilateral aid flows from DAC donors; France  (current US$) - WDI - 94',0.3292,0.329196,0.1235,0.30048,4.321928,-0.001916,cluster1
46,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0264: Net flows on external debt; short-term  (NFL; current US$) - WDI - 256',0.32838,0.304353,0.09585,0.29562,4.169925,0.155006,cluster1
47,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1410: Intentional homicides  (per 100;000 people) - WDI - 1315',0.32788,0.327879,0.08933,0.29731,4.169925,0.000994,cluster1
48,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1075: People practicing open defecation  (\% of population) - WDI - 991',0.32531,0.325054,0.11809,0.30819,4.584962,-0.015986,cluster3
49,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0928: Primary education; teachers  (\% female) - WDI - 858',0.32479,0.323041,0.04603,0.32479,4.321928,-0.041827,cluster1
50,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0470: Claims on private sector  (annual growth as \% of broad money) - WDI - 419',0.32445,0.322992,0.07153,0.30844,4.321928,-0.038182,cluster1
51,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0284: Net financial flows; RDB concessional  (NFL; current US$) - WDI - 276',0.32368,0.32052,0.03603,0.30015,4.169925,0.056216,cluster1
52,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0261: Net flows on external debt; long-term  (NFL; current US$) - WDI - 253',0.32347,0.318714,0.04599,0.3016,4.169925,0.068963,cluster1
53,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0351: Undisbursed external debt; official creditors  (UND; current US$) - WDI - 343',0.32159,0.31681,0.08727,0.29381,4.169925,0.069134,cluster1
54,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0642: Secure Internet servers  (per 1 million people) - WDI - 583',0.32138,0.29853,0.04533,0.32138,4.584962,-0.151162,cluster3
55,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0961: Progression to secondary school  (\%) - WDI - 891',0.32135,0.270523,0.0368,0.29771,4.169925,-0.225449,cluster1
56,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0980: School enrollment; tertiary; male  (\% gross) - WDI - 910',0.32015,0.199807,0.0526,0.30426,4.321928,-0.346905,cluster1
57,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0282: PPG; other private creditors  (NFL; current US$) - WDI - 274',0.31747,0.300289,0.10741,0.29447,4.169925,-0.131078,cluster1
58,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1289: Survival to age 65; female  (\% of cohort) - WDI - 1194',0.31655,0.314885,0.08824,0.31655,4.584962,-0.040802,cluster3
59,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0338: PPG; IDA  (TDS; current US$) - WDI - 330',0.31647,0.301384,0.09893,0.29756,4.169925,0.122827,cluster1
60,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0759: Services; etc.; value added  (\% of GDP) - WDI - 691',0.31558,0.239379,0.04275,0.29869,4.584962,-0.276045,cluster3
61,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0578: Time required to start a business  (days) - WDI - 522',0.31456,0.305734,0.09301,0.2965,4.584962,0.093947,cluster3
62,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0816: Total natural resources rents  (\% of GDP) - WDI - 748',0.31443,0.249299,0.03054,0.29966,4.584962,0.255209,cluster3
63,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0534: Other expense  (\% of expense) - WDI - 483',0.31433,0.314067,0.08936,0.27916,4.169925,-0.016211,cluster1
64,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0191: Short-term debt  (\% of total external debt) - WDI - 186',0.31425,0.312153,0.10977,0.27261,4.169925,-0.045795,cluster1
65,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0312: PPG; other private creditors  (NTR; current US$) - WDI - 304',0.31388,0.297224,0.07449,0.29095,4.169925,-0.129058,cluster1
66,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI - 976',0.31321,0.312868,0.03414,0.3017,4.584962,-0.018497,cluster3
67,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0371: Energy imports; net  (\% of energy use) - WDI - 360',0.31302,0.302216,0.06271,0.31302,4.321928,-0.103945,cluster1
68,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0435: Population in urban agglomerations of more than 1 million  (\% of total population) - WDI - 399',0.31229,0.306292,0.08441,0.2804,4.169925,-0.077445,cluster1
69,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0948: Pupil-teacher ratio; secondary - WDI - 878',0.31183,0.233135,0.02191,0.28947,4.169925,0.280526,cluster1
70,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0520: Other taxes  (\% of revenue) - WDI - 469',0.31169,0.299523,0.07901,0.28726,4.169925,-0.110303,cluster1
71,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0735: Agriculture; value added  (constant LCU) - WDI - 667',0.31154,0.308505,0.07233,0.2949,4.459432,0.055091,cluster3
72,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0780: Adjusted net national income  (annual \% growth) - WDI - 712',0.31152,0.067011,0.01118,0.31152,4.321928,-0.494478,cluster0
73,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0935: Children out of school; primary; male - WDI - 865',0.31125,0.304016,0.08856,0.31125,4.169925,0.085051,cluster1
74,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0677: Household final consumption expenditure per capita  (constant 2005 US$) - WDI - 609',0.31119,0.170039,0.0415,0.31119,4.321928,-0.3757,cluster1
75,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1049: Number of maternal deaths - WDI - 971',0.30997,0.309634,0.03382,0.29866,4.584962,0.018321,cluster3
76,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1378: Net barter terms of trade index  (2000 = 100) - WDI - 1283',0.30971,0.268937,0.03543,0.28971,4.459432,0.201922,cluster3
77,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0669: Household final consumption expenditure; etc.  (annual \% growth) - WDI - 601',0.3097,0.208342,0.04807,0.3097,4.321928,0.318367,cluster1
78,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0181: Total change in external debt stocks  (current US$) - WDI - 176',0.30918,0.296053,0.02424,0.28716,4.169925,0.114572,cluster1
79,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0509: Revenue; excluding grants  (\% of GDP) - WDI - 458',0.30906,0.162063,0.04298,0.30906,4.169925,-0.383402,cluster1
80,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0030: Trade in services  (\% of GDP) - WDI - 27',0.30885,0.302245,0.10737,0.28759,4.584962,-0.081273,cluster3
81,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1259: Unemployment; total (\% of total labor force)  (modeled ILO estimate) - WDI - 1172',0.30877,0.306732,0.05712,0.29181,4.584962,0.045145,cluster3
82,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0933: Children out of school; primary; female - WDI - 863',0.30852,0.301538,0.04968,0.30852,4.169925,0.083561,cluster1
83,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0167: PPG; multilateral  (DIS; current US$) - WDI - 162',0.30847,0.30472,0.09584,0.28954,4.169925,0.061241,cluster1
84,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0954: School enrollment; secondary; male  (\% gross) - WDI - 884',0.30837,0.193974,0.06941,0.30837,4.321928,-0.338224,cluster1
85,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1167: GDP per person employed  (constant 2011 PPP $) - WDI - 1080',0.30834,0.286575,0.02909,0.29531,4.584962,-0.147528,cluster3
86,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1372: Merchandise imports from low- and middle-income economies within region  (\% of total merchandise imports) - WDI - 1277',0.30826,0.299871,0.07151,0.30826,4.169925,0.091589,cluster1
87,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1269: Prevalence of undernourishment  (\% of population) - WDI - 1178',0.30711,0.246287,0.10309,0.28266,4.169925,0.246623,cluster1
88,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0765: Adjusted savings: net forest depletion  (\% of GNI) - WDI - 697',0.30694,0.306342,0.073,0.28652,4.584962,0.02446,cluster3
89,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1391: Merchandise exports to low- and middle-income economies in East Asia & Pacific  (\% of total merchandise exports) - WDI - 1296',0.30599,0.284826,0.0748,0.2878,4.321928,0.145478,cluster1
90,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0522: Tax revenue  (\% of GDP) - WDI - 471',0.30528,0.233619,0.05168,0.30528,4.169925,-0.267697,cluster1
91,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0781: Adjusted net national income per capita  (current US$) - WDI - 713',0.30475,0.276263,0.03299,0.30475,4.459432,-0.168782,cluster3
92,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0906: School enrollment; primary; female  (\% net) - WDI - 836',0.30475,0.282498,0.10601,0.30475,4.169925,0.149171,cluster1
93,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1035: Improved water source  (\% of population with access) - WDI - 957',0.30398,0.278972,0.03688,0.29144,4.584962,-0.158141,cluster3
94,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0301: Net transfers on external debt; private nonguaranteed (PNG)  (NTR; current US$) - WDI - 293',0.3027,0.297271,0.06637,0.28278,4.169925,0.073681,cluster1
95,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0684: Final consumption expenditure; etc.  (annual \% growth) - WDI - 616',0.3027,0.169545,0.07265,0.28656,4.459432,0.364905,cluster3
96,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0930: Adjusted net enrollment rate; primary; female  (\% of primary school age children) - WDI - 860',0.30162,0.279426,0.06676,0.30162,4.169925,0.148976,cluster1
97,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0934: Children out of school; female  (\% of female primary school age) - WDI - 864',0.30162,0.279436,0.06676,0.30162,4.169925,-0.148943,cluster1
98,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0798: Forest rents  (\% of GDP) - WDI - 730',0.30127,0.29989,0.0215,0.28276,4.584962,0.037148,cluster3
99,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1392: Merchandise exports to low- and middle-income economies in Europe & Central Asia  (\% of total merchandise exports) - WDI - 1297',0.30105,0.298789,0.08537,0.30105,4.321928,-0.047552,cluster1
100,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1021: Number of infant deaths - WDI - 947',0.30086,0.300615,0.049,0.30086,4.459432,0.015648,cluster3
101,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0643: Internet users  (per 100 people) - WDI - 584',0.30033,0.255756,0.04335,0.30033,4.584962,-0.211124,cluster3
102,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1364: Merchandise imports from low- and middle-income economies in East Asia & Pacific  (\% of total merchandise imports) - WDI - 1269',0.29954,0.246204,0.04857,0.2849,4.459432,0.230945,cluster3
103,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1952: Number of neonatal deaths (thousands) - WHO - 1678',0.29943,0.298943,0.09732,0.28191,4.459432,0.02208,cluster3
104,'0811N: GDP per capita growth  (annual \%) - WDI - 6','2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO - 1811',0.29921,0.26985,0.11237,0.29921,4.169925,-0.171349,cluster1
105,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1152: Employment to population ratio; 15+; male (\%)  (modeled ILO estimate) - WDI - 1065',0.29716,0.289462,0.0346,0.28225,4.584962,0.087737,cluster3
106,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0675: Household final consumption expenditure  (annual \% growth) - WDI - 607',0.29712,0.199309,0.01886,0.28184,4.459432,0.312748,cluster3
107,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI - 786',0.29704,0.272157,0.04713,0.29704,4.459432,-0.157743,cluster3
108,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0130: PNG; bonds  (AMT; current US$) - WDI - 127',0.29648,0.291289,0.17088,0.2704,4.169925,0.072051,cluster1
109,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0068: Exports of goods; services and primary income  (BoP; current US$) - WDI - 65',0.29588,0.294458,0.10495,0.27384,4.584962,-0.037715,cluster3
110,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0978: School enrollment; tertiary  (\% gross) - WDI - 908',0.29543,0.172875,0.03796,0.27639,4.321928,-0.350078,cluster1
111,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0116: PPG; bilateral  (AMT; current US$) - WDI - 113',0.29532,0.286642,0.09222,0.271,4.169925,0.093153,cluster1
112,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0953: School enrollment; secondary; female  (\% gross) - WDI - 883',0.29526,0.173681,0.04507,0.29526,4.321928,-0.348681,cluster1
113,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0623: Periodicity and timeliness assessment of statistical capacity  (scale 0 - 100) - WDI - 564',0.29522,0.213626,0.18199,0.28046,4.321928,-0.285647,cluster1
114,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0474: Broad money growth  (annual \%) - WDI - 423',0.29511,0.281055,0.02605,0.29511,4.169925,0.118552,cluster1
115,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0907: School enrollment; primary; male  (\% net) - WDI - 837',0.29489,0.276288,0.11422,0.29489,4.169925,0.13639,cluster1
116,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0361: Electric power transmission and distribution losses  (\% of output) - WDI - 350',0.29472,0.284479,0.04313,0.29472,4.321928,0.101198,cluster1
117,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0665: General government final consumption expenditure  (\% of GDP) - WDI - 597',0.29462,0.289746,0.04469,0.27893,4.584962,-0.069813,cluster3
118,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1416: Account at a financial institution; income; richest 60\%  (\% ages 15+) - WDI - 1321',0.29459,0.158557,0.04623,0.27709,4.321928,-0.368826,cluster1
119,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0505: Grants and other revenue  (\% of revenue) - WDI - 454',0.29455,0.279637,0.10598,0.29455,4.169925,0.122118,cluster1
120,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI - 987',0.29448,0.294329,0.04191,0.27812,4.584962,-0.012286,cluster3
121,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0921: Repeaters; primary; female  (\% of female enrollment) - WDI - 851',0.29438,0.292481,0.06129,0.29438,4.321928,0.043574,cluster1
122,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0134: Principal arrears; long-term DOD  (US$) - WDI - 131',0.29414,0.285966,0.06246,0.25485,4.169925,0.090408,cluster1
123,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0456: Commercial bank branches  (per 100;000 adults) - WDI - 406',0.2941,0.281234,0.05989,0.28066,4.584962,-0.113428,cluster3
124,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0832: GNI per capita  (constant 2005 US$) - WDI - 764',0.29389,0.271047,0.04531,0.29389,4.321928,-0.151139,cluster1
125,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0199: PPG; official creditors  (DOD; current US$) - WDI - 194',0.29383,0.2869,0.05894,0.27023,4.169925,0.083245,cluster1
126,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0366: Electricity production from renewable sources; excluding hydroelectric  (kWh) - WDI - 355',0.29363,0.291424,0.05376,0.29363,4.321928,-0.046972,cluster1
127,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1103: Health expenditure; public  (\% of GDP) - WDI - 1018',0.29358,0.269105,0.03375,0.29358,4.584962,-0.156446,cluster3
128,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0479: Money and quasi money growth  (annual \%) - WDI - 428',0.29343,0.279734,0.02942,0.27732,4.321928,0.117031,cluster1
129,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1033: Improved water source; rural  (\% of rural population with access) - WDI - 955',0.29296,0.257776,0.02883,0.28068,4.584962,-0.187575,cluster3
130,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0723: Imports of goods and services  (annual \% growth) - WDI - 655',0.2927,0.228096,0.05287,0.27219,4.459432,-0.254173,cluster3
131,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI - 1184',0.29269,0.290206,0.05621,0.2795,4.584962,0.049842,cluster3
132,'0811N: GDP per capita growth  (annual \%) - WDI - 6','2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO - 1800',0.2926,0.289846,0.12093,0.27123,4.459432,-0.052476,cluster3
133,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0306: PPG; multilateral concessional  (NTR; current US$) - WDI - 298',0.29249,0.291691,0.07293,0.27102,4.169925,0.028273,cluster1
134,'0811N: GDP per capita growth  (annual \%) - WDI - 6','2775: Merchandise trade-Imports-Total merchandise (Value index - Previous year = 100) - WTO - 1770',0.29242,0.264679,0.03769,0.26862,4.459432,-0.166556,cluster3
135,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1290: Survival to age 65; male  (\% of cohort) - WDI - 1195',0.29203,0.286459,0.03522,0.29203,4.584962,-0.07464,cluster3
136,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0777: Adjusted savings: net national savings  (\% of GNI) - WDI - 709',0.29195,0.240906,0.04395,0.27675,4.459432,0.225929,cluster3
137,'0811N: GDP per capita growth  (annual \%) - WDI - 6','2714: Public Services - Fund for Peace - 1709',0.29191,0.278723,0.0627,0.29191,4.321928,0.114835,cluster1
138,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1388: Merchandise exports  (current US$) - WDI - 1293',0.29182,0.290756,0.10975,0.29182,4.584962,-0.032624,cluster3
139,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0746: Industry; value added  (annual \% growth) - WDI - 678',0.29147,0.201085,0.02811,0.27538,4.584962,0.300641,cluster3
140,'0811N: GDP per capita growth  (annual \%) - WDI - 6','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI - 440',0.29125,0.185598,0.03434,0.29125,4.459432,-0.325041,cluster3
141,'0811N: GDP per capita growth  (annual \%) - WDI - 6','1258: Unemployment; total (\% of total labor force)  (national estimate) - WDI - 1171',0.29117,0.263345,0.08895,0.29117,4.169925,-0.166809,cluster1
