X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
0835N: GNI per capita; PPP  (current international $) - WDI,1295: Population ages 0-14  (% of total) - WDI,0.64285,0.21893394,0.05208999,0.64121,6.426265,-0.65108836
0835N: GNI per capita; PPP  (current international $) - WDI,1095: External resources for health  (% of total expenditure on health) - WDI,0.63983,0.48756832,0.045329988,0.63765,6.2479277,-0.39020723
0835N: GNI per capita; PPP  (current international $) - WDI,1901: Fixed-broadband subscriptions per 100 inhabitants - ITU,0.63867,0.19495958,0.0643,0.63867,6.2094536,0.66611594
0835N: GNI per capita; PPP  (current international $) - WDI,1898: Fixed-telephone subscriptions per 100 inhabitants - ITU,0.63732,0.22020128,0.037289977,0.63732,6.2479277,0.64584726
0835N: GNI per capita; PPP  (current international $) - WDI,0643: Internet users  (per 100 people) - WDI,0.63647,0.06939858,0.06173998,0.63481,6.426265,0.75304145
0835N: GNI per capita; PPP  (current international $) - WDI,1051: Lifetime risk of maternal death  (%) - WDI,0.6336,0.43295985,0.054120004,0.6336,6.3923173,-0.44792873
0835N: GNI per capita; PPP  (current international $) - WDI,0898: Pupil-teacher ratio; primary - WDI,0.63284,0.3176462,0.034880012,0.63284,6.169925,-0.5614212
0835N: GNI per capita; PPP  (current international $) - WDI,1300: Age dependency ratio; young  (% of working-age population) - WDI,0.63147,0.2353799,0.041230023,0.62954,6.426265,-0.6293569
0835N: GNI per capita; PPP  (current international $) - WDI,1289: Survival to age 65; female  (% of cohort) - WDI,0.62953,0.28871292,0.04539001,0.62787,6.426265,0.5837954
0835N: GNI per capita; PPP  (current international $) - WDI,2712: Poverty and Economic Decline - Fund for Peace,0.62585,0.07227832,0.058099985,0.62357,6.2094536,-0.744024
0835N: GNI per capita; PPP  (current international $) - WDI,0322: Net ODA received  (% of imports of goods; services and primary income) - WDI,0.62571,0.40181774,0.030110002,0.62339,6.129283,-0.47317258
0835N: GNI per capita; PPP  (current international $) - WDI,0640: Fixed broadband subscriptions  (per 100 people) - WDI,0.6243,0.14326873,0.05234003,0.6243,6.357552,0.6935642
0835N: GNI per capita; PPP  (current international $) - WDI,0353: Agriculture value added per worker  (constant 2005 US$) - WDI,0.62349,0.16450688,0.05026996,0.62349,6.321928,0.6774829
0835N: GNI per capita; PPP  (current international $) - WDI,1031: Mortality rate; neonatal  (per 1;000 live births) - WDI,0.62334,0.2239877,0.049699992,0.6215,6.426265,-0.6319433
0835N: GNI per capita; PPP  (current international $) - WDI,1035: Improved water source  (% of population with access) - WDI,0.62161,0.3285562,0.058420002,0.62161,6.3923173,0.5413444
0835N: GNI per capita; PPP  (current international $) - WDI,0773: Adjusted savings: particulate emission damage  (% of GNI) - WDI,0.61659,0.35652828,0.080550015,0.61485,6.357552,-0.5099625
0835N: GNI per capita; PPP  (current international $) - WDI,1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI,0.61571,0.25832486,0.030260026,0.61571,6.3923173,0.597817
0835N: GNI per capita; PPP  (current international $) - WDI,1315: Urban population  (% of total) - WDI,0.61468,0.13990757,0.088530004,0.61468,6.426265,0.6890373
0835N: GNI per capita; PPP  (current international $) - WDI,1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI,0.61399,0.37006778,0.04991001,0.61399,6.3923173,-0.49388483
0835N: GNI per capita; PPP  (current international $) - WDI,1333: Tariff rate; most favored nation; simple mean; manufactured products  (%) - WDI,0.6107,0.37163207,0.08661002,0.60609,6.044394,-0.48894575
0835N: GNI per capita; PPP  (current international $) - WDI,1312: Rural population  (% of total population) - WDI,0.61059,0.13585329,0.08535999,0.61059,6.426265,-0.6890114
0835N: GNI per capita; PPP  (current international $) - WDI,1285: Life expectancy at birth; female  (years) - WDI,0.60798,0.23911527,0.035780013,0.60635,6.426265,0.60734236
0835N: GNI per capita; PPP  (current international $) - WDI,1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI,0.6028,0.3443555,0.029820025,0.6028,6.357552,-0.5083744
0835N: GNI per capita; PPP  (current international $) - WDI,0979: School enrollment; tertiary; female  (% gross) - WDI,0.60244,0.32189158,0.05166,0.60244,5.523562,0.5296682
0835N: GNI per capita; PPP  (current international $) - WDI,2708: Demographic Pressures - Fund for Peace,0.60203,0.08556527,0.08366996,0.59952,6.2094536,-0.7186548
0835N: GNI per capita; PPP  (current international $) - WDI,0978: School enrollment; tertiary  (% gross) - WDI,0.59987,0.33325964,0.053680032,0.59691,6.129283,0.5163433
0835N: GNI per capita; PPP  (current international $) - WDI,1286: Life expectancy at birth; total  (years) - WDI,0.59837,0.1988512,0.038829982,0.59675,6.426265,0.632075
0835N: GNI per capita; PPP  (current international $) - WDI,1060: Improved sanitation facilities; urban  (% of urban population with access) - WDI,0.59749,0.26875028,0.05042997,0.59749,6.3923173,0.5733583
0835N: GNI per capita; PPP  (current international $) - WDI,1059: Improved sanitation facilities; rural  (% of rural population with access) - WDI,0.59278,0.18073934,0.051239967,0.59278,6.3923173,0.64190394
0835N: GNI per capita; PPP  (current international $) - WDI,1278: Birth rate; crude  (per 1;000 people) - WDI,0.58616,0.2444394,0.043879986,0.58445,6.426265,-0.58456874
0835N: GNI per capita; PPP  (current international $) - WDI,0642: Secure Internet servers  (per 1 million people) - WDI,0.5813,0.28221408,0.05618,0.57918,6.3923173,0.5468875
0835N: GNI per capita; PPP  (current international $) - WDI,0319: Net ODA received  (% of gross capital formation) - WDI,0.57823,0.44759303,0.046299994,0.57823,6.087463,-0.36143738
0835N: GNI per capita; PPP  (current international $) - WDI,1296: Population ages 15-64  (% of total) - WDI,0.57538,0.16714883,0.0282,0.57331,6.426265,0.6389297
0835N: GNI per capita; PPP  (current international $) - WDI,0320: Net ODA received  (% of GNI) - WDI,0.5751,0.43325043,0.030589968,0.5726,6.2094536,-0.3766292
0835N: GNI per capita; PPP  (current international $) - WDI,1298: Age dependency ratio  (% of working-age population) - WDI,0.57409,0.20896667,0.031920016,0.572,6.426265,-0.60425436
0835N: GNI per capita; PPP  (current international $) - WDI,0952: School enrollment; secondary  (% gross) - WDI,0.57197,0.21592861,0.05324,0.57197,5.5849624,0.596692
0835N: GNI per capita; PPP  (current international $) - WDI,0954: School enrollment; secondary; male  (% gross) - WDI,0.56502,0.19847772,0.032079995,0.56502,6.087463,0.6054274
0835N: GNI per capita; PPP  (current international $) - WDI,2792: Balance of Payments-Exports-Financial services (US dollar at current prices) - WTO,0.56432,0.40541017,0.06896001,0.56432,5.9541965,0.39863497
0835N: GNI per capita; PPP  (current international $) - WDI,0177: Concessional debt  (% of total external debt) - WDI,0.56431,0.05283922,0.05212003,0.56431,5.9541965,-0.7151719
0835N: GNI per capita; PPP  (current international $) - WDI,2707: Failed States Index Total - Fund for Peace,0.56366,0.04554981,0.043799996,0.56161,6.2094536,-0.71979874
0835N: GNI per capita; PPP  (current international $) - WDI,0953: School enrollment; secondary; female  (% gross) - WDI,0.5634,0.22095788,0.053550035,0.5634,5.2479277,0.5851855
0835N: GNI per capita; PPP  (current international $) - WDI,0980: School enrollment; tertiary; male  (% gross) - WDI,0.56258,0.32424566,0.102129966,0.56258,6.087463,0.48819497
0835N: GNI per capita; PPP  (current international $) - WDI,0337: PPG; IBRD  (TDS; current US$) - WDI,0.56024,0.5450534,0.062620014,0.55657,5.9541965,0.123233736
0835N: GNI per capita; PPP  (current international $) - WDI,1287: Life expectancy at birth; male  (years) - WDI,0.55777,0.13475981,0.039159983,0.55608,6.426265,0.65039235
0835N: GNI per capita; PPP  (current international $) - WDI,1332: Tariff rate; applied; simple mean; manufactured products  (%) - WDI,0.55749,0.2958767,0.042699993,0.55429,6.044394,-0.51148146
0835N: GNI per capita; PPP  (current international $) - WDI,2719: Human Flight - Fund for Peace,0.55367,0.036715448,0.070659995,0.55367,6.129283,-0.7189955
0835N: GNI per capita; PPP  (current international $) - WDI,1288: Fertility rate; total  (births per woman) - WDI,0.55328,0.27018148,0.040749997,0.55149,6.426265,-0.53207004
0835N: GNI per capita; PPP  (current international $) - WDI,1297: Population ages 65 and above  (% of total) - WDI,0.55313,0.32347935,0.048419982,0.55129,6.426265,0.47921875
0835N: GNI per capita; PPP  (current international $) - WDI,1299: Age dependency ratio; old  (% of working-age population) - WDI,0.54668,0.34193802,0.05675,0.54468,6.426265,0.4524842
0835N: GNI per capita; PPP  (current international $) - WDI,0948: Pupil-teacher ratio; secondary - WDI,0.54558,0.3109496,0.034280002,0.5421,6.0,-0.48438665
0835N: GNI per capita; PPP  (current international $) - WDI,0303: PPG; IBRD  (NTR; current US$) - WDI,0.54506,0.53672236,0.30942,0.54201,5.9541965,0.09131054
0835N: GNI per capita; PPP  (current international $) - WDI,1290: Survival to age 65; male  (% of cohort) - WDI,0.54394,0.13087624,0.077689976,0.54394,5.087463,0.6427004
0835N: GNI per capita; PPP  (current international $) - WDI,0165: PPG; IBRD  (DIS; current US$) - WDI,0.54103,0.5194193,0.07677004,0.53831,5.9541965,0.14700566
0835N: GNI per capita; PPP  (current international $) - WDI,1336: Tariff rate; most favored nation; weighted mean; manufactured products  (%) - WDI,0.54075,0.33829632,0.06598002,0.53795,6.044394,-0.44994855
0835N: GNI per capita; PPP  (current international $) - WDI,0940: Lower secondary completion rate; male  (% of relevant age group) - WDI,0.53676,0.2660527,0.07140997,0.53392,6.044394,0.5202954
0835N: GNI per capita; PPP  (current international $) - WDI,1340: Tariff rate; applied; simple mean; all products  (%) - WDI,0.53573,0.2627392,0.04594001,0.53235,6.044394,-0.5224852
0835N: GNI per capita; PPP  (current international $) - WDI,0235: PPG; IBRD  (INT; current US$) - WDI,0.53554,0.52385104,0.07170999,0.53288,5.9541965,0.108115405
0835N: GNI per capita; PPP  (current international $) - WDI,1075: People practicing open defecation  (% of population) - WDI,0.53505,0.3133806,0.0641,0.53505,6.357552,-0.47081777
0835N: GNI per capita; PPP  (current international $) - WDI,0798: Forest rents  (% of GDP) - WDI,0.53222,0.4142058,0.06360999,0.53222,6.044394,-0.343532
0835N: GNI per capita; PPP  (current international $) - WDI,1344: Tariff rate; most favored nation; weighted mean; all products  (%) - WDI,0.52829,0.32153893,0.042850018,0.52529,6.044394,-0.45469883
0835N: GNI per capita; PPP  (current international $) - WDI,0636: Mobile cellular subscriptions  (per 100 people) - WDI,0.52815,0.17712685,0.07975003,0.52567,6.426265,0.5924721
0835N: GNI per capita; PPP  (current international $) - WDI,1341: Tariff rate; most favored nation; simple mean; all products  (%) - WDI,0.52723,0.2885877,0.08148,0.52306,6.044394,-0.4885103
0835N: GNI per capita; PPP  (current international $) - WDI,1339: Share of tariff lines with international peaks; all products  (%) - WDI,0.52451,0.28723645,0.101500005,0.52182,6.044394,-0.48710737
0835N: GNI per capita; PPP  (current international $) - WDI,2704: Corruption perceptions index - Transparency,0.52425,0.020721972,0.06720996,0.52184,6.2094536,0.70959705
0835N: GNI per capita; PPP  (current international $) - WDI,1335: Tariff rate; applied; weighted mean; manufactured products  (%) - WDI,0.52391,0.369146,0.04321,0.5213,6.044394,-0.39340058
0835N: GNI per capita; PPP  (current international $) - WDI,0939: Lower secondary completion rate; female  (% of relevant age group) - WDI,0.52387,0.2632479,0.06136,0.52081,6.044394,0.5105116
0835N: GNI per capita; PPP  (current international $) - WDI,0553: Time to export  (days) - WDI,0.52175,0.29870507,0.07815999,0.52175,6.3923173,-0.4722763
0835N: GNI per capita; PPP  (current international $) - WDI,0193: PPG; IBRD  (DOD; current US$) - WDI,0.52149,0.5004769,0.056870013,0.51875,5.9541965,0.14495882
0835N: GNI per capita; PPP  (current international $) - WDI,0928: Primary education; teachers  (% female) - WDI,0.52146,0.28036594,0.058799982,0.52146,6.0,0.4910133
0835N: GNI per capita; PPP  (current international $) - WDI,0571: Time to import  (days) - WDI,0.52111,0.28634995,0.08449,0.52111,6.3923173,-0.48452044
0835N: GNI per capita; PPP  (current international $) - WDI,2706: Failed States Index Rank - Fund for Peace,0.51963,0.052835196,0.024769992,0.51963,6.044394,0.68322384
0835N: GNI per capita; PPP  (current international $) - WDI,1895: Mobile-cellular telephone subscriptions - ITU,0.51628,0.18036357,0.067770004,0.51628,6.2479277,0.579583
0835N: GNI per capita; PPP  (current international $) - WDI,1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU,0.51628,0.18036357,0.067770004,0.51628,6.2479277,0.579583
0835N: GNI per capita; PPP  (current international $) - WDI,1331: Share of tariff lines with international peaks; manufactured products  (%) - WDI,0.51535,0.29029676,0.06676,0.51232,6.044394,-0.47439775
0835N: GNI per capita; PPP  (current international $) - WDI,2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,0.51294,0.30625337,0.054019988,0.51294,6.0,0.45462802
0835N: GNI per capita; PPP  (current international $) - WDI,0882: School enrollment; tertiary (gross); gender parity index  (GPI) - WDI,0.50864,0.19383433,0.02974999,0.50864,5.5849624,0.56107545
0835N: GNI per capita; PPP  (current international $) - WDI,0123: PPG; IBRD  (AMT; current US$) - WDI,0.50764,0.491983,0.051019996,0.50455,5.9541965,0.12512797
0835N: GNI per capita; PPP  (current international $) - WDI,0577: Cost of business start-up procedures  (% of GNI per capita) - WDI,0.50397,0.39210373,0.07335001,0.50397,6.357552,-0.3344642
0835N: GNI per capita; PPP  (current international $) - WDI,0378: Combustible renewables and waste  (% of total energy) - WDI,0.50197,0.2639029,0.06636,0.50197,6.169925,-0.4879212
0835N: GNI per capita; PPP  (current international $) - WDI,0941: Lower secondary completion rate; total  (% of relevant age group) - WDI,0.50141,0.23695502,0.08822,0.50141,5.643856,0.5142519
0835N: GNI per capita; PPP  (current international $) - WDI,2817: Balance of Payments-Imports-Charges for the use of intellectual property n.i.e. (US dollar at current prices) - WTO,0.49913,0.3281891,0.09808999,0.4964,6.0,0.41345
0835N: GNI per capita; PPP  (current international $) - WDI,1033: Improved water source; rural  (% of rural population with access) - WDI,0.49847,0.1834284,0.048179984,0.49847,6.3923173,0.5612857
0835N: GNI per capita; PPP  (current international $) - WDI,0055: Net secondary income  (BoP; current US$) - WDI,0.49725,0.3762977,0.07854,0.49725,6.2094536,-0.34778193
0835N: GNI per capita; PPP  (current international $) - WDI,0892: Primary completion rate; female  (% of relevant age group) - WDI,0.49346,0.31857407,0.074090004,0.49346,6.0,0.41819367
0835N: GNI per capita; PPP  (current international $) - WDI,1349: Tariff rate; most favored nation; simple mean; primary products  (%) - WDI,0.49277,0.38655537,0.23562998,0.48806,6.044394,-0.32590586
0835N: GNI per capita; PPP  (current international $) - WDI,0456: Commercial bank branches  (per 100;000 adults) - WDI,0.49135,0.31526715,0.035740018,0.48934,6.3923173,0.41962227
0835N: GNI per capita; PPP  (current international $) - WDI,2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,0.48996,0.3550405,0.059700012,0.48996,6.169925,0.36731392
0835N: GNI per capita; PPP  (current international $) - WDI,2718: External Intervention - Fund for Peace,0.48977,0.07282138,0.06569001,0.48714,6.2094536,-0.6457156
0835N: GNI per capita; PPP  (current international $) - WDI,1343: Tariff rate; applied; weighted mean; all products  (%) - WDI,0.48786,0.33596796,0.031780005,0.48457,6.044394,-0.3897333
0835N: GNI per capita; PPP  (current international $) - WDI,2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO,0.48675,0.33687207,0.03375998,0.48449,6.2479277,0.38714072
0835N: GNI per capita; PPP  (current international $) - WDI,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0.48422,0.16339168,0.059769988,0.48422,6.357552,-0.5664171
0835N: GNI per capita; PPP  (current international $) - WDI,1348: Tariff rate; applied; simple mean; primary products  (%) - WDI,0.48368,0.24925068,0.07075998,0.48053,6.044394,-0.48417902
0835N: GNI per capita; PPP  (current international $) - WDI,1034: Improved water source; urban  (% of urban population with access) - WDI,0.48216,0.29597327,0.024350017,0.48216,6.3923173,0.4314936
0835N: GNI per capita; PPP  (current international $) - WDI,2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO,0.47935,0.32968515,0.039959997,0.47708,6.2479277,0.3868654
0835N: GNI per capita; PPP  (current international $) - WDI,2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,0.4765,0.3419104,0.05596,0.4765,6.169925,0.36686456
0835N: GNI per capita; PPP  (current international $) - WDI,0269: Net financial flows; IBRD  (NFL; current US$) - WDI,0.47526,0.4662275,0.23932001,0.47218,6.087463,0.09503945
0835N: GNI per capita; PPP  (current international $) - WDI,0848: Net current transfers from abroad  (current LCU) - WDI,0.47432,0.47422576,0.07477,0.47274,6.169925,0.00970706
0835N: GNI per capita; PPP  (current international $) - WDI,0894: Primary completion rate; total  (% of relevant age group) - WDI,0.4719,0.2985437,0.04789999,0.4719,5.0,0.4163608
0835N: GNI per capita; PPP  (current international $) - WDI,0886: School enrollment; preprimary; female  (% gross) - WDI,0.46915,0.21481061,0.055219978,0.46655,6.169925,0.50432074
0835N: GNI per capita; PPP  (current international $) - WDI,0289: Net official flows from UN agencies; UNDP  (current US$) - WDI,0.46913,0.4605592,0.10751,0.46913,6.129283,-0.092578724
0835N: GNI per capita; PPP  (current international $) - WDI,1352: Tariff rate; most favored nation; weighted mean; primary products  (%) - WDI,0.46815,0.3191126,0.052439988,0.46473,6.044394,-0.38605362
0835N: GNI per capita; PPP  (current international $) - WDI,0020: Land area  (sq. km) - WDI,0.4666,0.4665998,0.30425,0.4666,6.426265,4.6873037E-4
0835N: GNI per capita; PPP  (current international $) - WDI,0152: Currency composition of PPG debt; SDR  (%) - WDI,0.46622,0.21807815,0.10399999,0.46622,5.9541965,-0.49813837
0835N: GNI per capita; PPP  (current international $) - WDI,1093: Incidence of tuberculosis  (per 100;000 people) - WDI,0.4661,0.33527133,0.027829975,0.46429,6.3923173,-0.36170247
0835N: GNI per capita; PPP  (current international $) - WDI,0887: School enrollment; preprimary; male  (% gross) - WDI,0.46423,0.20717353,0.058420002,0.46147,6.169925,0.50700736
0835N: GNI per capita; PPP  (current international $) - WDI,0053: Portfolio Investment; net  (BoP; current US$) - WDI,0.46372,0.44922847,0.29824,0.46372,6.129283,-0.12038082
0835N: GNI per capita; PPP  (current international $) - WDI,0028: Surface area  (sq. km) - WDI,0.46311,0.4630994,0.30475,0.46311,6.426265,0.0032591901
0835N: GNI per capita; PPP  (current international $) - WDI,0893: Primary completion rate; male  (% of relevant age group) - WDI,0.46306,0.29381403,0.039570004,0.46306,5.9068904,0.41139513
0835N: GNI per capita; PPP  (current international $) - WDI,1073: People practicing open defecation; rural  (% of rural population) - WDI,0.46202,0.21106356,0.023039997,0.46022,6.357552,-0.5009555
0835N: GNI per capita; PPP  (current international $) - WDI,0847: Net current transfers from abroad  (current US$) - WDI,0.46102,0.3773595,0.06912997,0.46102,5.523562,-0.2892412
0835N: GNI per capita; PPP  (current international $) - WDI,0923: Repeaters; primary; total  (% of total enrollment) - WDI,0.45928,0.27569696,0.074530005,0.45928,6.169925,-0.42846593
0835N: GNI per capita; PPP  (current international $) - WDI,2739: Merchandise trade-Imports-Clothing (US dollar at current prices) - WTO,0.45883,0.35990053,0.029460013,0.45883,6.169925,0.31453055
0835N: GNI per capita; PPP  (current international $) - WDI,0245: PPG; private creditors  (INT; current US$) - WDI,0.45697,0.42989975,0.028349996,0.45697,5.9541965,0.16453044
0835N: GNI per capita; PPP  (current international $) - WDI,0921: Repeaters; primary; female  (% of female enrollment) - WDI,0.45548,0.26710048,0.04743001,0.45247,6.169925,-0.4340271
0835N: GNI per capita; PPP  (current international $) - WDI,0240: PPG; bonds  (INT; current US$) - WDI,0.45547,0.42766997,0.06667,0.45547,5.9541965,0.16673338
0835N: GNI per capita; PPP  (current international $) - WDI,2744: Merchandise trade-Exports-Machinery and transport equipment (US dollar at current prices) - WTO,0.45533,0.38583457,0.060580015,0.45533,6.129283,0.2636199
0835N: GNI per capita; PPP  (current international $) - WDI,0059: ICT service exports  (BoP; current US$) - WDI,0.45393,0.41721317,0.029680014,0.45136,6.2094536,0.19161633
0835N: GNI per capita; PPP  (current international $) - WDI,2787: Balance of Payments-Exports-Transport (US dollar at current prices) - WTO,0.45368,0.26841044,0.03435999,0.45368,6.169925,0.43042952
0835N: GNI per capita; PPP  (current international $) - WDI,0361: Electric power transmission and distribution losses  (% of output) - WDI,0.45323,0.29246187,0.049030006,0.45323,6.169925,-0.400959
0835N: GNI per capita; PPP  (current international $) - WDI,2742: Merchandise trade-Exports-Chemicals (US dollar at current prices) - WTO,0.45289,0.31581116,0.059349984,0.45042,6.169925,0.37024164
0835N: GNI per capita; PPP  (current international $) - WDI,0885: School enrollment; preprimary  (% gross) - WDI,0.45238,0.2057248,0.04290998,0.45238,6.169925,0.49664393
0835N: GNI per capita; PPP  (current international $) - WDI,1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,0.45182,0.13571998,0.056250006,0.45013,6.426265,-0.5622277
0835N: GNI per capita; PPP  (current international $) - WDI,0922: Repeaters; primary; male  (% of male enrollment) - WDI,0.45171,0.26937503,0.06429997,0.44867,6.169925,-0.42700696
0835N: GNI per capita; PPP  (current international $) - WDI,2711: Uneven Development - Fund for Peace,0.45043,0.0065995753,0.03064999,0.45043,6.087463,-0.666206
0835N: GNI per capita; PPP  (current international $) - WDI,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,0.44981,0.3282295,0.073899984,0.44735,6.2854023,0.34868398
0835N: GNI per capita; PPP  (current international $) - WDI,1074: People practicing open defecation; urban  (% of urban population) - WDI,0.44907,0.31815946,0.023589998,0.44907,6.357552,-0.3618156
0835N: GNI per capita; PPP  (current international $) - WDI,2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO,0.44519,0.32548967,0.044840008,0.44254,6.129283,0.34597737
0835N: GNI per capita; PPP  (current international $) - WDI,0552: Documents to export  (number) - WDI,0.44412,0.12762597,0.07159999,0.44412,6.2094536,-0.562578
0835N: GNI per capita; PPP  (current international $) - WDI,2795: Balance of Payments-Exports-Other business services (US dollar at current prices) - WTO,0.44283,0.2872622,0.053009987,0.44283,6.087463,0.39442086
0835N: GNI per capita; PPP  (current international $) - WDI,0348: PPG; private creditors  (TDS; current US$) - WDI,0.44192,0.41920638,0.02451998,0.44192,5.9541965,0.15071037
0835N: GNI per capita; PPP  (current international $) - WDI,0844: Net taxes on products  (current US$) - WDI,0.44157,0.32454455,0.04558,0.44157,6.129283,0.34208983
0835N: GNI per capita; PPP  (current international $) - WDI,2716: Security Apparatus - Fund for Peace,0.43954,0.029821604,0.037670016,0.43954,6.087463,-0.6400925
0835N: GNI per capita; PPP  (current international $) - WDI,1900: Fixed-broadband subscriptions - ITU,0.43799,0.41990545,0.075970024,0.43799,6.2094536,0.13447879
0835N: GNI per capita; PPP  (current international $) - WDI,0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,0.43697,0.37283295,0.087740004,0.43697,6.129283,0.25325295
0835N: GNI per capita; PPP  (current international $) - WDI,0837: Gross savings  (current US$) - WDI,0.43675,0.39428538,0.050069988,0.43412,6.129283,0.20606945
0835N: GNI per capita; PPP  (current international $) - WDI,0490: Claims on other sectors of the domestic economy  (% of GDP) - WDI,0.43507,0.14439777,0.039499998,0.43507,6.044394,0.5391403
0835N: GNI per capita; PPP  (current international $) - WDI,1347: Share of tariff lines with international peaks; primary products  (%) - WDI,0.43324,0.16624549,0.07347,0.42984,6.044394,-0.5167151
