X var,Y var,MIC (strength),MIC-p^2 (nonlinearity),MAS (non-monotonicity),MEV (functionality),MCN (complexity),Linear regression (p)
2716N: Security Apparatus - Fund for Peace,0745: Industry; value added  (constant 2005 US$) - WDI,0.2942,0.24357939,0.061490014,0.2942,6.044394,-0.22499025
2716N: Security Apparatus - Fund for Peace,0585: Tax payments  (number) - WDI,0.29409,0.13971733,0.054850012,0.29409,6.129283,0.39290288
2716N: Security Apparatus - Fund for Peace,0818: Gross domestic savings  (current LCU) - WDI,0.29213,0.28576475,0.19241999,0.29213,6.169925,0.0797825
2716N: Security Apparatus - Fund for Peace,1101: Health expenditure; public  (% of total health expenditure) - WDI,0.29167,0.021291405,0.04790999,0.29167,6.2479277,-0.5199794
2716N: Security Apparatus - Fund for Peace,1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI,0.29056,0.041955546,0.054399997,0.29056,6.087463,0.4986025
2716N: Security Apparatus - Fund for Peace,1096: Out-of-pocket health expenditure  (% of total expenditure on health) - WDI,0.29049,0.0072420835,0.042909995,0.29049,6.2479277,0.5322104
2716N: Security Apparatus - Fund for Peace,1213: Ratio of female to male labor force participation rate (%)  (modeled ILO estimate) - WDI,0.29014,0.23109394,0.17934,0.28701,6.2479277,-0.24299397
2716N: Security Apparatus - Fund for Peace,2789: Balance of Payments-Exports-Other commercial services (US dollar at current prices) - WTO,0.29012,0.16953023,0.027460009,0.29012,6.044394,-0.3472604
2716N: Security Apparatus - Fund for Peace,0797: Gross value added at factor cost  (constant LCU) - WDI,0.29003,0.28827047,0.18175,0.28574,6.087463,0.04194689
2716N: Security Apparatus - Fund for Peace,0722: Imports of goods and services  (constant 2005 US$) - WDI,0.28957,0.17644233,0.05793999,0.28957,5.643856,-0.3363446
2716N: Security Apparatus - Fund for Peace,0491: Domestic credit provided by financial sector  (% of GDP) - WDI,0.28837,-0.033869386,0.027089983,0.28837,6.169925,-0.56766135
2716N: Security Apparatus - Fund for Peace,2753: Merchandise trade-Imports-Integrated circuits and electronic components (US dollar at current prices) - WTO,0.28833,0.27904087,0.024879992,0.28833,5.807355,-0.09638011
2716N: Security Apparatus - Fund for Peace,2720: Merchandise trade-Exports-Agricultural products (US dollar at current prices) - WTO,0.28814,0.17466861,0.020729989,0.28766,6.169925,-0.33685514
2716N: Security Apparatus - Fund for Peace,0846: Net taxes on products  (constant LCU) - WDI,0.28811,0.28596446,0.1821,0.28366,6.044394,-0.046319794
2716N: Security Apparatus - Fund for Peace,0043: Secondary income; other sectors; payments  (BoP; current US$) - WDI,0.28804,0.20772079,0.03713,0.28668,6.129283,-0.28340647
2716N: Security Apparatus - Fund for Peace,1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI,0.28787,0.070957795,0.06215,0.28787,6.044394,0.46573833
2716N: Security Apparatus - Fund for Peace,0794: Gross value added at factor cost  (current US$) - WDI,0.28743,0.22405267,0.047010005,0.28743,5.9541965,-0.25174853
2716N: Security Apparatus - Fund for Peace,1383: ICT goods exports  (% of total goods exports) - WDI,0.28703,0.21539566,0.04045999,0.28395,6.044394,-0.26764596
2716N: Security Apparatus - Fund for Peace,2816: Balance of Payments-Imports-Financial services (US dollar at current prices) - WTO,0.28611,0.15420622,0.027589992,0.28611,5.9541965,-0.3631856
2716N: Security Apparatus - Fund for Peace,2736: Merchandise trade-Imports-Transport equipment (US dollar at current prices) - WTO,0.28358,0.1803196,0.045310006,0.28358,5.9068904,-0.32134157
2716N: Security Apparatus - Fund for Peace,0943: Secondary education; pupils - WDI,0.28291,0.27630875,0.14110999,0.27899,6.044394,0.08124803
2716N: Security Apparatus - Fund for Peace,0694: Gross national expenditure  (constant 2005 US$) - WDI,0.28197,0.22355571,0.06812,0.28197,5.5849624,-0.24169046
2716N: Security Apparatus - Fund for Peace,0946: Secondary education; general pupils  (% female) - WDI,0.28095,0.082568586,0.07436,0.27732,6.087463,-0.4454003
2716N: Security Apparatus - Fund for Peace,0847: Net current transfers from abroad  (current US$) - WDI,0.28031,0.1917964,0.041270003,0.28031,6.087463,0.29751235
2716N: Security Apparatus - Fund for Peace,0371: Energy imports; net  (% of energy use) - WDI,0.27927,0.25629503,0.13338,0.27583,6.044394,-0.15157497
2716N: Security Apparatus - Fund for Peace,1325: International tourism; expenditures  (current US$) - WDI,0.279,0.16381234,0.043040007,0.279,5.5849624,-0.3393931
2716N: Security Apparatus - Fund for Peace,2733: Merchandise trade-Imports-Machinery and transport equipment (US dollar at current prices) - WTO,0.27839,0.19130176,0.030149996,0.27839,6.087463,-0.29510716
2716N: Security Apparatus - Fund for Peace,2822: Balance of Payments-Imports-Other business services (US dollar at current prices) - WTO,0.27809,0.111286,0.051729992,0.27809,6.087463,-0.40841645
2716N: Security Apparatus - Fund for Peace,0804: GDP  (constant LCU) - WDI,0.27787,0.27565178,0.15742001,0.27477,6.2479277,0.04709791
2716N: Security Apparatus - Fund for Peace,1296: Population ages 15-64  (% of total) - WDI,0.2777,0.034560367,0.041319996,0.2777,6.2479277,-0.4930919
2716N: Security Apparatus - Fund for Peace,0053: Portfolio Investment; net  (BoP; current US$) - WDI,0.27761,0.26326478,0.17472,0.27513,6.087463,0.119771525
2716N: Security Apparatus - Fund for Peace,1324: International tourism; expenditures for travel items  (current US$) - WDI,0.27752,0.16436166,0.035150006,0.27752,6.087463,-0.33639017
2716N: Security Apparatus - Fund for Peace,0038: Imports of goods; services and primary income  (BoP; current US$) - WDI,0.27697,0.15150513,0.064899996,0.27352,6.169925,-0.3542102
2716N: Security Apparatus - Fund for Peace,0802: GDP  (constant 2005 US$) - WDI,0.27688,0.21405867,0.05882001,0.27688,6.129283,-0.25064182
2716N: Security Apparatus - Fund for Peace,1298: Age dependency ratio  (% of working-age population) - WDI,0.27677,0.031195939,0.041999996,0.27677,6.2479277,0.4955543
2716N: Security Apparatus - Fund for Peace,2737: Merchandise trade-Imports-Automotive products (US dollar at current prices) - WTO,0.2757,0.18447079,0.035589993,0.2757,6.044394,-0.30204174
2716N: Security Apparatus - Fund for Peace,0754: Services; etc.; value added  (current US$) - WDI,0.2753,0.21650113,0.055999994,0.2753,5.857981,-0.24248476
2716N: Security Apparatus - Fund for Peace,0068: Exports of goods; services and primary income  (BoP; current US$) - WDI,0.27521,0.14232963,0.07175,0.27521,5.523562,-0.36452758
2716N: Security Apparatus - Fund for Peace,2729: Merchandise trade-Imports-Manufactures (US dollar at current prices) - WTO,0.27445,0.17291911,0.039790004,0.27191,6.169925,-0.31863913
2716N: Security Apparatus - Fund for Peace,0594: Scientific and technical journal articles - WDI,0.27419,0.21952643,0.051909998,0.27419,6.2094536,-0.23380245
2716N: Security Apparatus - Fund for Peace,0670: Household final consumption expenditure; etc.  (constant LCU) - WDI,0.27416,0.26965952,0.1503,0.27416,6.044394,0.06708555
2716N: Security Apparatus - Fund for Peace,0880: School enrollment; primary and secondary (gross); gender parity index  (GPI) - WDI,0.27373,0.095626876,0.039839998,0.27373,5.9541965,-0.42202267
2716N: Security Apparatus - Fund for Peace,1211: Labor force participation rate; female (% of female population ages 15+)  (modeled ILO estimate) - WDI,0.27364,0.2653373,0.14753,0.27133,6.2479277,-0.09111931
2716N: Security Apparatus - Fund for Peace,0055: Net secondary income  (BoP; current US$) - WDI,0.27276,0.15706304,0.046670005,0.26955,6.169925,0.34014258
2716N: Security Apparatus - Fund for Peace,0760: Adjusted savings: education expenditure  (current US$) - WDI,0.27264,0.20657548,0.031679988,0.27264,6.044394,-0.25703016
2716N: Security Apparatus - Fund for Peace,0690: Final consumption expenditure  (constant LCU) - WDI,0.27259,0.26886964,0.16675001,0.27259,6.087463,0.060994744
2716N: Security Apparatus - Fund for Peace,1371: Merchandise imports by the reporting economy  (current US$) - WDI,0.27211,0.16323659,0.04579,0.27211,5.7548876,-0.3299597
2716N: Security Apparatus - Fund for Peace,2804: Balance of Payments-Imports-Other commercial services (US dollar at current prices) - WTO,0.27211,0.121029794,0.03728001,0.27049,6.169925,-0.38869035
2716N: Security Apparatus - Fund for Peace,0758: Services; etc.; value added  (constant LCU) - WDI,0.27205,0.2697779,0.16621,0.26841,6.169925,0.047666594
2716N: Security Apparatus - Fund for Peace,2803: Balance of Payments-Imports-Travel (US dollar at current prices) - WTO,0.27185,0.1568746,0.034470007,0.27185,6.129283,-0.3390802
2716N: Security Apparatus - Fund for Peace,0766: Adjusted savings: consumption of fixed capital  (current US$) - WDI,0.2717,0.19817811,0.046440005,0.26946,6.2479277,-0.2711492
2716N: Security Apparatus - Fund for Peace,0697: Exports of goods and services  (current US$) - WDI,0.27162,0.1491528,0.062920004,0.27162,5.70044,-0.34995314
2716N: Security Apparatus - Fund for Peace,1323: International tourism; receipts for travel items  (current US$) - WDI,0.2714,0.1731446,0.019119993,0.2714,6.169925,-0.3134572
2716N: Security Apparatus - Fund for Peace,2781: Merchandise trade-Imports-Total merchandise (US dollar at current prices) - WTO,0.27123,0.16377848,0.04749,0.27123,5.643856,-0.327798
2716N: Security Apparatus - Fund for Peace,0944: Secondary education; pupils  (% female) - WDI,0.27071,0.15364087,0.07049999,0.27071,6.0,-0.34215367
2716N: Security Apparatus - Fund for Peace,0927: Primary education; teachers - WDI,0.27053,0.26967245,0.14403,0.27053,5.9541965,0.029283598
2716N: Security Apparatus - Fund for Peace,1361: Merchandise imports  (current US$) - WDI,0.26988,0.16246465,0.04749,0.26988,5.643856,-0.32774282
2716N: Security Apparatus - Fund for Peace,0588: Time required to build a warehouse  (days) - WDI,0.26867,0.2582569,0.14661999,0.26383,6.169925,0.102044545
2716N: Security Apparatus - Fund for Peace,2735: Merchandise trade-Imports-Telecommunications equipment (US dollar at current prices) - WTO,0.26817,0.19224876,0.03801,0.26817,6.129283,-0.2755381
2716N: Security Apparatus - Fund for Peace,2800: Balance of Payments-Imports-Commercial services (US dollar at current prices) - WTO,0.26806,0.113112286,0.055299997,0.26806,6.2094536,-0.393634
2716N: Security Apparatus - Fund for Peace,0664: General government final consumption expenditure  (constant LCU) - WDI,0.26794,0.26599208,0.164,0.26469,6.087463,0.044135623
2716N: Security Apparatus - Fund for Peace,2788: Balance of Payments-Exports-Travel (US dollar at current prices) - WTO,0.26785,0.16526237,0.016180009,0.26726,6.169925,-0.32029307
2716N: Security Apparatus - Fund for Peace,0685: Final consumption expenditure; etc.  (constant LCU) - WDI,0.26737,0.2639558,0.16737998,0.26737,6.087463,0.05843105
2716N: Security Apparatus - Fund for Peace,0375: Alternative and nuclear energy  (% of total energy use) - WDI,0.26724,0.14798144,0.111949995,0.26434,6.044394,-0.3453383
2716N: Security Apparatus - Fund for Peace,0720: Imports of goods and services  (current US$) - WDI,0.26695,0.15138116,0.06254999,0.26695,6.044394,-0.3399542
2716N: Security Apparatus - Fund for Peace,0741: Manufacturing; value added  (constant LCU) - WDI,0.26653,0.2648248,0.14566001,0.26653,6.129283,0.04129415
2716N: Security Apparatus - Fund for Peace,1217: Labor force participation rate; total (% of total population ages 15+)  (modeled ILO estimate) - WDI,0.26623,0.2649575,0.16450998,0.2643,6.2479277,0.03567217
2716N: Security Apparatus - Fund for Peace,0676: Household final consumption expenditure  (constant LCU) - WDI,0.26618,0.26190272,0.14483002,0.26256,6.087463,0.06540095
2716N: Security Apparatus - Fund for Peace,2721: Merchandise trade-Exports-Food (US dollar at current prices) - WTO,0.26573,0.15445091,0.028190002,0.26533,6.169925,-0.3335852
2716N: Security Apparatus - Fund for Peace,0009: Land under cereal production  (hectares) - WDI,0.26568,0.2652305,0.13135998,0.26257,6.2479277,0.021200582
2716N: Security Apparatus - Fund for Peace,0063: Exports of goods and services  (BoP; current US$) - WDI,0.26562,0.14570497,0.06556,0.26562,6.0,-0.3462875
2716N: Security Apparatus - Fund for Peace,1150: Employment to population ratio; 15+; female (%)  (modeled ILO estimate) - WDI,0.26554,0.2576905,0.14856,0.26554,6.2094536,-0.08859748
2716N: Security Apparatus - Fund for Peace,1301: Population growth  (annual %) - WDI,0.26552,0.22810368,0.092470005,0.26552,6.2479277,0.193433
2716N: Security Apparatus - Fund for Peace,1398: Merchandise exports by the reporting economy  (current US$) - WDI,0.26483,0.15751994,0.0511,0.26483,6.0,-0.32758215
2716N: Security Apparatus - Fund for Peace,0367: Electricity production from renewable sources; excluding hydroelectric  (% of total) - WDI,0.26481,0.14417006,0.044730008,0.26419,6.044394,-0.3473326
2716N: Security Apparatus - Fund for Peace,0035: Goods imports  (BoP; current US$) - WDI,0.26456,0.16247323,0.053749993,0.26456,6.129283,-0.31951022
2716N: Security Apparatus - Fund for Peace,2732: Merchandise trade-Imports-Pharmaceuticals (US dollar at current prices) - WTO,0.26385,0.12947972,0.02911,0.26385,6.129283,-0.36656553
2716N: Security Apparatus - Fund for Peace,1231: Labor force; female  (% of total labor force) - WDI,0.26333,0.2089167,0.14376001,0.26042,6.2479277,-0.2332666
2716N: Security Apparatus - Fund for Peace,0033: Imports of goods and services  (BoP; current US$) - WDI,0.26305,0.14889213,0.053619996,0.26305,5.857981,-0.33787253
2716N: Security Apparatus - Fund for Peace,0816: Total natural resources rents  (% of GDP) - WDI,0.26252,0.15774614,0.08067998,0.26252,6.2094536,0.32368788
2716N: Security Apparatus - Fund for Peace,0737: Manufacturing; value added  (current US$) - WDI,0.26238,0.22519025,0.052929997,0.26238,6.044394,-0.19284645
2716N: Security Apparatus - Fund for Peace,0903: Gross intake ratio in first grade of primary education; male  (% of relevant age group) - WDI,0.26214,0.22934428,0.10956001,0.25873,6.0,0.18109593
2716N: Security Apparatus - Fund for Peace,0716: Gross capital formation  (constant 2005 US$) - WDI,0.26154,0.21207759,0.04461001,0.26154,5.9541965,-0.22240147
2716N: Security Apparatus - Fund for Peace,0774: Adjusted savings: natural resources depletion  (% of GNI) - WDI,0.2613,0.16710523,0.07711999,0.2613,6.169925,0.30691165
2716N: Security Apparatus - Fund for Peace,0707: Gross fixed capital formation  (constant 2005 US$) - WDI,0.26125,0.20999913,0.051650003,0.26125,5.523562,-0.22638653
2716N: Security Apparatus - Fund for Peace,2805: Balance of Payments-Imports-Services (US dollar at current prices) - WTO,0.26104,0.112208515,0.05651,0.26104,6.169925,-0.38578683
2716N: Security Apparatus - Fund for Peace,2806: Balance of Payments-Imports-Other services (US dollar at current prices) - WTO,0.26051,0.1223045,0.039879993,0.26051,5.857981,-0.37176
2716N: Security Apparatus - Fund for Peace,1375: Commercial service imports  (current US$) - WDI,0.26013,0.103143975,0.03739001,0.25939,6.169925,-0.3962146
2716N: Security Apparatus - Fund for Peace,0427: Population density  (people per sq. km of land area) - WDI,0.26007,0.23746715,0.1546,0.26007,6.2479277,-0.15034243
2716N: Security Apparatus - Fund for Peace,2724: Merchandise trade-Exports-Textiles (US dollar at current prices) - WTO,0.26004,0.25442183,0.040480003,0.25753,6.129283,-0.07495434
2716N: Security Apparatus - Fund for Peace,1074: People practicing open defecation; urban  (% of urban population) - WDI,0.25963,0.19108912,0.051510006,0.25963,6.2094536,0.26180312
2716N: Security Apparatus - Fund for Peace,1319: International tourism; receipts  (current US$) - WDI,0.25921,0.16052471,0.025400013,0.25921,5.5849624,-0.31414214
2716N: Security Apparatus - Fund for Peace,2780: Merchandise trade-Exports-Total merchandise (US dollar at current prices) - WTO,0.25828,0.1512079,0.04676999,0.25828,6.129283,-0.32721874
2716N: Security Apparatus - Fund for Peace,1317: International tourism; number of arrivals - WDI,0.25826,0.17117041,0.033370003,0.25777,6.2094536,-0.29510948
2716N: Security Apparatus - Fund for Peace,1388: Merchandise exports  (current US$) - WDI,0.25825,0.15117355,0.04712999,0.25825,6.129283,-0.3272254
2716N: Security Apparatus - Fund for Peace,1321: International tourism; receipts for passenger transport items  (current US$) - WDI,0.258,0.14884123,0.045210004,0.258,6.0,-0.33039182
2716N: Security Apparatus - Fund for Peace,0791: GDP deflator  (base year varies by country) - WDI,0.25757,0.22961779,0.029550001,0.25487,6.2479277,0.16718915
2716N: Security Apparatus - Fund for Peace,0036: Service imports  (BoP; current US$) - WDI,0.25706,0.106564224,0.03761001,0.25642,6.169925,-0.38793784
2716N: Security Apparatus - Fund for Peace,0821: Gross domestic income  (constant LCU) - WDI,0.25679,0.25294247,0.15299001,0.25254,6.129283,0.06202843
2716N: Security Apparatus - Fund for Peace,0065: Goods exports  (BoP; current US$) - WDI,0.25647,0.15648934,0.06205,0.25625,6.169925,-0.31619716
2716N: Security Apparatus - Fund for Peace,0008: Arable land  (% of land area) - WDI,0.25619,0.24713014,0.16169,0.25619,6.2479277,-0.095183305
2716N: Security Apparatus - Fund for Peace,2741: Merchandise trade-Exports-Iron and steel (US dollar at current prices) - WTO,0.25535,0.17572942,0.0255,0.25535,5.857981,-0.28217116
2716N: Security Apparatus - Fund for Peace,0660: General government final consumption expenditure  (current US$) - WDI,0.25489,0.18195038,0.051160008,0.25489,5.9541965,-0.27007335
2716N: Security Apparatus - Fund for Peace,0945: Secondary education; general pupils - WDI,0.25445,0.25162253,0.12398,0.25042,6.087463,0.05317379
2716N: Security Apparatus - Fund for Peace,0902: Gross intake ratio in first grade of primary education; female  (% of relevant age group) - WDI,0.25295,0.24938978,0.14357,0.24929,6.0,0.059667632
2716N: Security Apparatus - Fund for Peace,2731: Merchandise trade-Imports-Chemicals (US dollar at current prices) - WTO,0.25188,0.1418608,0.02482,0.25188,6.044394,-0.3316914
2716N: Security Apparatus - Fund for Peace,0795: Gross value added at factor cost  (current LCU) - WDI,0.25163,0.24607523,0.12411001,0.24817,6.087463,0.07453042
2716N: Security Apparatus - Fund for Peace,0778: Adjusted net national income  (current US$) - WDI,0.2514,0.19442753,0.047340006,0.2514,6.044394,-0.23868905
2716N: Security Apparatus - Fund for Peace,0822: GNI; Atlas method  (current US$) - WDI,0.25118,0.19359614,0.051989987,0.25118,5.807355,-0.23996636
2716N: Security Apparatus - Fund for Peace,0433: Population in the largest city  (% of urban population) - WDI,0.25053,0.23359585,0.15794,0.25053,6.087463,0.13013127
2716N: Security Apparatus - Fund for Peace,0695: Gross national expenditure  (constant LCU) - WDI,0.25051,0.24671333,0.14576,0.24649,6.129283,0.061617196
2716N: Security Apparatus - Fund for Peace,0923: Repeaters; primary; total  (% of total enrollment) - WDI,0.24975,0.067744255,0.050369993,0.24975,5.9068904,0.42662132
2716N: Security Apparatus - Fund for Peace,0999: Proportion of seats held by women in national parliaments  (%) - WDI,0.24947,0.16702247,0.12555999,0.24631,6.2479277,-0.2871368
2716N: Security Apparatus - Fund for Peace,1207: Labor force participation rate; female (% of female population ages 15-64)  (modeled ILO estimate) - WDI,0.24929,0.16691169,0.11871001,0.24704,6.2479277,-0.2870162
2716N: Security Apparatus - Fund for Peace,1311: Rural population growth  (annual %) - WDI,0.24901,0.12461202,0.058310002,0.24901,6.2479277,0.35270098
2716N: Security Apparatus - Fund for Peace,0639: Fixed broadband subscriptions - WDI,0.24891,0.22395504,0.028289989,0.24838,6.2094536,-0.15797137
2716N: Security Apparatus - Fund for Peace,1092: Tuberculosis case detection rate  (%; all forms) - WDI,0.24876,0.031662256,0.06365,0.24876,6.2479277,-0.4659375
2716N: Security Apparatus - Fund for Peace,0732: Agriculture; value added  (current LCU) - WDI,0.24839,0.24172537,0.06239,0.24839,6.169925,0.081637174
2716N: Security Apparatus - Fund for Peace,1215: Labor force participation rate; male (% of male population ages 15+)  (modeled ILO estimate) - WDI,0.2482,0.16041455,0.087620005,0.24598,6.2479277,0.2962861
2716N: Security Apparatus - Fund for Peace,0042: Foreign direct investment; net outflows  (% of GDP) - WDI,0.24802,0.22903757,0.051259995,0.24522,6.169925,-0.13777673
2716N: Security Apparatus - Fund for Peace,0485: Lending interest rate  (%) - WDI,0.24763,0.098665655,0.032139987,0.24763,5.9541965,0.385959
2716N: Security Apparatus - Fund for Peace,2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO,0.2471,0.15955402,0.035290003,0.2471,6.044394,-0.2958817
2716N: Security Apparatus - Fund for Peace,0477: Money and quasi money  as % of GDP (M2) - WDI,0.24623,0.10412651,0.036060005,0.24623,6.087463,-0.37696618
2716N: Security Apparatus - Fund for Peace,0656: Military expenditure  (current LCU) - WDI,0.24532,0.2374893,0.10630001,0.2424,6.129283,0.08849128
2716N: Security Apparatus - Fund for Peace,0692: Gross national expenditure  (current US$) - WDI,0.24495,0.19081402,0.03972,0.24495,5.807355,-0.2326714
2716N: Security Apparatus - Fund for Peace,1900: Fixed-broadband subscriptions - ITU,0.24481,0.22015333,0.021850005,0.24481,6.169925,-0.15702443
2716N: Security Apparatus - Fund for Peace,0701: Exports of goods and services  (constant LCU) - WDI,0.24465,0.24347486,0.12768,0.24046,6.129283,0.0342805
2716N: Security Apparatus - Fund for Peace,0900: School enrollment; primary; female  (% gross) - WDI,0.24464,0.21056794,0.07275,0.24464,6.087463,-0.18458617
2716N: Security Apparatus - Fund for Peace,0687: Final consumption expenditure  (current US$) - WDI,0.24425,0.18830177,0.051689997,0.24425,5.807355,-0.23653376
2716N: Security Apparatus - Fund for Peace,0727: External balance on goods and services  (current LCU) - WDI,0.24421,0.24069051,0.11788,0.24136,6.2094536,0.05932528
2716N: Security Apparatus - Fund for Peace,0376: Fossil fuel energy consumption  (% of total) - WDI,0.24368,0.2057332,0.11898,0.24368,6.044394,-0.19479941
2716N: Security Apparatus - Fund for Peace,2727: Merchandise trade-Imports-Fuels and mining products (US dollar at current prices) - WTO,0.24298,0.16520959,0.04895,0.2404,6.169925,-0.27887347
2716N: Security Apparatus - Fund for Peace,0472: Broad money  (% of GDP) - WDI,0.24205,0.10396595,0.057540014,0.23936,6.087463,-0.37159663
2716N: Security Apparatus - Fund for Peace,0788: Exports as a capacity to import  (constant LCU) - WDI,0.24167,0.24005766,0.12923,0.23852,6.129283,0.040153865
2716N: Security Apparatus - Fund for Peace,1385: Manufactures exports  (% of merchandise exports) - WDI,0.24142,0.094877124,0.09225,0.23853,6.087463,-0.3828092
2716N: Security Apparatus - Fund for Peace,0681: Final consumption expenditure; etc.  (current US$) - WDI,0.24094,0.18502297,0.05374001,0.24094,6.169925,-0.23646784
2716N: Security Apparatus - Fund for Peace,0881: School enrollment; secondary (gross); gender parity index  (GPI) - WDI,0.24093,0.10548094,0.044029996,0.24093,5.9541965,-0.36803406
2716N: Security Apparatus - Fund for Peace,0672: Household final consumption expenditure  (current US$) - WDI,0.24054,0.18918413,0.055900007,0.23915,6.169925,-0.22661832
2716N: Security Apparatus - Fund for Peace,0551: Cost to export  (US$ per container) - WDI,0.23993,0.112762734,0.08876,0.23993,6.2094536,0.3566052
2716N: Security Apparatus - Fund for Peace,0829: GNI; PPP  (constant 2011 international $) - WDI,0.23985,0.21682698,0.04739,0.23985,6.044394,-0.1517334
2716N: Security Apparatus - Fund for Peace,0879: School enrollment; primary (gross); gender parity index  (GPI) - WDI,0.23944,0.049966782,0.029430002,0.23944,6.087463,-0.4352852
2716N: Security Apparatus - Fund for Peace,0569: Cost to import  (US$ per container) - WDI,0.23938,0.10476574,0.07688001,0.23938,6.2094536,0.36689815
2716N: Security Apparatus - Fund for Peace,1404: High-technology exports  (% of manufactured exports) - WDI,0.239,0.14297932,0.022589996,0.23832,6.044394,-0.30987203
2716N: Security Apparatus - Fund for Peace,0705: Gross fixed capital formation  (current US$) - WDI,0.23877,0.19973543,0.04197,0.23877,6.044394,-0.19757168
2716N: Security Apparatus - Fund for Peace,1206: Labor force participation rate for ages 15-24; total (%)  (modeled ILO estimate) - WDI,0.23877,0.23873371,0.14094,0.23678,6.2479277,-0.0060242335
2716N: Security Apparatus - Fund for Peace,1354: Food imports  (% of merchandise imports) - WDI,0.23845,0.08984563,0.043500006,0.23752,6.087463,0.38549238
2716N: Security Apparatus - Fund for Peace,0904: Gross intake ratio in first grade of primary education; total  (% of relevant age group) - WDI,0.2379,0.22315904,0.12404,0.2379,6.0,0.121412344
2716N: Security Apparatus - Fund for Peace,0817: Gross domestic savings  (current US$) - WDI,0.23716,0.19933876,0.06443,0.23716,6.044394,-0.1944768
2716N: Security Apparatus - Fund for Peace,1783: Renewable energy - TOT (KTOE) - OECD,0.23703,0.22865687,0.10152,0.23703,6.0,-0.09150478
2716N: Security Apparatus - Fund for Peace,1897: Fixed-telephone subscriptions - ITU,0.23698,0.22394939,0.06263,0.23368,6.2479277,-0.11415171
2716N: Security Apparatus - Fund for Peace,0666: Household final consumption expenditure; etc.  (current US$) - WDI,0.23694,0.18598983,0.052689992,0.23694,6.087463,-0.22572145
2716N: Security Apparatus - Fund for Peace,0587: Total tax rate  (% of commercial profits) - WDI,0.23646,0.2027484,0.14461,0.23646,6.169925,0.18360719
2716N: Security Apparatus - Fund for Peace,0044: Personal remittances; paid  (current US$) - WDI,0.2362,0.17095034,0.030619994,0.2362,6.129283,-0.25544015
2716N: Security Apparatus - Fund for Peace,0056: Net capital account  (BoP; current US$) - WDI,0.23597,0.23502475,0.07537,0.23597,6.044394,0.030745035
2716N: Security Apparatus - Fund for Peace,0575: Time required to register property  (days) - WDI,0.23564,0.20600763,0.10814001,0.22404,6.169925,0.17214057
2716N: Security Apparatus - Fund for Peace,0422: CO2 emissions from other sectors; excluding residential buildings and commercial and public services  (% of total fuel combustion) - WDI,0.23535,0.2212886,0.15089,0.23174,6.044394,0.11858074
2716N: Security Apparatus - Fund for Peace,1154: Employment to population ratio; 15+; total (%)  (modeled ILO estimate) - WDI,0.23532,0.23457539,0.12731001,0.23532,6.2094536,0.027287455
2716N: Security Apparatus - Fund for Peace,0747: Industry; value added  (constant LCU) - WDI,0.23494,0.2312422,0.13458002,0.23112,6.169925,0.060809635
2716N: Security Apparatus - Fund for Peace,0578: Time required to start a business  (days) - WDI,0.23477,0.19262436,0.094909996,0.23477,6.169925,0.20529401
2716N: Security Apparatus - Fund for Peace,0800: GDP  (current US$) - WDI,0.23457,0.17792872,0.052739993,0.23457,6.0,-0.23799427
2716N: Security Apparatus - Fund for Peace,2725: Merchandise trade-Imports-Agricultural products (US dollar at current prices) - WTO,0.23452,0.13934976,0.023340002,0.23383,6.169925,-0.30849674
2716N: Security Apparatus - Fund for Peace,1314: Urban population - WDI,0.23398,0.23397918,0.095510006,0.23398,6.2479277,-9.064069E-4
2716N: Security Apparatus - Fund for Peace,1770: Primary energy supply - TOT (MLN_TOE) - OECD,0.23387,0.22549683,0.097959995,0.23387,6.0,-0.09150502
2716N: Security Apparatus - Fund for Peace,0714: Gross capital formation  (current US$) - WDI,0.23356,0.19637395,0.03598,0.23356,6.129283,-0.19283682
2716N: Security Apparatus - Fund for Peace,0823: GNI  (current US$) - WDI,0.2331,0.17663771,0.048089996,0.2331,6.0,-0.23761794
2716N: Security Apparatus - Fund for Peace,2726: Merchandise trade-Imports-Food (US dollar at current prices) - WTO,0.23259,0.124291286,0.019000009,0.23168,6.169925,-0.3290877
2716N: Security Apparatus - Fund for Peace,0798: Forest rents  (% of GDP) - WDI,0.23222,0.14982176,0.060149997,0.22944,6.2479277,0.28705093
2716N: Security Apparatus - Fund for Peace,0743: Industry; value added  (current US$) - WDI,0.23158,0.19318198,0.058020003,0.23158,5.9068904,-0.19595414
2716N: Security Apparatus - Fund for Peace,0897: Primary education; pupils  (% female) - WDI,0.23083,0.0901704,0.05926001,0.22789,6.129283,-0.37504613
2716N: Security Apparatus - Fund for Peace,0637: Fixed telephone subscriptions - WDI,0.23038,0.21706095,0.054849997,0.23038,6.2479277,-0.11540816
2716N: Security Apparatus - Fund for Peace,0786: Adjusted net savings; excluding particulate emission damage  (current US$) - WDI,0.22918,0.21866013,0.033339992,0.22847,6.044394,-0.10256635
2716N: Security Apparatus - Fund for Peace,2802: Balance of Payments-Imports-Transport (US dollar at current prices) - WTO,0.22909,0.104398586,0.039230004,0.22909,6.129283,-0.35311672
