@relation MINE-Indicator-2006TO2013-2704_clustered

@attribute Instance_number numeric
@attribute XVar string
@attribute YVar string
@attribute MIC numeric
@attribute MIC-p2 numeric
@attribute MAS numeric
@attribute MEV numeric
@attribute MCN numeric
@attribute p numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
25,'2704N: Corruption perceptions index - Transparency','2715: Human Rights - Fund for Peace',0.49694,-0.187885,0.05924,0.49694,5.523562,-0.827542,cluster2
26,'2704N: Corruption perceptions index - Transparency','0571: Time to import  (days) - WDI',0.49674,0.125193,0.05909,0.49674,6.209454,-0.609547,cluster2
27,'2704N: Corruption perceptions index - Transparency','0814: GDP per capita; PPP  (constant 2011 international $) - WDI',0.49597,0.015148,0.05817,0.49363,6.247928,0.693414,cluster3
28,'2704N: Corruption perceptions index - Transparency','0835: GNI per capita; PPP  (current international $) - WDI',0.49449,0.003945,0.04795,0.49449,6.209454,0.700389,cluster3
29,'2704N: Corruption perceptions index - Transparency','1035: Improved water source  (\% of population with access) - WDI',0.49172,0.1415,0.04292,0.49172,6.209454,0.591794,cluster3
30,'2704N: Corruption perceptions index - Transparency','1167: GDP per person employed  (constant 2011 PPP $) - WDI',0.4896,0.07989,0.03853,0.4896,6.209454,0.640086,cluster3
31,'2704N: Corruption perceptions index - Transparency','2716: Security Apparatus - Fund for Peace',0.48699,-0.20381,0.02693,0.48601,6.209454,-0.831144,cluster2
32,'2704N: Corruption perceptions index - Transparency','1289: Survival to age 65; female  (\% of cohort) - WDI',0.48642,0.150307,0.04972,0.48642,6.247928,0.579752,cluster3
33,'2704N: Corruption perceptions index - Transparency','0953: School enrollment; secondary; female  (\% gross) - WDI',0.48625,0.073988,0.03729,0.48285,6,0.642077,cluster3
34,'2704N: Corruption perceptions index - Transparency','0454: Automated teller machines (ATMs)  (per 100;000 adults) - WDI',0.48553,0.084515,0.03181,0.4831,6.169925,0.633257,cluster3
35,'2704N: Corruption perceptions index - Transparency','0813: GDP per capita; PPP  (current international $) - WDI',0.48445,0.007322,0.05411,0.48173,6.247928,0.690744,cluster3
36,'2704N: Corruption perceptions index - Transparency','0380: Energy use  (kg of oil equivalent per capita) - WDI',0.47776,0.197723,0.11356,0.4744,6.087463,0.529185,cluster3
37,'2704N: Corruption perceptions index - Transparency','1034: Improved water source; urban  (\% of urban population with access) - WDI',0.47336,0.211283,0.05327,0.47233,6.247928,0.511934,cluster3
38,'2704N: Corruption perceptions index - Transparency','1283: Mortality rate; infant  (per 1;000 live births) - WDI',0.47261,0.10136,0.04595,0.47261,6.209454,-0.609303,cluster2
39,'2704N: Corruption perceptions index - Transparency','1033: Improved water source; rural  (\% of rural population with access) - WDI',0.47159,0.087474,0.07989,0.47159,6.087463,0.619771,cluster3
40,'2704N: Corruption perceptions index - Transparency','1031: Mortality rate; neonatal  (per 1;000 live births) - WDI',0.47157,0.054192,0.06765,0.47157,6.209454,-0.646048,cluster2
41,'2704N: Corruption perceptions index - Transparency','1028: Mortality rate; under-5  (per 1;000 live births) - WDI',0.47155,0.149966,0.0449,0.47155,6.169925,-0.567084,cluster2
42,'2704N: Corruption perceptions index - Transparency','1051: Lifetime risk of maternal death  (\%) - WDI',0.46745,0.269513,0.07339,0.46463,6.247928,-0.444901,cluster2
43,'2704N: Corruption perceptions index - Transparency','1286: Life expectancy at birth; total  (years) - WDI',0.4646,0.030855,0.04176,0.4646,6.247928,0.658593,cluster3
44,'2704N: Corruption perceptions index - Transparency','0954: School enrollment; secondary; male  (\% gross) - WDI',0.46204,0.046334,0.07199,0.45893,6,0.644753,cluster3
45,'2704N: Corruption perceptions index - Transparency','0952: School enrollment; secondary  (\% gross) - WDI',0.46038,0.041322,0.0375,0.45735,6,0.647347,cluster3
46,'2704N: Corruption perceptions index - Transparency','0553: Time to export  (days) - WDI',0.45739,0.109369,0.04406,0.45739,6.209454,-0.589933,cluster2
47,'2704N: Corruption perceptions index - Transparency','0456: Commercial bank branches  (per 100;000 adults) - WDI',0.45666,0.241498,0.0737,0.45411,6.209454,0.463855,cluster3
48,'2704N: Corruption perceptions index - Transparency','0460: Domestic credit to private sector by banks  (\% of GDP) - WDI',0.45627,0.441181,0.05339,0.45627,6.169925,0.122838,cluster4
49,'2704N: Corruption perceptions index - Transparency','1093: Incidence of tuberculosis  (per 100;000 people) - WDI',0.45553,0.342582,0.09567,0.45553,6.247928,-0.336078,cluster4
50,'2704N: Corruption perceptions index - Transparency','1297: Population ages 65 and above  (\% of total) - WDI',0.45383,0.052136,0.0908,0.45383,6.247928,0.633793,cluster3
51,'2704N: Corruption perceptions index - Transparency','0490: Claims on other sectors of the domestic economy  (\% of GDP) - WDI',0.45351,-0.077281,0.0569,0.45351,5.954197,0.728554,cluster3
52,'2704N: Corruption perceptions index - Transparency','1285: Life expectancy at birth; female  (years) - WDI',0.45132,0.055098,0.0402,0.45132,6.247928,0.629462,cluster3
53,'2704N: Corruption perceptions index - Transparency','1058: Improved sanitation facilities  (\% of population with access) - WDI',0.4472,0.139018,0.07009,0.4472,6.129283,0.555141,cluster3
54,'2704N: Corruption perceptions index - Transparency','0855: Price level ratio of PPP conversion factor  to market exchange rate (GDP) - WDI',0.44703,-0.197539,0.03153,0.44703,6.087463,0.802851,cluster3
55,'2704N: Corruption perceptions index - Transparency','0353: Agriculture value added per worker  (constant 2005 US$) - WDI',0.44411,0.001471,0.02492,0.44169,6.129283,0.665311,cluster3
56,'2704N: Corruption perceptions index - Transparency','1295: Population ages 0-14  (\% of total) - WDI',0.44351,0.040724,0.03962,0.44351,6.247928,-0.634654,cluster2
57,'2704N: Corruption perceptions index - Transparency','1299: Age dependency ratio; old  (\% of working-age population) - WDI',0.44329,0.053318,0.07481,0.44329,6.247928,0.624477,cluster3
58,'2704N: Corruption perceptions index - Transparency','0638: Fixed telephone subscriptions  (per 100 people) - WDI',0.44326,-0.133426,0.05079,0.44326,6.247928,0.759398,cluster3
59,'2704N: Corruption perceptions index - Transparency','1025: Number of neonatal deaths - WDI',0.4431,0.426278,0.07378,0.43994,6.247928,-0.129702,cluster4
60,'2704N: Corruption perceptions index - Transparency','2711: Uneven Development - Fund for Peace',0.44112,-0.163012,0.05816,0.43889,6.209454,-0.77726,cluster2
61,'2704N: Corruption perceptions index - Transparency','1898: Fixed-telephone subscriptions per 100 inhabitants - ITU',0.44069,-0.136329,0.04627,0.43827,6.247928,0.759618,cluster3
62,'2704N: Corruption perceptions index - Transparency','1433: Air and GHG emissions - CO2 (TONNE_CAP) - OECD',0.4401,0.185761,0.0547,0.4401,6,0.504321,cluster3
63,'2704N: Corruption perceptions index - Transparency','1276: Mortality rate; adult; female  (per 1;000 female adults) - WDI',0.43963,0.210137,0.0562,0.43963,6.209454,-0.479054,cluster2
64,'2704N: Corruption perceptions index - Transparency','1287: Life expectancy at birth; male  (years) - WDI',0.43954,-0.024065,0.04164,0.43954,6.087463,0.680885,cluster3
65,'2704N: Corruption perceptions index - Transparency','1300: Age dependency ratio; young  (\% of working-age population) - WDI',0.43672,0.076266,0.0341,0.43672,6.247928,-0.600378,cluster2
66,'2704N: Corruption perceptions index - Transparency','0898: Pupil-teacher ratio; primary - WDI',0.43605,0.155244,0.09971,0.43605,5.954197,-0.529912,cluster2
67,'2704N: Corruption perceptions index - Transparency','1021: Number of infant deaths - WDI',0.43371,0.409591,0.06667,0.4308,6.247928,-0.155304,cluster4
68,'2704N: Corruption perceptions index - Transparency','2717: Factionalized Elites - Fund for Peace',0.4329,-0.18866,0.06297,0.43173,6.209454,-0.788391,cluster2
69,'2704N: Corruption perceptions index - Transparency','0492: Domestic credit to private sector  (\% of GDP) - WDI',0.43172,-0.061527,0.04243,0.43172,6.169925,0.702316,cluster3
70,'2704N: Corruption perceptions index - Transparency','1060: Improved sanitation facilities; urban  (\% of urban population with access) - WDI',0.43161,0.169372,0.05509,0.43161,6.087463,0.512092,cluster3
71,'2704N: Corruption perceptions index - Transparency','1288: Fertility rate; total  (births per woman) - WDI',0.43037,0.141078,0.04334,0.43037,6.247928,-0.537859,cluster2
72,'2704N: Corruption perceptions index - Transparency','1278: Birth rate; crude  (per 1;000 people) - WDI',0.42933,0.06458,0.05782,0.42933,6.247928,-0.603946,cluster2
73,'2704N: Corruption perceptions index - Transparency','2719: Human Flight - Fund for Peace',0.42795,-0.137009,0.03564,0.42795,6,-0.751638,cluster2
74,'2704N: Corruption perceptions index - Transparency','1050: Lifetime risk of maternal death  (1 in: rate varies by country) - WDI',0.42549,0.060596,0.03665,0.42348,6.247928,0.604065,cluster3
75,'2704N: Corruption perceptions index - Transparency','1290: Survival to age 65; male  (\% of cohort) - WDI',0.42528,-0.011579,0.05718,0.42528,6.087463,0.660953,cluster3
76,'2704N: Corruption perceptions index - Transparency','1071: Maternal mortality ratio  (modeled estimate; per 100;000 live births) - WDI',0.42445,0.19368,0.04036,0.42445,5.807355,-0.480385,cluster2
77,'2704N: Corruption perceptions index - Transparency','0004: Agricultural land  (sq. km) - WDI',0.42412,0.424107,0.25807,0.42412,6.247928,0.00361,cluster0
78,'2704N: Corruption perceptions index - Transparency','0856: PPP conversion factor; private consumption  (LCU per international $) - WDI',0.41684,0.384133,0.14103,0.41684,6.169925,-0.18085,cluster4
79,'2704N: Corruption perceptions index - Transparency','1277: Mortality rate; adult; male  (per 1;000 male adults) - WDI',0.41096,0.094473,0.08648,0.41096,6.129283,-0.562572,cluster2
80,'2704N: Corruption perceptions index - Transparency','1023: Number of under-five deaths - WDI',0.41089,0.384337,0.06285,0.40851,6.247928,-0.162952,cluster4
81,'2704N: Corruption perceptions index - Transparency','2712: Poverty and Economic Decline - Fund for Peace',0.4101,-0.149726,0.01859,0.40496,6.209454,-0.748215,cluster2
82,'2704N: Corruption perceptions index - Transparency','0773: Adjusted savings: particulate emission damage  (\% of GNI) - WDI',0.40707,0.149066,0.05157,0.40589,6.209454,-0.507941,cluster2
83,'2704N: Corruption perceptions index - Transparency','0378: Combustible renewables and waste  (\% of total energy) - WDI',0.40564,0.261604,0.18612,0.40206,6.044394,-0.379521,cluster4
84,'2704N: Corruption perceptions index - Transparency','1059: Improved sanitation facilities; rural  (\% of rural population with access) - WDI',0.40355,0.079212,0.06087,0.40355,5.321928,0.569507,cluster5
85,'2704N: Corruption perceptions index - Transparency','1049: Number of maternal deaths - WDI',0.40027,0.364113,0.05861,0.39911,6.247928,-0.19015,cluster4
86,'2704N: Corruption perceptions index - Transparency','1312: Rural population  (\% of total population) - WDI',0.397,0.049367,0.09798,0.397,6.247928,-0.589604,cluster2
87,'2704N: Corruption perceptions index - Transparency','1315: Urban population  (\% of total) - WDI',0.397,0.049332,0.09798,0.397,6.247928,0.589634,cluster3
88,'2704N: Corruption perceptions index - Transparency','0577: Cost of business start-up procedures  (\% of GNI per capita) - WDI',0.39409,0.26375,0.06626,0.39409,6.169925,-0.361026,cluster4
89,'2704N: Corruption perceptions index - Transparency','0580: Time to prepare and pay taxes  (hours) - WDI',0.39172,0.238247,0.14555,0.39172,6.169925,-0.391756,cluster4
90,'2704N: Corruption perceptions index - Transparency','0552: Documents to export  (number) - WDI',0.39147,-0.034769,0.07934,0.39147,6.129283,-0.65287,cluster2
91,'2704N: Corruption perceptions index - Transparency','1273: Adolescent fertility rate  (births per 1;000 women ages 15-19) - WDI',0.3911,0.117668,0.10187,0.3911,6.247928,-0.522907,cluster2
92,'2704N: Corruption perceptions index - Transparency','2718: External Intervention - Fund for Peace',0.38947,-0.156363,0.03808,0.38947,6.169925,-0.738805,cluster2
93,'2704N: Corruption perceptions index - Transparency','0851: DEC alternative conversion factor  (LCU per US$) - WDI',0.38942,0.353272,0.10926,0.38942,6.247928,-0.190126,cluster4
94,'2704N: Corruption perceptions index - Transparency','0485: Lending interest rate  (\%) - WDI',0.38706,0.161362,0.0707,0.38706,5.954197,-0.475077,cluster2
95,'2704N: Corruption perceptions index - Transparency','0759: Services; etc.; value added  (\% of GDP) - WDI',0.38524,0.097208,0.04066,0.38246,6.169925,0.536686,cluster3
96,'2704N: Corruption perceptions index - Transparency','2710: Group Grievance - Fund for Peace',0.38517,-0.083724,0.06136,0.38517,6.169925,-0.684759,cluster2
97,'2704N: Corruption perceptions index - Transparency','0017: Forest area  (\% of land area) - WDI',0.37756,0.374789,0.28007,0.37308,6.247928,0.052645,cluster0
98,'2704N: Corruption perceptions index - Transparency','0853: PPP conversion factor; GDP  (LCU per international $) - WDI',0.37733,0.345248,0.14392,0.37444,6.247928,-0.179116,cluster4
99,'2704N: Corruption perceptions index - Transparency','0361: Electric power transmission and distribution losses  (\% of output) - WDI',0.37676,0.217073,0.05302,0.3758,6.044394,-0.399609,cluster2
100,'2704N: Corruption perceptions index - Transparency','1310: Rural population - WDI',0.37564,0.369072,0.16949,0.37564,6.247928,-0.081046,cluster4
101,'2704N: Corruption perceptions index - Transparency','0016: Forest area  (sq. km) - WDI',0.37496,0.374777,0.25574,0.37496,6.247928,0.013527,cluster0
102,'2704N: Corruption perceptions index - Transparency','0662: General government final consumption expenditure  (constant 2005 US$) - WDI',0.3733,0.287681,0.12845,0.36964,6.044394,0.292606,cluster10
103,'2704N: Corruption perceptions index - Transparency','1296: Population ages 15-64  (\% of total) - WDI',0.37149,0.128277,0.08381,0.37149,6.247928,0.493166,cluster3
104,'2704N: Corruption perceptions index - Transparency','0574: Time required to enforce a contract  (days) - WDI',0.37097,0.305358,0.21918,0.37097,6.169925,-0.256148,cluster4
105,'2704N: Corruption perceptions index - Transparency','0491: Domestic credit provided by financial sector  (\% of GDP) - WDI',0.37078,-0.078594,0.05327,0.37078,6.169925,0.670354,cluster3
106,'2704N: Corruption perceptions index - Transparency','1895: Mobile-cellular telephone subscriptions - ITU',0.36773,0.083144,0.0376,0.36773,6.247928,0.533466,cluster3
107,'2704N: Corruption perceptions index - Transparency','1896: Mobile-cellular telephone subscriptions per 100 inhabitants - ITU',0.36773,0.083144,0.0376,0.36773,6.247928,0.533466,cluster3
108,'2704N: Corruption perceptions index - Transparency','1298: Age dependency ratio  (\% of working-age population) - WDI',0.36731,0.122172,0.07429,0.36731,6.247928,-0.495114,cluster2
109,'2704N: Corruption perceptions index - Transparency','0699: Exports of goods and services  (constant 2005 US$) - WDI',0.36569,0.215216,0.10077,0.36569,6.044394,0.38791,cluster10
110,'2704N: Corruption perceptions index - Transparency','0848: Net current transfers from abroad  (current LCU) - WDI',0.36453,0.360841,0.08053,0.36453,6.087463,-0.06074,cluster4
111,'2704N: Corruption perceptions index - Transparency','0636: Mobile cellular subscriptions  (per 100 people) - WDI',0.36244,0.077148,0.02946,0.36244,6.247928,0.534127,cluster3
112,'2704N: Corruption perceptions index - Transparency','1952: Number of neonatal deaths (thousands) - WHO',0.35881,0.342343,0.04249,0.35776,6.247928,-0.128326,cluster4
113,'2704N: Corruption perceptions index - Transparency','0735: Agriculture; value added  (constant LCU) - WDI',0.35833,0.352046,0.12585,0.35489,6.169925,-0.07927,cluster4
114,'2704N: Corruption perceptions index - Transparency','0852: Official exchange rate  (LCU per US$; period average) - WDI',0.35746,0.356781,0.12293,0.35414,6.129283,-0.026066,cluster4
115,'2704N: Corruption perceptions index - Transparency','0641: Secure Internet servers - WDI',0.35396,0.294154,0.03221,0.35396,6.209454,0.244553,cluster10
116,'2704N: Corruption perceptions index - Transparency','0691: Gross national expenditure deflator  (base year varies by country) - WDI',0.35097,0.312801,0.07284,0.34808,6.129283,-0.195369,cluster4
117,'2704N: Corruption perceptions index - Transparency','1103: Health expenditure; public  (\% of GDP) - WDI',0.35002,-0.066693,0.05659,0.34749,6.247928,0.645533,cluster3
118,'2704N: Corruption perceptions index - Transparency','0570: Documents to import  (number) - WDI',0.34943,-0.02537,0.02821,0.34943,6.209454,-0.612209,cluster2
119,'2704N: Corruption perceptions index - Transparency','1096: Out-of-pocket health expenditure  (\% of total expenditure on health) - WDI',0.34732,0.075532,0.04309,0.34493,6.247928,-0.521333,cluster2
120,'2704N: Corruption perceptions index - Transparency','0477: Money and quasi money  as \% of GDP (M2) - WDI',0.34658,0.072938,0.03357,0.34658,6.087463,0.523108,cluster3
121,'2704N: Corruption perceptions index - Transparency','0062: Primary income receipts  (BoP; current US$) - WDI',0.34526,0.166137,0.04249,0.34259,6.169925,0.423229,cluster1
122,'2704N: Corruption perceptions index - Transparency','0472: Broad money  (\% of GDP) - WDI',0.34517,0.077783,0.03365,0.34195,6.087463,0.517095,cluster3
123,'2704N: Corruption perceptions index - Transparency','1362: Merchandise imports from high-income economies  (\% of total merchandise imports) - WDI',0.3447,0.063436,0.06367,0.3447,6.209454,0.530343,cluster3
124,'2704N: Corruption perceptions index - Transparency','2745: Merchandise trade-Exports-Office and telecom equipment (US dollar at current prices) - WTO',0.34356,0.302981,0.07528,0.34356,6.087463,0.201442,cluster10
125,'2704N: Corruption perceptions index - Transparency','0796: Gross value added at factor cost  (constant 2005 US$) - WDI',0.34066,0.265099,0.09342,0.33659,6.044394,0.274884,cluster10
126,'2704N: Corruption perceptions index - Transparency','0006: Arable land  (hectares) - WDI',0.33523,0.335203,0.18542,0.33523,6.247928,0.005167,cluster0
127,'2704N: Corruption perceptions index - Transparency','0767: Adjusted savings: consumption of fixed capital  (\% of GNI) - WDI',0.33403,0.079148,0.07226,0.33165,6.247928,0.504858,cluster3
128,'2704N: Corruption perceptions index - Transparency','0029: Cereal yield  (kg per hectare) - WDI',0.33276,0.222976,0.07037,0.32963,6.209454,0.331337,cluster10
129,'2704N: Corruption perceptions index - Transparency','1383: ICT goods exports  (\% of total goods exports) - WDI',0.33154,0.24678,0.05056,0.32831,6.044394,0.291135,cluster10
130,'2704N: Corruption perceptions index - Transparency','0732: Agriculture; value added  (current LCU) - WDI',0.33037,0.322685,0.08776,0.33037,6.169925,-0.087663,cluster4
131,'2704N: Corruption perceptions index - Transparency','2746: Merchandise trade-Exports-Electronic data processing and office equipment (US dollar at current prices) - WTO',0.32924,0.306045,0.06566,0.32924,6.087463,0.152298,cluster10
132,'2704N: Corruption perceptions index - Transparency','0797: Gross value added at factor cost  (constant LCU) - WDI',0.32893,0.327595,0.19312,0.32395,6.087463,-0.036534,cluster7
133,'2704N: Corruption perceptions index - Transparency','0885: School enrollment; preprimary  (\% gross) - WDI',0.32782,0.030303,0.0298,0.32782,5.954197,0.545451,cluster5
134,'2704N: Corruption perceptions index - Transparency','0779: Adjusted net national income  (constant 2005 US$) - WDI',0.32407,0.253752,0.10507,0.32041,6,0.265175,cluster10
135,'2704N: Corruption perceptions index - Transparency','2797: Balance of Payments-Exports-Services (US dollar at current prices) - WTO',0.32337,0.132454,0.04081,0.32337,6.209454,0.436939,cluster1
136,'2704N: Corruption perceptions index - Transparency','0433: Population in the largest city  (\% of urban population) - WDI',0.32275,0.320232,0.18524,0.32275,6.087463,-0.050181,cluster7
137,'2704N: Corruption perceptions index - Transparency','2785: Balance of Payments-Exports-Commercial services (US dollar at current prices) - WTO',0.32208,0.130798,0.03191,0.32208,6.209454,0.437358,cluster1
138,'2704N: Corruption perceptions index - Transparency','0575: Time required to register property  (days) - WDI',0.32183,0.274614,0.12081,0.31799,6.169925,-0.217292,cluster7
139,'2704N: Corruption perceptions index - Transparency','1402: Commercial service exports  (current US$) - WDI',0.32017,0.122446,0.04547,0.31749,6.169925,0.444662,cluster1
140,'2704N: Corruption perceptions index - Transparency','0834: GNI per capita  (constant LCU) - WDI',0.3197,0.312256,0.18023,0.3197,6.087463,-0.08628,cluster7
141,'2704N: Corruption perceptions index - Transparency','2748: Merchandise trade-Exports-Integrated circuits and electronic components (US dollar at current prices) - WTO',0.31954,0.240896,0.05854,0.31954,6.044394,0.280436,cluster10
142,'2704N: Corruption perceptions index - Transparency','0923: Repeaters; primary; total  (\% of total enrollment) - WDI',0.31882,0.144002,0.08618,0.31882,5.954197,-0.418112,cluster2
143,'2704N: Corruption perceptions index - Transparency','0722: Imports of goods and services  (constant 2005 US$) - WDI',0.3181,0.176565,0.05173,0.3181,6.044394,0.376211,cluster1
144,'2704N: Corruption perceptions index - Transparency','2747: Merchandise trade-Exports-Telecommunications equipment (US dollar at current prices) - WTO',0.31691,0.291043,0.0534,0.31691,6.087463,0.160831,cluster10
145,'2704N: Corruption perceptions index - Transparency','0003: Fertilizer consumption  (kilograms per hectare of arable land) - WDI',0.31619,0.257071,0.0325,0.31327,6.129283,0.243143,cluster10
146,'2704N: Corruption perceptions index - Transparency','0588: Time required to build a warehouse  (days) - WDI',0.31575,0.268383,0.21365,0.31119,6.169925,-0.217639,cluster7
147,'2704N: Corruption perceptions index - Transparency','1311: Rural population growth  (annual \%) - WDI',0.31573,0.200312,0.10588,0.31289,6.247928,-0.339732,cluster2
148,'2704N: Corruption perceptions index - Transparency','0066: Service exports  (BoP; current US$) - WDI',0.31444,0.120363,0.0422,0.31165,6.169925,0.440541,cluster1
149,'2704N: Corruption perceptions index - Transparency','1073: People practicing open defecation; rural  (\% of rural population) - WDI',0.31348,0.157349,0.04437,0.31348,6.169925,-0.395134,cluster2
150,'2704N: Corruption perceptions index - Transparency','1321: International tourism; receipts for passenger transport items  (current US$) - WDI',0.31298,0.156172,0.04068,0.31298,6,0.395989,cluster1
151,'2704N: Corruption perceptions index - Transparency','1075: People practicing open defecation  (\% of population) - WDI',0.31228,0.171184,0.02554,0.31228,5.857981,-0.375628,cluster2
152,'2704N: Corruption perceptions index - Transparency','1301: Population growth  (annual \%) - WDI',0.31115,0.284215,0.13164,0.31115,6.247928,-0.164118,cluster7
153,'2704N: Corruption perceptions index - Transparency','0371: Energy imports; net  (\% of energy use) - WDI',0.3096,0.280403,0.09886,0.3062,6.044394,0.170873,cluster10
154,'2704N: Corruption perceptions index - Transparency','2743: Merchandise trade-Exports-Pharmaceuticals (US dollar at current prices) - WTO',0.30949,0.124499,0.03535,0.30949,6.087463,0.430106,cluster1
155,'2704N: Corruption perceptions index - Transparency','0825: GNI  (constant 2005 US$) - WDI',0.30904,0.235266,0.06362,0.3055,6.044394,0.271614,cluster10
156,'2704N: Corruption perceptions index - Transparency','0585: Tax payments  (number) - WDI',0.30899,0.071401,0.05091,0.30899,6.169925,-0.487431,cluster2
157,'2704N: Corruption perceptions index - Transparency','0896: Primary education; pupils - WDI',0.30846,0.300024,0.122,0.30846,6.129283,-0.091847,cluster7
158,'2704N: Corruption perceptions index - Transparency','0676: Household final consumption expenditure  (constant LCU) - WDI',0.30813,0.301988,0.16492,0.30813,6.087463,-0.078368,cluster7
159,'2704N: Corruption perceptions index - Transparency','1319: International tourism; receipts  (current US$) - WDI',0.30679,0.185483,0.05316,0.30406,6.209454,0.348292,cluster1
160,'2704N: Corruption perceptions index - Transparency','1266: Refugee population by country or territory of origin - WDI',0.30541,0.253788,0.03337,0.30541,6.209454,-0.227205,cluster7
161,'2704N: Corruption perceptions index - Transparency','2709: Refugees and IDPs - Fund for Peace',0.30513,-0.084266,0.03018,0.304,6.209454,-0.624016,cluster2
162,'2704N: Corruption perceptions index - Transparency','2791: Balance of Payments-Exports-Insurance and pension services (US dollar at current prices) - WTO',0.30508,0.174635,0.03645,0.30508,6.044394,0.361171,cluster1
163,'2704N: Corruption perceptions index - Transparency','0707: Gross fixed capital formation  (constant 2005 US$) - WDI',0.30425,0.248857,0.07394,0.30129,6.044394,0.235357,cluster10
